type	pathology_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	image_modality	license	magnification	fixation_embedding_method	staining_method	deidentification_method	percent_tumor	percent_necrosis	slim_url	crdc_id	id	sample.id
pathology_file	1efbccdf-b95f-425e-b8ac-0ebabdb9e446	1efbccdf-b95f-425e-b8ac-0ebabdb9e446.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316542	df6ec0bd9fff0c54ba11576948c0e97a	Sample	Open	['*']	['/open']	s3://idc-open-data/9365e6a1-8100-4163-9a79-a3fdfffe0449/1efbccdf-b95f-425e-b8ac-0ebabdb9e446.dcm	dg.4DFC/590d8570-6c29-11ee-89b4-5b5acf6b7b85	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					00e15028-5b99-5787-b334-8c25f8f7bdb9	a02d3d02-f092-55ae-baa3-918508583c86
pathology_file	f3a0a66d-cf2c-4627-bb81-024e0b3fb74b	f3a0a66d-cf2c-4627-bb81-024e0b3fb74b.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316602	4e4631c4f3808134db14fabdbd21576b	Sample	Open	['*']	['/open']	s3://idc-open-data/f4c05357-69e6-4479-b455-c3214097a653/f3a0a66d-cf2c-4627-bb81-024e0b3fb74b.dcm	dg.4DFC/58d32b5a-6c29-11ee-8e88-0764c7a35c1a	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					00f2d7e6-8dc9-5a80-87a3-4d954f7da0c6	b6785c61-3dad-5a0c-a599-6bab16ca34e7
pathology_file	089cf45a-be68-4d4d-bb80-dcbc65e4fd19	089cf45a-be68-4d4d-bb80-dcbc65e4fd19.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	33069854	e1c21b4c22e46172abf5c13faa907e75	Sample	Open	['*']	['/open']	s3://idc-open-data/bebf7965-e770-440a-8469-d606c28ac39b/089cf45a-be68-4d4d-bb80-dcbc65e4fd19.dcm	dg.4DFC/59072b76-6c29-11ee-965e-1bcc26e3e4b3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					00f4497a-4b40-5396-8905-04f2414107cc	d29e1046-192e-5aaa-90b1-ec2d2085f187
pathology_file	80ecc666-6495-4586-acf3-289bfc15632a	80ecc666-6495-4586-acf3-289bfc15632a.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2528186	9070406cb5aa113a1f530a8bd03d63df	Sample	Open	['*']	['/open']	s3://idc-open-data/9d07fb61-4fe3-425e-9700-bd63d0bd935c/80ecc666-6495-4586-acf3-289bfc15632a.dcm	dg.4DFC/59731994-6c29-11ee-80e4-5b22b33ab892	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					00f63e2f-8681-5104-9643-461f2e8e79d3	0bc3d2d1-6799-5cca-b679-7ad329ce89d2
pathology_file	0c70cec4-c505-465b-9f6f-a452434a25ab	0c70cec4-c505-465b-9f6f-a452434a25ab.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3050690	c16330a191a6a13ff4a2e919e34c2619	Sample	Open	['*']	['/open']	s3://idc-open-data/4817c760-81ba-4e12-803b-2fc59e2d14f2/0c70cec4-c505-465b-9f6f-a452434a25ab.dcm	dg.4DFC/59434a66-6c29-11ee-bad1-cf1a549bb28c	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					011010c8-14ef-57cd-904d-bc96ffaf75ae	9ef4bf66-f576-5810-a7c8-d0f0116fae9b
pathology_file	1eb1fee4-0b85-43c9-9feb-608a74e996c3	1eb1fee4-0b85-43c9-9feb-608a74e996c3.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2069658	0adc29eed39bfb692df23aa5dc2af0ee	Sample	Open	['*']	['/open']	s3://idc-open-data/b56a5c98-13f9-4fa4-ab7e-a51d7e62471e/1eb1fee4-0b85-43c9-9feb-608a74e996c3.dcm	dg.4DFC/59c10b9a-6c29-11ee-b316-63178e2fe0a3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					012ead7f-30ca-5b11-854f-d5374671ac97	57f9996b-b89b-5b63-a089-60c7e764bce4
pathology_file	9e96e88b-604c-4bc9-b843-1351d804e54d	9e96e88b-604c-4bc9-b843-1351d804e54d.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316444	7e0eebad88eb132daca298b40bddd8b3	Sample	Open	['*']	['/open']	s3://idc-open-data/9775d1ea-e89e-4e7c-9d84-e1eef54da2f6/9e96e88b-604c-4bc9-b843-1351d804e54d.dcm	dg.4DFC/586a5774-6c29-11ee-be0a-13da0d6a3e51	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					0135425a-5999-5d9f-8f5e-a1cbfc153fee	b2cff2c5-129c-5e53-b0d3-9c0f17c633ff
pathology_file	6dbb4a2d-b1da-4242-8578-5704040134b5	6dbb4a2d-b1da-4242-8578-5704040134b5.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	321529498	97b6f8304445bd4ae3f7462fbf7d54fd	Sample	Open	['*']	['/open']	s3://idc-open-data/633e669d-fce8-4085-bd5a-57b098648372/6dbb4a2d-b1da-4242-8578-5704040134b5.dcm	dg.4DFC/5901dc34-6c29-11ee-8fa1-7f934350263f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					013a596d-1466-52d7-a5b2-d67827a8875c	02958271-cc96-5d11-847c-e19ee06ede39
pathology_file	a909da43-415d-4614-a103-d903ccdff796	a909da43-415d-4614-a103-d903ccdff796.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	328084980	3a32eff2f526da08355e3b6844c09c73	Sample	Open	['*']	['/open']	s3://idc-open-data/c113d862-c7f1-4a5e-b07a-b853bd887cda/a909da43-415d-4614-a103-d903ccdff796.dcm	dg.4DFC/58f88ecc-6c29-11ee-9cf7-b338c02dbc25	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					013df680-deaa-524b-99c0-2011d4a5e4b5	047108be-04f7-5dfb-b904-c269b598f1dc
pathology_file	1a956c2a-335a-4866-9026-fc4531c86745	1a956c2a-335a-4866-9026-fc4531c86745.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316686	21ec0fbd1d12726edd96e620280aed80	Sample	Open	['*']	['/open']	s3://idc-open-data/ca8ee1dd-8bf3-4250-9350-80b2962e398a/1a956c2a-335a-4866-9026-fc4531c86745.dcm	dg.4DFC/59ea3966-6c29-11ee-b2a6-0b41479b4f11	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					01611e3b-e952-556e-9401-4a93a6776059	82450366-0fc9-591c-87c7-5db73d5cc788
pathology_file	0a8c3a1f-f1b8-4ce7-9fcc-e629857be8a2	0a8c3a1f-f1b8-4ce7-9fcc-e629857be8a2.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	11973958	f10e00d5447aa47c0c2757d09afbdadf	Sample	Open	['*']	['/open']	s3://idc-open-data/307f28d1-2294-4fa6-9bb2-09bff685d74d/0a8c3a1f-f1b8-4ce7-9fcc-e629857be8a2.dcm	dg.4DFC/58f61fb6-6c29-11ee-954b-1f0ffadbb0bb	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					0164b8d8-4f09-52d4-9b07-6d4bdfed296a	c946b74d-1a5c-5a66-840d-4820d814f467
pathology_file	5d5003d3-ec60-460d-8743-066b99bf82a0	5d5003d3-ec60-460d-8743-066b99bf82a0.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	70424634	edfc4dfe7961b4a766798c33765661ac	Sample	Open	['*']	['/open']	s3://idc-open-data/a6da864a-8f78-4ab7-b5eb-209a731b3562/5d5003d3-ec60-460d-8743-066b99bf82a0.dcm	dg.4DFC/59eea6cc-6c29-11ee-bdd2-c3b6d2f6a1f9	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					017db70f-1cf1-5ddf-a33d-354b3f59b29f	474ec5df-08ac-5cf1-a631-f867c67d4b2b
pathology_file	d7e80926-c63e-4588-8cb7-ee3e1a04934d	d7e80926-c63e-4588-8cb7-ee3e1a04934d.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	1624070050	ee02f62ba25ea65708aa1c643a70b19c	Sample	Open	['*']	['/open']	s3://idc-open-data/57fb1d99-23ac-4ca8-8746-3f4492876cff/d7e80926-c63e-4588-8cb7-ee3e1a04934d.dcm	dg.4DFC/58ba43ba-6c29-11ee-9118-bfbd21fb03dc	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					017e1a23-b591-5316-96d1-46d5bcc0afbd	a867f4c7-7b75-5fa4-83ea-e03587c42622
pathology_file	449ba518-1439-41ef-94e7-f79e812bb536	449ba518-1439-41ef-94e7-f79e812bb536.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	6008132	7e42724ada7f3db0c7a4b988230d0833	Sample	Open	['*']	['/open']	s3://idc-open-data/39ca37bd-905d-446a-990b-9665daabf5c7/449ba518-1439-41ef-94e7-f79e812bb536.dcm	dg.4DFC/58ecb8fe-6c29-11ee-aa21-9759ae97e295	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					019c9217-bfd1-54bb-9944-84b091f69b10	a2dd59a4-95ec-5f63-873a-2db1d645c7a1
pathology_file	1f81fcdc-ac74-4a93-a2c3-063d7e2fafaa	1f81fcdc-ac74-4a93-a2c3-063d7e2fafaa.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	717433284	1bae12c6d5dd14e457d793a937435f38	Sample	Open	['*']	['/open']	s3://idc-open-data/fe959e9f-add1-42fc-8dbf-dd8815a214eb/1f81fcdc-ac74-4a93-a2c3-063d7e2fafaa.dcm	dg.4DFC/587792c2-6c29-11ee-bcb4-6fcba1031d8c	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					019f22d5-460d-5f7e-941c-94b19acc8b83	245faa67-448b-543c-9847-04a439355f83
pathology_file	11701639-a6eb-418e-bd8b-d64382326293	11701639-a6eb-418e-bd8b-d64382326293.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	11264874902	c0607c3248bdd50fbfd2e49f471362b9	Sample	Open	['*']	['/open']	s3://idc-open-data/356a25dc-f079-4991-9468-45481da91131/11701639-a6eb-418e-bd8b-d64382326293.dcm	dg.4DFC/597791fe-6c29-11ee-9b3a-c3e650a4165d	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					01c0ea80-faec-55f7-9574-2b821739fcd7	3ef6ce48-fc38-5126-bc39-e1d77475281a
pathology_file	2300560a-1724-4ea9-8972-4ec0b0373839	2300560a-1724-4ea9-8972-4ec0b0373839.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	12226356	54a6cc032c027dcfd3e42f4cc95cb4ed	Sample	Open	['*']	['/open']	s3://idc-open-data/6b37fb60-742f-4701-891f-61235e4909bb/2300560a-1724-4ea9-8972-4ec0b0373839.dcm	dg.4DFC/59d92b12-6c29-11ee-8ab7-8b9798a88353	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					01d9e132-a954-541b-b3a6-6a81fc771a1e	89afc66f-83c8-5ff0-a80c-b13b730a6163
pathology_file	2a416c34-f96f-4253-825b-295899b6aa22	2a416c34-f96f-4253-825b-295899b6aa22.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3270564	a6273b95eeddf9e279a3006e930cafa2	Sample	Open	['*']	['/open']	s3://idc-open-data/6f3e4476-3012-419c-baff-e56efddd9958/2a416c34-f96f-4253-825b-295899b6aa22.dcm	dg.4DFC/58b53dd4-6c29-11ee-9f27-d73c201190c3	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					01ed051d-2b71-5905-bf6c-69143baa2cac	2ca34f04-742b-5c77-b8ef-93d596ea3ff0
pathology_file	e04b0b1b-f29b-4a26-9ac9-7bb7efcdf3bc	e04b0b1b-f29b-4a26-9ac9-7bb7efcdf3bc.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	3213434	b2061a50aa1879d364d7049ddf8405ae	Sample	Open	['*']	['/open']	s3://idc-open-data/ebbc5a78-84fe-44a3-81f3-5adf13d4e81d/e04b0b1b-f29b-4a26-9ac9-7bb7efcdf3bc.dcm	dg.4DFC/58cedc44-6c29-11ee-b16c-5732cca40aee	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					01f1dc9f-a948-5aa1-9581-68c412a07ca9	6aa9bf61-69ed-59fe-ad44-a9a1583dc450
pathology_file	d3629f76-9418-4ef9-bcc1-5254f8716373	d3629f76-9418-4ef9-bcc1-5254f8716373.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	5790728	95fec7cd10a82c3fb2e3e9465f6fdb32	Sample	Open	['*']	['/open']	s3://idc-open-data/50df991a-bf97-4952-844c-6d1cab0fcfa6/d3629f76-9418-4ef9-bcc1-5254f8716373.dcm	dg.4DFC/5931791c-6c29-11ee-809a-ebeb4ac5765c	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					0224fa43-8cb7-5c03-9840-4b63a5d79426	0c5a4416-1e9d-5b05-9bff-f0194d35785c
pathology_file	97705c33-2763-4f9a-8888-a55a308eba9f	97705c33-2763-4f9a-8888-a55a308eba9f.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316676	683209f34ce06005d6667849edc0a41d	Sample	Open	['*']	['/open']	s3://idc-open-data/ff889151-c56c-4549-8dc7-89d547eaad17/97705c33-2763-4f9a-8888-a55a308eba9f.dcm	dg.4DFC/58c48186-6c29-11ee-82bc-4b24cc4b568b	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					024a43f1-7341-59c6-9beb-e12c17a3f3cb	7bb26e54-6de3-5419-b80a-014b515975e3
pathology_file	3123a1a6-69a9-4022-a547-d568238263c3	3123a1a6-69a9-4022-a547-d568238263c3.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	762884	fc269421bce96a147176299e8fac5943	Sample	Open	['*']	['/open']	s3://idc-open-data/c415038c-91f3-4109-99ca-67b03f83df0b/3123a1a6-69a9-4022-a547-d568238263c3.dcm	dg.4DFC/59032bde-6c29-11ee-9cb0-b3fc05632aca	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					02737273-06e8-5bd9-967a-6d66bfe29e5c	02958271-cc96-5d11-847c-e19ee06ede39
pathology_file	84f430cb-8e20-4641-98a6-163fe98b2c09	84f430cb-8e20-4641-98a6-163fe98b2c09.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	8763374	fe1ddc7d4f7f8def460b0081f969aeff	Sample	Open	['*']	['/open']	s3://idc-open-data/bebf7965-e770-440a-8469-d606c28ac39b/84f430cb-8e20-4641-98a6-163fe98b2c09.dcm	dg.4DFC/590707ae-6c29-11ee-8c49-077d173454a1	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					02ac0e75-b8ee-5050-a919-bed9aee85ba9	d29e1046-192e-5aaa-90b1-ec2d2085f187
pathology_file	ca516b98-88a4-46c7-8b14-1360d67c19f2	ca516b98-88a4-46c7-8b14-1360d67c19f2.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2881158	896b396c792bc0a13af5e37aed523632	Sample	Open	['*']	['/open']	s3://idc-open-data/193623fb-2f3f-42dc-a166-3b639d52730e/ca516b98-88a4-46c7-8b14-1360d67c19f2.dcm	dg.4DFC/59e8c950-6c29-11ee-a0fa-abc24df00a1f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					02c69b0e-3707-5ce7-8851-a0624f2cc4bb	2fac50c1-c0bd-50f2-8ad7-a0548c2e7024
pathology_file	2808ada6-28e8-474a-ac1a-bb9dff145272	2808ada6-28e8-474a-ac1a-bb9dff145272.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	63377884	3a58ca95db3e2dacf9af23cd3d5566d6	Sample	Open	['*']	['/open']	s3://idc-open-data/c4be201b-47ec-45da-a58b-5d5c156d69cf/2808ada6-28e8-474a-ac1a-bb9dff145272.dcm	dg.4DFC/58e50122-6c29-11ee-82ce-93d0cfa4d659	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					02ed858b-225a-5dc8-94ae-a71a6e951be0	cd1bb8d5-c004-5687-8ab0-d3966efbcbef
pathology_file	fe364d69-33c0-4a8d-ab0b-971cf1333101	fe364d69-33c0-4a8d-ab0b-971cf1333101.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	61639576	3da6903c501700652d91d65020480e4d	Sample	Open	['*']	['/open']	s3://idc-open-data/bac97f08-51bd-4e9f-8948-726697cbd4b6/fe364d69-33c0-4a8d-ab0b-971cf1333101.dcm	dg.4DFC/59bd7a66-6c29-11ee-a9e8-7b15f7560e3f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					02f0046e-5f0e-5635-b41d-6afd75c0ed85	9a8832e9-28e6-5c7a-893c-37321afde37f
pathology_file	4aad9307-4706-45ef-ac52-40d10a0cf6b5	4aad9307-4706-45ef-ac52-40d10a0cf6b5.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2316622	cf8e6494deac98423c50a25fa7134c2e	Sample	Open	['*']	['/open']	s3://idc-open-data/d146d784-ccd0-4517-a948-5351546bd35c/4aad9307-4706-45ef-ac52-40d10a0cf6b5.dcm	dg.4DFC/597be0d8-6c29-11ee-84f8-274026126219	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					032169b5-8393-529a-a8a2-f65487a6193e	6e822174-9daf-52d2-a099-49267cbef617
pathology_file	2fe14ffd-a5a9-4d15-9cb3-ef36445fb5ab	2fe14ffd-a5a9-4d15-9cb3-ef36445fb5ab.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2035862	c14fe05cdee006ebaf1a11d877bc3176	Sample	Open	['*']	['/open']	s3://idc-open-data/09c2636a-2ae7-49b9-b83e-a24dd79792c7/2fe14ffd-a5a9-4d15-9cb3-ef36445fb5ab.dcm	dg.4DFC/589063b0-6c29-11ee-af69-1b0c925cb293	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					036eab8f-4402-5627-850f-cd8f28d4b292	b89f038f-b887-5965-af61-b36e88172a92
pathology_file	27aad54d-e506-4273-832e-9cf97e881c18	27aad54d-e506-4273-832e-9cf97e881c18.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	2258456	ac7b56f0776c94bf196acef0b61428db	Sample	Open	['*']	['/open']	s3://idc-open-data/985d63be-223b-455a-bc17-b6fc39f66c26/27aad54d-e506-4273-832e-9cf97e881c18.dcm	dg.4DFC/59afb3b8-6c29-11ee-bef6-2b1eafcc377f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					0391f0ec-ba53-593c-b0da-a7796b23c6de	2b46ea03-83f9-5d8f-94f1-fd3ba4c837a7
pathology_file	2612000c-fbdc-4b97-9f59-e66c4ca70a9d	2612000c-fbdc-4b97-9f59-e66c4ca70a9d.dcm	Pathology Imaging	dicom	FFPE_H&E_Image	1206364138	356814b8c31764eb18726b626499fdcc	Sample	Open	['*']	['/open']	s3://idc-open-data/9b012e3d-4b5b-4c59-b702-2fd93784a8f7/2612000c-fbdc-4b97-9f59-e66c4ca70a9d.dcm	dg.4DFC/59dbc19c-6c29-11ee-9598-4bda44b10d7f	Slide Microscopy	CC by 4.0	Not reported	Formalin fixed paraffin embedded (FFPE)	H&E	Not applicable					039f45b3-8958-53c7-9d91-974aa74d6044	d6715517-8fe3-5381-b764-a3ddfcaac1c8
