file_id	type	file_name
dg.4DFC/0e28dfdb-0e5e-4981-98ac-c6e0003ab32c	file	IGM_PBCJZY-0DTNXC_20240122_normal.aln.cram
dg.4DFC/fdcb435c-7989-4e1d-8923-4259687b933e	file	OR-0054973_D_0DTNWE_SDGC-NEB-0007_S6_L002_R1_001.fastq.gz
dg.4DFC/19660981-3b32-4e6e-8a73-7fff7d8c7c82	file	IGM_PBCJZY-0DTNXC_20240122_Redacted.pdf
dg.4DFC/56002614-30a0-41da-97bf-6fa044df573c	file	207680790048_R04C01_Red.idat
dg.4DFC/89d91962-8903-4f79-b586-2863a381e772	file	207680790048_R04C01_Grn.idat
dg.4DFC/0775d72e-0e8b-4cc6-a490-69e72b9062e6	file	IGM_PBCJZY-0DTNWE_20240122_cnv_panel_of_normals.json
dg.4DFC/fb7dfb57-8da6-41c0-88ff-5ee3e7d46d7e	file	IGM_PBCJZY-0DTNWE_20240122_tumor.aln.cram
dg.4DFC/8b3af5fe-9c74-49f4-9f27-5afd685a85b9	file	IGM_PBCJZY-0DTNWE_20240122.somatic.vcf.gz
dg.4DFC/58254dcc-d5d7-48cc-81c7-09f038ff9a31	file	IGM_PBCJZY-0DTNXC_20240122_normal.aln.cram.crai
dg.4DFC/d2e384a4-2cc7-420b-adda-2d4d62af2cd1	file	IGM_PBCJZY-0DTNWE_20240122.report.v11.html
dg.4DFC/a8ec0914-06c9-4f2a-935e-8263d1cf17f9	file	IGM_PBCJZY-0DTNWE_20240122_rawdata.v11.json
dg.4DFC/374ad731-6cc5-45c7-ab8a-0c6733758cac	file	IGM_PBCJZY-0DTNWE_20240122_rawdata.sts.v12_5.json
dg.4DFC/7398f4d9-bd26-4797-8f65-4533651292ad	file	IGM_PBCJZY-0DTNWE_20240122_Redacted.pdf
dg.4DFC/3744f189-2ff8-485e-a3c1-9bf99b019ab8	file	OR-0054973_C_0DTNXC_SDGC-NEB-0007_S5_L001_R1_001.fastq.gz
dg.4DFC/88db9efe-0dd4-4b78-9400-edc76722ae31	file	IGM_PBCJZY-0DTNWE_20240122_cnv_tumor_normal.json
dg.4DFC/28f99b07-0615-4484-9363-846f559d6dd5	file	OR-0054973_D_0DTNWE_SDGC-NEB-0007_S6_L001_R1_001.fastq.gz
dg.4DFC/3bffbc10-d330-4193-baa2-9a1b7dd82e7b	file	IGM_PBCJZY-0DTNWE_20240122.sts.report.v12_5.html
dg.4DFC/c21ddc3c-6ca2-43bd-b8f4-f54391183865	file	OR-0054973_D_0DTNWE_SDGC-NEB-0007_S6_L001_R2_001.fastq.gz
dg.4DFC/8a4b1833-82d3-4cff-8748-6cc4c4579b45	file	IGM_PBCJZY-0DTNWE_20240122_rawdata.mnp.v12_5.json
dg.4DFC/8fcfa6ec-c4be-4f91-828d-f7bde677cd9a	file	IGM_PBCJZY-0DTNWE_20240122_tumor.aln.cram.crai
dg.4DFC/5b07c9d5-2b53-4121-83e2-13f141df55ae	file	OR-0054973_C_0DTNXC_SDGC-NEB-0007_S5_L002_R2_001.fastq.gz
dg.4DFC/a1047317-ae15-433f-bb8f-26e244d96f90	file	OR-0054973_C_0DTNXC_SDGC-NEB-0007_S5_L002_R1_001.fastq.gz
dg.4DFC/d96a3230-7e07-4a94-9fad-9212f24562d4	file	IGM_PBCJZY-0DTNWE_20240122.clinical_report.json
dg.4DFC/64b68776-26a8-424a-a91e-d6590e26cb17	file	IGM_PBCJZY-0DTNWE_20240122.clinical_report.json
dg.4DFC/8a16ffe7-71cf-4401-9ca1-74c15a484317	file	IGM_PBCJZY-0DTNVK_20240119.full_results.txt
dg.4DFC/8dba5cd8-33fd-45eb-9aaa-f6405be7c1f3	file	IGM_PBCJZY-0DTNVK_20240119_merged_bam.bam
dg.4DFC/43db195d-e9a7-4b3f-9610-142e52c153fb	file	IGM_PBCJZY-0DTNVK_20240119_merged_bam.bai
dg.4DFC/8f3cc5ac-b0a9-4281-8e15-3eefc92b14b9	file	IGM_PBCJZY-0DTNVK_20240119_Redacted.pdf
dg.4DFC/123971b5-fcda-4804-97f3-150cd2396620	file	IGM_PBCJZY-0DTNVK_20240119.clinical_report.json
dg.4DFC/9809b414-6aa4-4dfe-9ffa-9d2409fb44f9	file	PBCLFK.json
dg.4DFC/cad26d0b-534c-4d23-8c1c-30337f094cbd	file	PBCMBK.json
dg.4DFC/c2d068a2-e0fc-450b-9c2f-70ccf6b4dadf	file	PBCMSR.json
