type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	case.case_record_id	study.clinical_study_designation	sample.sample_id	diagnosis.diagnosis_record_id	file_type	file_description
file	B816-Liver-TissueAligned.sortedByCoord.out.bam	5dcfe052-4bd9-5423-b3a9-7c25f737991b	1935322266	C95ED7977C72C0443FAEB5B5B5597D03	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Liver-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B816-Liver-Tissue		RNA Sequence File	"normal liver tissue sample, RNA-seq reads"
file	B816-Liver-TissueAligned.sortedByCoord.out.bam.bai	2bb39358-a76e-5517-aa02-e2c94e31023a	2002400	2D09F1B37CCEC2250CEB148C5CDC184A	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Liver-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B816-Liver-Tissue		Index File	"normal liver tissue sample, RNA-seq index"
file	B816-Lung-OrganoidAligned.sortedByCoord.out.bam	8c7e9151-5e95-53b9-ba10-0da3bf8f2659	2460566258	F366D93689DCD32C5D9788C08E081260	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Lung-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B816-Lung-Organoid		RNA Sequence File	"normal lung organoid sample, RNA-seq reads"
file	B816-Lung-OrganoidAligned.sortedByCoord.out.bam.bai	f03470b9-ca1a-5903-a00f-994dfa4d2018	2314664	39B7C8B15B2E699C7B599CF889CFAC89	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Lung-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B816-Lung-Organoid		Index File	"normal lung organoid sample, RNA-seq index"
file	B816-Lung-TissueAligned.sortedByCoord.out.bam	65ad6417-f5af-5909-907a-0faae4dd613f	2532282493	5313CE9E61F7AEA1A08B88E84E4B0A88	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Lung-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B816-Lung-Tissue		RNA Sequence File	"normal lung tissue sample, RNA-seq reads"
file	B816-Lung-TissueAligned.sortedByCoord.out.bam.bai	61862316-5b4e-529d-ba0a-66967b2a3e16	2474464	2A54B10C2CEA4EA75F9CA9A246B35158	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Lung-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B816-Lung-Tissue		Index File	"normal lung tissue sample, RNA-seq index"
file	B816-Pancreas-OrganoidAligned.sortedByCoord.out.bam	260ca866-21f9-5f94-8533-8119d5efa69d	2252705947	5456128E62D2DE2250BC5A213A6FB883	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Pancreas-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B816-Pancreas-Organoid		RNA Sequence File	"normal pancreas organoid sample, RNA-seq reads"
file	B816-Pancreas-OrganoidAligned.sortedByCoord.out.bam.bai	86b13e99-f864-52c8-b55b-e9cfe32accb3	2223320	48817163FAF56D08132DF96D10A016AB	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Pancreas-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B816-Pancreas-Organoid		Index File	"normal pancreas organoid sample, RNA-seq index"
file	B816-Pancreas-TissueAligned.sortedByCoord.out.bam	2d549542-fee9-59ae-b926-91334fd67fe7	1919580243	19AB7ABDCF1A06B1A4B880B50FF50DD3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Pancreas-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B816-Pancreas-Tissue		RNA Sequence File	"normal pancreas tissue sample, RNA-seq reads"
file	B816-Pancreas-TissueAligned.sortedByCoord.out.bam.bai	12a93e44-a264-5d7d-9f04-d2856b8bd4e7	1972776	4ED626CA250AE81457860A7D2B952D9A	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B816-Pancreas-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B816-Pancreas-Tissue		Index File	"normal pancreas tissue sample, RNA-seq index"
file	B818-Bladder-OrganoidAligned.sortedByCoord.out.bam	e1694361-6f1b-57b1-8575-d3c01ce53ec2	1967047365	73DDCE5D8439453614DF1DFC8F3C7286	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Bladder-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Urinary-Bladder-Organoid		RNA Sequence File	"normal bladder organoid sample, RNA-seq reads"
file	B818-Bladder-OrganoidAligned.sortedByCoord.out.bam.bai	ff767d19-f71f-55ea-a824-be7b1e751a8c	2158560	3D4DC286E5914E2A55636B094E1E0EDC	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Bladder-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Urinary-Bladder-Organoid		Index File	"normal bladder organoid sample, RNA-seq index"
file	B818-Bladder-TissueAligned.sortedByCoord.out.bam	e2013058-e596-55a8-94ce-a8346641d750	2232680619	BE7B6B4B50A84E70E2E695952AE8B005	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Bladder-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Urinary-Bladder-Tissue		RNA Sequence File	"normal bladder tissue sample, RNA-seq reads"
file	B818-Bladder-TissueAligned.sortedByCoord.out.bam.bai	6ca805b5-89a6-562a-a585-d510597bb472	2291936	9817642ADFA504BBB80336D79CA8439F	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Bladder-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Urinary-Bladder-Tissue		Index File	"normal bladder tissue sample, RNA-seq index"
file	B818-Endometrium-OrganoidAligned.sortedByCoord.out.bam	4ad17d63-7b37-56f9-966d-0d44cf4eccb8	2102996057	E28F3A0DDB06D545C7F9923A4BCBC807	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Endometrium-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Uterus-Organoid		RNA Sequence File	"normal endometrium organoid sample, RNA-seq reads"
file	B818-Endometrium-OrganoidAligned.sortedByCoord.out.bam.bai	b27f7ba2-6940-5a30-a0f9-dc8d02ec5939	2227168	9651C3AB553E7784604C315B55396B77	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Endometrium-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Uterus-Organoid		Index File	"normal endometrium organoid sample, RNA-seq index"
file	B818-Endometrium-TissueAligned.sortedByCoord.out.bam	fd5c137d-5e5f-555d-8cab-9bad6d017803	2516485848	98CDB7A9C1578EC43CDA62178AF4466D	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Endometrium-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Uterus-Tissue		RNA Sequence File	"normal endometrium tissue sample, RNA-seq reads"
file	B818-Endometrium-TissueAligned.sortedByCoord.out.bam.bai	e7535b18-97ed-55fa-907f-dbc81aa53b38	2509536	91B698CDFEB1A0A3980DC33F389EFAB2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Endometrium-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Uterus-Tissue		Index File	"normal endometrium tissue sample, RNA-seq index"
file	B818-Liver-OrganoidAligned.sortedByCoord.out.bam	c0cb4b90-e0b8-5305-ad97-f68ce196c91c	2457066477	EF911D870387B8E54E9872C3482CD27E	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Liver-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Liver-Organoid		RNA Sequence File	"normal liver organoid sample, RNA-seq reads"
file	B818-Liver-OrganoidAligned.sortedByCoord.out.bam.bai	a4182488-3a5e-5f9b-a01a-06dd832ea23b	2320704	72147ADDCD135A55AC161448901B343A	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Liver-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Liver-Organoid		Index File	"normal liver organoid sample, RNA-seq index"
file	B818-Liver-TissueAligned.sortedByCoord.out.bam	5c349d3e-18f6-5616-b806-f28f2322e330	1900281157	B3A3CEAF59062C38DE0396595039C466	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Liver-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Liver-Tissue		RNA Sequence File	"normal liver tissue sample, RNA-seq reads"
file	B818-Liver-TissueAligned.sortedByCoord.out.bam.bai	f627e82b-e4da-589f-bf04-e1ed818b74b3	2033920	CF1A21F5CEBD018D9571349B704F7AC7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Liver-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Liver-Tissue		Index File	"normal liver tissue sample, RNA-seq index"
file	B818-Lung-OrganoidAligned.sortedByCoord.out.bam	4d3b071f-5a35-5436-b0ae-4646b9f33841	1809657134	74F9772519169BBD49B3E05ACB3C44A1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Lung-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Lung-Organoid		RNA Sequence File	"normal lung organoid sample, RNA-seq reads"
file	B818-Lung-OrganoidAligned.sortedByCoord.out.bam.bai	f5da1fab-1d3c-50db-a7a6-76084ec62596	2042712	8860B2EDD0BFC6AE3605C7DBB6B05A20	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Lung-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Lung-Organoid		Index File	"normal lung organoid sample, RNA-seq index"
file	B818-Lung-TissueAligned.sortedByCoord.out.bam	89778de9-746a-5dac-9c5e-d62d57819c20	2466697891	364C1AA829C53DAA05959F6B6F1756E2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Lung-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Lung-Tissue		RNA Sequence File	"normal lung tissue sample, RNA-seq reads"
file	B818-Lung-TissueAligned.sortedByCoord.out.bam.bai	4fd32754-3f1a-5335-8643-5252ca5e23b8	2455152	AE235861D1C91C567D49CD3DE01AFA5F	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Lung-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Lung-Tissue		Index File	"normal lung tissue sample, RNA-seq index"
file	B818-Pancreas-OrganoidAligned.sortedByCoord.out.bam	0c600953-bd34-59cc-a021-cbcbb6f688de	2259112848	777CC92658D830E2DF79914F69F8E541	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Pancreas-OrganoidAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Pancreas-Organoid		RNA Sequence File	"normal pancreas organoid sample, RNA-seq reads"
file	B818-Pancreas-OrganoidAligned.sortedByCoord.out.bam.bai	32c2c725-157e-53e7-a459-438f38a32894	2203680	012F4E5E37751CDF8DA96C9AF0A019E7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Pancreas-OrganoidAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Pancreas-Organoid		Index File	"normal pancreas organoid sample, RNA-seq index"
file	B818-Pancreas-TissueAligned.sortedByCoord.out.bam	7d724028-b7ac-528a-acd8-713ace608842	2079798361	D4C47BDEADA4456A93086C03F4AA9133	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Pancreas-TissueAligned.sortedByCoord.out.bam	bam			ORGANOIDS01-B818-Pancreas-Tissue		RNA Sequence File	"normal pancreas tissue sample, RNA-seq reads"
file	B818-Pancreas-TissueAligned.sortedByCoord.out.bam.bai	a31bd8ee-1394-5d44-bf48-e0c486b63bda	2086288	2FF3E0FA56CD69855A735610EC3F7295	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/B818-Pancreas-TissueAligned.sortedByCoord.out.bam.bai	bai			ORGANOIDS01-B818-Pancreas-Tissue		Index File	"normal pancreas tissue sample, RNA-seq index"
file	OR-A_RNAseq_pseudoalignment.bam	10154cb1-56a6-5877-9270-e11196019adf	10802899173	D41546327F575334842999C5E0217F30	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-A_RNAseq_pseudoalignment.bam	bam			ORGANOIDS01-OR-A-Urinary-Bladder-Organoid		RNA Sequence File	"TCC organoid sample, RNA-seq reads"
file	OR-A_RNAseq_pseudoalignment.bam.bai	86499b41-c879-5292-91d1-50d2afcc1c3e	2622112	114FC1F6C2E3D0F4BED8EF08C852C5DD	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-A_RNAseq_pseudoalignment.bam.bai	bai			ORGANOIDS01-OR-A-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, RNA-seq index"
file	OR-B_RNAseq_pseudoalignment.bam	fe363506-cb9c-5505-9a92-66bc2483af8a	10768872628	6C5BB9D0266CC6DD1626DC30D96FDC48	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-B_RNAseq_pseudoalignment.bam	bam			ORGANOIDS01-OR-B-Urinary-Bladder-Organoid		RNA Sequence File	"TCC organoid sample, RNA-seq reads"
file	OR-B_RNAseq_pseudoalignment.bam.bai	9aeb1c9a-4c58-52bc-b6ab-7a94d3b88389	2425504	792D22548377272DEC7D0D11AAC9C2C9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-B_RNAseq_pseudoalignment.bam.bai	bai			ORGANOIDS01-OR-B-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, RNA-seq index"
file	OR-E_RNAseq_pseudoalignment.bam	77623762-18bf-5e4d-851e-9939eb55e917	11104598430	58BAC71D406F49076F25D70AA82F1DAB	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-E_RNAseq_pseudoalignment.bam	bam			ORGANOIDS01-OR-E-Urinary-Bladder-Organoid		RNA Sequence File	"TCC organoid sample, RNA-seq reads"
file	OR-E_RNAseq_pseudoalignment.bam.bai	1c9fb3c9-290a-530f-a90f-ecb3a245c108	2604552	C070FCF10C2C48AEF1D93E77AF6AF607	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-E_RNAseq_pseudoalignment.bam.bai	bai			ORGANOIDS01-OR-E-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, RNA-seq index"
file	OR-A_WGS.bam	0e953e5f-76ca-5679-9a1b-51b56e2370f9	134806000000	CF040E637DB4C214E31FEB7DB206AC51	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-A_WGS.bam	bam			ORGANOIDS01-OR-A-Urinary-Bladder-Organoid		Whole Genome Sequence File	"TCC organoid sample, WGS reads"
file	OR-A_WGS.bam.bai	107453ad-501a-56e0-8459-059ed0ce2bbe	7781568	4914C2962260C7D0311BE43E58C8447E	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-A_WGS.bam.bai	bai			ORGANOIDS01-OR-A-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, WGS index"
file	OR-B_WGS.bam	745354b9-5879-5cc8-9968-692179387145	117317000000	A45BF9B90AF008BE0E00E97172B85A63	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-B_WGS.bam	bam			ORGANOIDS01-OR-B-Urinary-Bladder-Organoid		Whole Genome Sequence File	"TCC organoid sample, WGS reads"
file	OR-B_WGS.bam.bai	4de8cbfa-a860-5b3a-9bf7-347f35a7c2f4	7689496	C59076CC428229594BDC9EADBB376683	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-B_WGS.bam.bai	bai			ORGANOIDS01-OR-B-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, WGS index"
file	OR-E_WGS.bam	077e2b45-6f5d-561c-8788-4c5c85beaf62	98489474750	B9BCA24D07D3046DDA9665F9C24E8895	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-E_WGS.bam	bam			ORGANOIDS01-OR-E-Urinary-Bladder-Organoid		Whole Genome Sequence File	"TCC organoid sample, WGS reads"
file	OR-E_WGS.bam.bai	536d7c3d-49b1-5229-aacf-c93564eee312	7475136	A61DDA0D05224046A0CBD8B110F61A07	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/ORGANOIDS01/OR-E_WGS.bam.bai	bai			ORGANOIDS01-OR-E-Urinary-Bladder-Organoid		Index File	"TCC organoid sample, WGS index"
