id	sample.id	UMI_barcode_offset	UMI_barcode_read	UMI_barcode_size	acl	authz	avg_read_length	cDNA_read	cDNA_read_offset	cDNA_read_size	cell_barcode_offset	cell_barcode_read	cell_barcode_size	checksum_algorithm	checksum_value	coverage	crdc_id	custom_assembly_fasta_file_for_alignment	data_category	dcf_indexd_guid	design_description	dissociation_method	end_bias	file_access	file_description	file_mapping_level	file_name	file_size	file_type	file_url	instrument_model	library_construction_method	library_id	library_layout	library_selection	library_source_material	library_source_molecule	library_strand	library_strategy	md5sum	number_of_bp	number_of_reads	platform	protocols_link	reference_genome_assembly	reverse_transcription_primer	sequence_alignment_software	sequencing_file_id	single_cell_entity	spike_in	total_number_of_input_cells	type
02c6a0a9-c729-58d1-87e1-0910739e4d0c	c40877f3-7103-5c08-aa54-927a54ebef5f				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/faf29cb4-94d6-461f-a0aa-54b5a6f4a3a6	RNA-Seq			Controlled	RNAseq	Sample	UPN2447_HM4037_Dx_RNAseq_R2.fq.gz	5294798561	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2447_HM4037_Dx_RNAseq_R2.fq.gz	Other		HM4037.RNA-seq	Paired end	PolyA	Not Reported	Transcriptomic		RNA-Seq	e5ed7cf77547120710e095bfb0ed39b8	100	10	Illumina					UPN2447_HM4037_Dx_RNAseq_R2.fq.gz				sequencing_file
02eb50fa-e25e-55cc-92be-b7576160662d	5ddce6ae-8004-58f0-8227-4073e893425a				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/bc7bb8b4-1da4-483d-a2d4-7f4c17b9119e	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach.			Controlled	PCR AMPLICON	Sample	UPN3003_HM5133_na_bm_PG_R2_001.fastq.gz	175055422	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN3003_HM5133_na_bm_PG_R2_001.fastq.gz	Illumina MiSeq		HM5133.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	b232752ff239d3c60d71e3cc9ed2a035	150	10	Illumina					UPN3003_HM5133_na_bm_PG_R2_001.fastq.gz				sequencing_file
035ce82b-055e-59fc-acb6-bff5d7648d8f	4f0e2753-5a60-590b-bc66-c4b48bc4d2c9				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/e4f840b8-cdf8-48cf-8ce5-1dbd7063905c	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	PCR AMPLICON	Sample	UPN2682_6LU1906_guth_na_PG_R2_001.fastq.gz	718925732	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2682_6LU1906_guth_na_PG_R2_001.fastq.gz	Illumina MiSeq		6LU1906.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	0bc1a385cb9f4d37bdf920b37f6a2903	150	10	Illumina					UPN2682_6LU1906_guth_na_PG_R2_001.fastq.gz				sequencing_file
035f6661-04f7-5997-9322-9b3948a615e0	75da5dca-47e0-5329-bc27-d54f999d269e				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/3415ac0e-02a1-4a0e-ba90-761536d7744c	Total RNA was extracted from PB or BM samples using the Qiagen AllPrep kit and was used to prepare mRNA libraries. Target coverage was 40e6 paired end reads per sample. Libraries were prepared for 75-bp strand-specific paired-end sequencing using the ribodepletion v2.0 protocol by the British Columbia Genome Sciences Center (BCGSC, Vancouver, BC). Libraries were sequenced on the Illumina HiSeq 2000/2500.			Controlled	RNAseq	Sample	UPN2609_HM4304_RNAseq_r1_val_1.fq.gz	3717535301	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v3/UPN2609_HM4304_RNAseq_r1_val_1.fq.gz	Illumina HiSeq 2500		HM4304_RNAseq	Paired end	rRNA Depletion	Bulk Cells	Transcriptomic		RNA-Seq	a6630ec0ecc149cbdfc89cdb9c27ed37	75	10	Illumina					UPN2609_HM4304_RNAseq_r1_val_1				sequencing_file
03887e70-9ced-52c2-9f6c-2585375492cd	d668e460-5b33-5e4b-b0ac-6a5e26a6283b				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/0e77eb9e-304d-47c8-9a7e-a1a34c5d0624	WGA			Controlled	Random WGA	Sample	UPN3074_HM5311_WGS_43_L04_16_2.fq.gz	4418024017	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN3074_HM5311_WGS_43_L04_16_2.fq.gz	Other		HM5311.WGA	Paired end	Random	Not Reported	Genomic		WGA	ea27eb202707f3e37262f1f0343fb44f	100	10	BGISEQ					UPN3074_HM5311_WGS_43_L04_16_2.fq.gz				sequencing_file
03959dd3-aab2-58fa-8221-8f6528db108a	006c7717-ba4f-5b04-a1dd-ec1c025be94f				['phs002504']	['/programs/phs002504']	149.0									529.0259706			Sequencing	dg.4DFC/56bdf011-60ed-44d6-8033-e694ded6248b	Whole exome sequencing was performed utilizing the Illumina platform as described previously. In brief, DNA was fragmented by sonication (Covaris Inc., Woburn, MA) to 150 bp and further purified using Agencourt AMPure XP beads. Fifty ng of size-selected DNA was then ligated to specific adaptors during library preparation (Illumina TruSeq, Illumina Inc., San Diego, CA). Each library was made with sample-specific barcodes and quantified by quantitative PCR (Kapa Biosystems, Inc., Woburn, MA), and two libraries were pooled to a total of 500 ng for exome enrichment using the Agilent SureSelect hybrid capture kit (Whole Exome_v1.1; Agilent Technologies, Santa Clara, CA). Several captures were pooled further and sequenced in one or more lanes to a final equivalent of two exomes per lane on a HiSeq 2500 system (Illumina Inc., San Diego, CA). :: PMID: 26457647			Controlled	PCR AMPLICON	Sample	SJJMML014786_D1.bam.bai	654576	bam_index	s3://cds-256-phs002504-sequencefiles-p30-fy20/SJJMML014786_D1.bam.bai	Illumina MiSeq		SJJMML278D.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	26f2672d176a7f6c002e923bae476011	26297881	175325	Illumina		GRCh37			SJJMML014786_D1.bam.bai				sequencing_file
04178e2c-3a07-518c-8189-8501f5c2c98b	2da7b5eb-9f82-5163-b57d-b13d29374246				['phs002504']	['/programs/phs002504']	149.0									1222.86892			Sequencing	dg.4DFC/5a9cf2ca-c515-4376-a9d8-736384c9c7e9	Whole exome sequencing was performed utilizing the Illumina platform as described previously. In brief, DNA was fragmented by sonication (Covaris Inc., Woburn, MA) to 150 bp and further purified using Agencourt AMPure XP beads. Fifty ng of size-selected DNA was then ligated to specific adaptors during library preparation (Illumina TruSeq, Illumina Inc., San Diego, CA). Each library was made with sample-specific barcodes and quantified by quantitative PCR (Kapa Biosystems, Inc., Woburn, MA), and two libraries were pooled to a total of 500 ng for exome enrichment using the Agilent SureSelect hybrid capture kit (Whole Exome_v1.1; Agilent Technologies, Santa Clara, CA). Several captures were pooled further and sequenced in one or more lanes to a final equivalent of two exomes per lane on a HiSeq 2500 system (Illumina Inc., San Diego, CA). :: PMID: 26457647			Controlled	PCR AMPLICON	Sample	SJJMML014822_R1.bam	33545572	bam	s3://cds-256-phs002504-sequencefiles-p30-fy20/SJJMML014822_R1.bam	Illumina MiSeq		SJJMML2630R.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	cfdc3a1f1c38d5cb39112023bdee74ec	60788814	405283	Illumina		GRCh37			SJJMML014822_R1.bam				sequencing_file
044f1766-bdb4-56f4-bca5-efa247c77044	4a72d174-0e3c-5c29-a098-04be6f1196a8				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/6ad8988a-cffd-45fc-8025-e2c0f0165812	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach.			Controlled	PCR AMPLICON	Sample	UPN2010_HM3126_Dx_na_PG_R1_001.fastq.gz	86659982	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2010_HM3126_Dx_na_PG_R1_001.fastq.gz	Illumina MiSeq		HM3126.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	1a87db40ef92fe17a377620c6b896c96	150	10	Illumina					UPN2010_HM3126_Dx_na_PG_R1_001.fastq.gz				sequencing_file
0459e94e-e98f-51e5-92d7-8e5c5ac1455e	16058efb-6464-5213-ac27-b60beefb2149				['phs002504']	['/programs/phs002504']	151.0									64.22001136			Sequencing	dg.4DFC/92103cfb-6a7b-46d5-aa55-6ba5885b13cd	RNA and DNA library construction for RNA and whole-exome DNA sequencing was performed according to the manufacturer's instructions using the Illumina TruSeq RNA sample preparation V2 and Nextera rapid capture exome kits, respectively. Sequencing was completed on the Illumina HiSeq 2000 according to the manufacturer's instructions. :: PMID: 34939322			Controlled	PCR WGA	Sample	UPN3240_HM5785_WGS_D1.bam.bai	8891296	bam_index	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN3240_HM5785_WGS_D1.bam.bai	Illumina NovaSeq 6000		HM5785.WGA	Paired end	PCR	Not Reported	Genomic		WGA	27ca4fe6bd7220cc0b1523dcec90dea8		1403020994	Illumina		GRCh37			UPN3240_HM5785_WGS_D1.bam.bai				sequencing_file
0499a77e-d75e-5717-aab1-7e73466d56a5	e4adf2d5-628d-5dd7-9af1-d74c8945a715				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/efe7bfaf-63f6-4413-ac6d-35a68e52236f	Genomic DNA (300 ng) was bisulfite-converted using the TrueMethyl oxBS module according to the manufacturer's protocol (Tecan). Converted ssDNA was quantified using the Qubit ssDNA Assay (Thermo Fisher Scientific) and 100 ng was used as input for the custom-made Targeted MethylSeq Assay (Tecan). Final libraries were quality checked using the Bioanalyzer High Sensitivity DNA Analysis Kit (Agilent) and quantified using the Qubit HS Assay (Thermo Fisher Scientific) before pooling for next-generation sequencing. Single-index library pools were sequenced on the Illumina HiSeq 4000 with paired-end 150 bp mode.			Controlled	Hybrid Selection Bisulfite-Seq	Sample	UPN2987_HM5523_Mseq_S9_L001_R1_001.fastq.gz	1228795487	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN2987_HM5523_Mseq_S9_L001_R1_001.fastq.gz	Illumina HiSeq 4000		HM5523_Mseq	Paired end	Hybrid Selection	Bulk Cells	Genomic		Bisulfite-Seq	dcae76499ff8e49f032220e9dcb162fb	119	10	Illumina					UPN2987_HM5523_Mseq_S9_L001_R1_001				sequencing_file
04c076b9-6d92-5ef3-8a7e-f4d2cbd2f764	41cb9877-56ad-5135-9df7-d4acb96e8dea				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/c8c33a1d-aacd-4077-9d20-365735ddfbfb	Genomic DNA (300 ng) was bisulfite-converted using the TrueMethyl oxBS module according to the manufacturer's protocol (Tecan). Converted ssDNA was quantified using the Qubit ssDNA Assay (Thermo Fisher Scientific) and 100 ng was used as input for the custom-made Targeted MethylSeq Assay (Tecan). Final libraries were quality checked using the Bioanalyzer High Sensitivity DNA Analysis Kit (Agilent) and quantified using the Qubit HS Assay (Thermo Fisher Scientific) before pooling for next-generation sequencing. Single-index library pools were sequenced on the Illumina HiSeq 4000 with paired-end 150 bp mode.			Controlled	Hybrid Selection Bisulfite-Seq	Sample	UPN3074_HM5435_Mseq_S12_L001_R1_001.fastq.gz	1106136072	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/v2/UPN3074_HM5435_Mseq_S12_L001_R1_001.fastq.gz	Illumina HiSeq 4000		HM5435_Mseq	Paired end	Hybrid Selection	Bulk Cells	Genomic		Bisulfite-Seq	103bdb182f363483bae8a4e9e7061364	119	10	Illumina					UPN3074_HM5435_Mseq_S12_L001_R1_001				sequencing_file
05004098-19e7-5381-ad6a-db66ebc21457	dab8f28b-abe6-5263-95e8-6610c8762a4d				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/e052e8bf-1652-401e-a837-5419b5a1390a	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach. Libraries were prepared (Paragon Genomics, Hayward, CA) using 20ng (for Guthrie cards) or 10ng (for diagnosis samples) of genomic DNA per primer pool targeting 26 genes in total that are recurrently mutated in JMML (Supplemental Table 1). Libraries were assessed by Bioanalyzer (Agilent, Santa Clara, CA) and sequenced on a HiSeq 4000 (Illumina, San Diego, CA). FASTQ reads were trimmed with fastp to remove amplicon primer sequences and adapters then aligned using BWA5,. Variants called with VarScan23. Total mean and median coverage per alteration site examined in BAM files was 39,500× and 38,000x respectively. Minimum depth of ≥ 100 reads and ≥ 10 alternate reads were required to call alterations. Mean and median unique reads per mutation was 6,600x and 6,400x respectively.  :: PMID: 34183765			Controlled	Hybrid Selection Bisulfite-Seq	Sample	UPN2977_6LUX902_guth_na_Mseq_R1_001.fastq.gz	2644373321	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2977_6LUX902_guth_na_Mseq_R1_001.fastq.gz	Illumina NovaSeq 6000		6LUX902.Bisulfite-Seq	Paired end	Hybrid Selection	Not Reported	Genomic		Bisulfite-Seq	06ff196c6f0ec0549aa898c78717aec7	150	10	Illumina					UPN2977_6LUX902_guth_na_Mseq_R1_001.fastq.gz				sequencing_file
0525de89-c258-5174-9917-27d4b3cb7feb	7672b2ad-592f-532d-9b33-18dace5dc2f6				['phs002504']	['/programs/phs002504']													Sequencing	dg.4DFC/6609177a-e3a7-43cb-86e8-709668447202	DNA samples were sequenced using a custom amplicon-based targeted sequencing approach.			Controlled	PCR AMPLICON	Sample	UPN2015_HM3134_Dx_pb_PG_R1_001.fastq.gz	40560537	fastq	s3://cds-256-phs002504-sequencefiles-p30-fy20/UPN2015_HM3134_Dx_pb_PG_R1_001.fastq.gz	Illumina MiSeq		HM3134.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	72910527e6bd3ab8fab99a949b13387d	150	10	Illumina					UPN2015_HM3134_Dx_pb_PG_R1_001.fastq.gz				sequencing_file
0563024b-090b-58f1-be9b-c9dfef785d23	0f321376-8580-583c-b65c-1a094350fc3d				['phs002504']	['/programs/phs002504']	149.0									349.8322068			Sequencing	dg.4DFC/8f7678a4-1006-408d-bdef-69bb09d893a7	Whole exome sequencing was performed utilizing the Illumina platform as described previously. In brief, DNA was fragmented by sonication (Covaris Inc., Woburn, MA) to 150 bp and further purified using Agencourt AMPure XP beads. Fifty ng of size-selected DNA was then ligated to specific adaptors during library preparation (Illumina TruSeq, Illumina Inc., San Diego, CA). Each library was made with sample-specific barcodes and quantified by quantitative PCR (Kapa Biosystems, Inc., Woburn, MA), and two libraries were pooled to a total of 500 ng for exome enrichment using the Agilent SureSelect hybrid capture kit (Whole Exome_v1.1; Agilent Technologies, Santa Clara, CA). Several captures were pooled further and sequenced in one or more lanes to a final equivalent of two exomes per lane on a HiSeq 2500 system (Illumina Inc., San Diego, CA). :: PMID: 26457647			Controlled	PCR AMPLICON	Sample	SJJMML014787_D1.bam	10498952	bam	s3://cds-256-phs002504-sequencefiles-p30-fy20/SJJMML014787_D1.bam	Illumina MiSeq		SJJMML279D.Amplicon	Paired end	PCR	Not Reported	Genomic		AMPLICON	b76202f73668ab70be981bbe1758b743	17390159	115940	Illumina		GRCh37			SJJMML014787_D1.bam				sequencing_file
