"type"	"id"	"reference_file_id"	"file_name"	"file_type"	"file_description"	"file_category"	"file_size"	"md5sum"	"reference_file_url"	"dcf_indexd_guid"	"study.id"
"reference_file"	"a9d19d29-455d-50dd-bafe-cd3583bad3b7"	"bd34168c-ab6d-4cee-8b31-00c5910f5d91"	"PBBHFF.json"	"json"	"JSON file containing input source data"	"input source data"	"27994"	"8a034a025e704f95b615c4eeb8e2c8a8"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHFF.json"	"dg.4DFC/243ca9b3-776b-4eb5-9f3f-30bf952214c2"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"5e6749d4-5545-5149-85b1-787496814cbb"	"c1e763df-8f88-4ab4-a365-60682cae277a"	"PBBHGB.json"	"json"	"JSON file containing input source data"	"input source data"	"31270"	"ddc3e83a1ae99f9c23eafc2a3d77a12a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHGB.json"	"dg.4DFC/bfedff5e-c950-4c1d-a6a9-6dbc132caa62"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"4909c0ac-b133-5d55-8699-b29790accc76"	"92a3c3a1-8299-43cd-9e25-0600491b86a2"	"PBBHGD.json"	"json"	"JSON file containing input source data"	"input source data"	"28450"	"5ed847f0db93c446d1dcb000a4c015cd"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHGD.json"	"dg.4DFC/056a8395-9a5e-43fb-8c04-5a7fbd7d81ba"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"6ffbeabc-9acf-57fa-bfbb-f6c9e29e78df"	"f993dfbc-add4-4aa0-9879-7048e4cc2c68"	"PBBHGT.json"	"json"	"JSON file containing input source data"	"input source data"	"28445"	"6052d7a9b03fab8ad3d2a8e515acb837"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHGT.json"	"dg.4DFC/dec2a9db-cfc3-4a3e-997e-859fb35006d0"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"253f719a-d6d6-5e80-9856-c6ae5c919beb"	"8cd5be22-f45c-4d6c-a20f-8a89358f93e6"	"PBBHHZ.json"	"json"	"JSON file containing input source data"	"input source data"	"7588"	"d61c7a6ec98dcb2b693191c38dbfd86e"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHHZ.json"	"dg.4DFC/b343afbc-6827-4c04-8265-575b4bc0a7db"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"eea11fc8-b4ed-5869-80f0-f48a52b24d8e"	"b21d5f64-7af4-4d4a-8b07-14814e2d1f49"	"PBBHIA.json"	"json"	"JSON file containing input source data"	"input source data"	"7592"	"fe60573d6bac72b18c86505bb188a8a8"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHIA.json"	"dg.4DFC/60c296d7-c868-4c8e-98f4-badb6adf310b"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"9d59669e-33ca-564d-bf01-5e7fe125bf45"	"fff5c56e-dd57-42b8-95d8-03c0dafaeeb7"	"PBBHIL.json"	"json"	"JSON file containing input source data"	"input source data"	"27319"	"5fdb99530797813376eda28b451770d4"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHIL.json"	"dg.4DFC/53cf6a5c-64a0-4372-8dac-401078107df4"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"cc1e0533-eecd-5dc6-a2cd-2f2ed133c808"	"a6387d5d-804f-40fd-b827-a18c55986713"	"PBBHMA.json"	"json"	"JSON file containing input source data"	"input source data"	"27985"	"1ab10863686d334001eab0cdfe2d020a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHMA.json"	"dg.4DFC/db98b2d1-e28b-43c2-a78a-99c2037c25e5"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"3edf9988-5ef5-51f7-b594-2a835c86b593"	"5cba8cc1-990f-4328-8f39-c1f3f8be230e"	"PBBHMD.json"	"json"	"JSON file containing input source data"	"input source data"	"7574"	"11ac4f2aafc129914e4a43bcbe4cfd18"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHMD.json"	"dg.4DFC/26b24f9d-8a3e-4041-8a63-4e6db113ec15"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"01659d85-0e0b-5a7f-833c-5b054999f7aa"	"97d8efb0-b3f4-4616-994a-cc351580f821"	"PBBHMI.json"	"json"	"JSON file containing input source data"	"input source data"	"28434"	"4915b6fe0a8b449a58392f19d6d3fc59"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHMI.json"	"dg.4DFC/a5ede9f4-4914-420b-9224-03f3c4f5f196"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"cbce7ccf-1a12-57b8-acd3-446f00c79ba9"	"c339ffab-1539-4c08-bb63-98700bd91e1d"	"PBBHPP.json"	"json"	"JSON file containing input source data"	"input source data"	"7591"	"3f964105c3fb6a1b3e04edf00b568d14"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHPP.json"	"dg.4DFC/350a8f34-4911-43cd-abe9-f751c55faa5e"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"eca088b6-21bf-5419-b547-0a53f2e301ce"	"c6347ab7-694d-44be-b608-c575d01e2e89"	"PBBHRU.json"	"json"	"JSON file containing input source data"	"input source data"	"29684"	"26c17fd672adae4b9dad46be34b3869a"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHRU.json"	"dg.4DFC/d2f444f3-6548-46db-a5d2-427d981e6516"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"e5e8b865-656b-5e8a-a02a-f6b29d53c4fe"	"8e3b82eb-b572-41ed-b537-aed1e43199df"	"PBBHUB.json"	"json"	"JSON file containing input source data"	"input source data"	"29304"	"04b7a3b896ac49432533dd907b9f7ed0"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHUB.json"	"dg.4DFC/79dc5217-45e7-43bd-a827-e6aecc252937"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7e3fb996-2feb-5431-aad3-648560cd9451"	"71246df1-3719-49eb-a34e-c4ac89f0486e"	"PBBHVH.json"	"json"	"JSON file containing input source data"	"input source data"	"7581"	"913adef128c22facca5b88d2c32f5719"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHVH.json"	"dg.4DFC/a6120d6a-fd37-4782-9359-d5c8062d9918"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"46246f1c-5aea-5b88-b715-a34287f9bc02"	"d5dec115-15da-454e-a13a-e8bb1cbe1226"	"PBBHWP.json"	"json"	"JSON file containing input source data"	"input source data"	"30461"	"dd309a460c237137d7833a37e8e2e01f"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHWP.json"	"dg.4DFC/2388f7f6-c0d1-4dda-9163-74f9fc12bd0e"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"1ac62e5f-f9e4-5912-ad0f-e334266146d9"	"c3c61a91-4e30-494c-86ef-3cafc6fec85d"	"PBBHWY.json"	"json"	"JSON file containing input source data"	"input source data"	"24266"	"1e1c83d61743c683375eb26ee73272ef"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHWY.json"	"dg.4DFC/fb621832-c1b3-4e74-9063-cc3f6c56ce66"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"fcb15031-9910-5059-b7d9-8722f03e9897"	"9f79ed7a-95d6-4312-87bd-005f0a4f836f"	"PBBHXT.json"	"json"	"JSON file containing input source data"	"input source data"	"26847"	"7d5cbd27e6f392992a90db64ab9714cb"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHXT.json"	"dg.4DFC/d37f6e87-faea-4316-a7b1-ccf5c1c7ef49"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"fa531184-7cbd-5679-ae5b-3848fb4afbe8"	"f828598b-5db6-4e98-8da3-0a29cb26a6db"	"PBBHYD.json"	"json"	"JSON file containing input source data"	"input source data"	"7614"	"60aa544166ba58856edc5cf05bc112a7"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHYD.json"	"dg.4DFC/19c036cf-2846-4172-bfbf-4525d1bb0fec"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"5d1c68ea-c79e-53b8-a284-25abc0d1e5bc"	"fca94068-3756-48ca-ad30-adb2a719f1f0"	"PBBHYH.json"	"json"	"JSON file containing input source data"	"input source data"	"29775"	"14a8cb97546dad7eafac5edf095e9d52"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHYH.json"	"dg.4DFC/f93241ee-e4c5-4a3b-b94e-81d6c29cdce5"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"47346108-a8b4-5bf2-a6c0-e003c4fdd43f"	"2f538c1a-8745-43f8-b9a2-a39d349672f1"	"PBBHYV.json"	"json"	"JSON file containing input source data"	"input source data"	"30409"	"628fd34b25254e89555ea38a7b3e9adb"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHYV.json"	"dg.4DFC/5c165bc6-c7d8-4926-aa74-d997ad5f2431"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"037972e9-8efd-5495-bf25-be11ba80e283"	"bb169e71-7ab6-4915-9076-36673bc338f4"	"PBBHZD.json"	"json"	"JSON file containing input source data"	"input source data"	"27219"	"5452bc42479bd02a5ea163d956155cfa"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBHZD.json"	"dg.4DFC/cfba0a3e-a3cc-4090-910f-448816790eb3"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"c16d3c20-00d7-5058-9e61-11a2ad23946d"	"9a8770f9-6e0c-401d-840d-99065215d4c2"	"PBBIBH.json"	"json"	"JSON file containing input source data"	"input source data"	"26829"	"da02b78161076aa38f64376616eb8107"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIBH.json"	"dg.4DFC/572c5585-9113-4699-a2e3-af28071b356c"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"aa3da9d4-d507-53a4-995d-f219b7183927"	"101f0227-d12c-44bb-9811-8abfb60f311e"	"PBBIBP.json"	"json"	"JSON file containing input source data"	"input source data"	"27232"	"ade6424c279c2012639d209c26578a18"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIBP.json"	"dg.4DFC/1b2ab0ca-dfbf-4f86-b204-e2b95d1b6c47"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"82955423-74cc-5a43-ad27-ee3e49830be1"	"7e7f1954-f56e-465b-8c68-9a4afa14b61c"	"PBBIBR.json"	"json"	"JSON file containing input source data"	"input source data"	"7581"	"0d43b9e7c877ec6c0c635873622b3755"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIBR.json"	"dg.4DFC/bfeb95cf-5626-4fc8-88a0-84b111d69de9"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"7ae653fc-cf00-5ec9-af78-2f2c2bcd0096"	"fbb64680-3b02-40d8-9eda-81d82e0c1b6f"	"PBBIBT.json"	"json"	"JSON file containing input source data"	"input source data"	"27324"	"ee94baa72a51daec862a09cae51c0404"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIBT.json"	"dg.4DFC/409d1d2c-f6dc-460a-8bc5-82b04b0f3576"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"3aeb5cc2-d53f-56ec-a8e4-87a79ff59e04"	"18ec71a4-053e-4de6-bd98-443080195311"	"PBBICF.json"	"json"	"JSON file containing input source data"	"input source data"	"28441"	"40894b6b10571b9f003bef24d0a76961"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBICF.json"	"dg.4DFC/6d7ae8b5-fe9b-49a9-b349-c1e58a12d962"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"cddda123-449b-55fd-964f-02befe59d816"	"a6c8a067-c801-4f4f-94bc-4d0e119bc787"	"PBBICS.json"	"json"	"JSON file containing input source data"	"input source data"	"27931"	"af8c58defacf38f3a8006ceb2e4c37ba"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBICS.json"	"dg.4DFC/7c21fce4-98e8-4a5a-a9fe-e95be8332372"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"be6e5365-f82b-527a-b1f8-215ebab6560e"	"38f0fa8b-302a-4cf4-a383-f9d00bde4e6e"	"PBBIDB.json"	"json"	"JSON file containing input source data"	"input source data"	"7583"	"d899c99cbea170b99eb234777769d5c4"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDB.json"	"dg.4DFC/708380c2-3cf4-4b78-8d31-9aba69487469"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"70778cf8-063a-5d4d-ba29-fbc6d2aa5fce"	"77574b93-9ae1-456e-9665-6786d22c0c3c"	"PBBIDF.json"	"json"	"JSON file containing input source data"	"input source data"	"19593"	"9d9d3ac60819c694ec6bdda2dd488cca"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDF.json"	"dg.4DFC/0bb8a708-8018-4703-aa6c-995f597733da"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"c35dc0f3-ad7a-5730-aea7-64ae18148d4b"	"81dc3242-7d28-4c80-9858-aab62da69f10"	"PBBIDG.json"	"json"	"JSON file containing input source data"	"input source data"	"27301"	"3f64b4ea6942d77ae531a4e4fbb2eed6"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDG.json"	"dg.4DFC/36ca42dc-7d4d-4fbc-9aff-2b0468c9c959"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"0d77bb5c-3dd6-5a7d-81b0-4888ad30567c"	"610250e3-528f-4ea8-8f50-5972d55e1fb1"	"PBBIDH.json"	"json"	"JSON file containing input source data"	"input source data"	"7592"	"8197b5cddb6822cdad68c7c94545b83d"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDH.json"	"dg.4DFC/05c7b836-b2ab-4859-b375-2bfb134d3cbc"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"9c2e6e46-fd56-5138-aab2-0a302160b25e"	"89f3f558-59df-4e44-874c-e4ec4ff28953"	"PBBIDL.json"	"json"	"JSON file containing input source data"	"input source data"	"7604"	"88419e3949ca53f789abb3be4ba0dab0"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDL.json"	"dg.4DFC/38856af6-86b2-4d92-bb69-7b4691d64c02"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"9d315254-82d5-5c0f-8d25-f4175cedb5b9"	"2f0d1d3c-e9ad-4916-beb8-cf7a09d2f2e4"	"PBBIDM.json"	"json"	"JSON file containing input source data"	"input source data"	"7570"	"4d8bcbd573f8be6481ea737b68e0f596"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDM.json"	"dg.4DFC/04cb9562-cd6d-40f5-baef-b3a3bcd0b62f"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"bf169299-e690-5128-8d42-eff709bf93b4"	"8a409a13-d13b-4711-85c8-87a7c5a9192f"	"PBBIDT.json"	"json"	"JSON file containing input source data"	"input source data"	"7573"	"dac764f9bbc2472a86a74e62ff000b84"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDT.json"	"dg.4DFC/76e9a0a5-d706-4cb3-aff4-a90d928d6836"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"109e5fde-c969-57df-af89-a8f676f23583"	"f68589f8-afbe-49c5-85ec-a8b07a373378"	"PBBIDW.json"	"json"	"JSON file containing input source data"	"input source data"	"7578"	"3751db55f4186063bcd38eee2fc915c7"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDW.json"	"dg.4DFC/f48c265b-c415-4dc6-8331-0f7c4b2aaf32"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"03b416d6-9280-5e72-85ab-c23620f3375c"	"c0d854fa-3083-4ea3-be87-2bbb4510a30c"	"PBBIDY.json"	"json"	"JSON file containing input source data"	"input source data"	"26828"	"04b3a297b83a6270ec0cea9a63f8bf27"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDY.json"	"dg.4DFC/50806bba-025f-4908-a64c-2c0c4f716cf4"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"966f1e0c-c671-5619-8308-184e0b7eb3b2"	"fafd143b-6912-4bf7-85f3-0d336606aaa1"	"PBBIDZ.json"	"json"	"JSON file containing input source data"	"input source data"	"27269"	"deb44f3dace59e0945584d52566ccc91"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIDZ.json"	"dg.4DFC/f32ac304-f36d-4902-aeea-86321d1bad4d"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"5fb61785-3b2c-5a57-86c7-e382590ba593"	"ac001141-421b-40e6-a9e5-0fcbdcd3f95c"	"PBBIEL.json"	"json"	"JSON file containing input source data"	"input source data"	"31823"	"be46202e2bd431d89ff472ce5619870d"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIEL.json"	"dg.4DFC/6b3c5aeb-1707-48a4-b7fb-f521f9b93572"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
"reference_file"	"28278c5a-75ad-5742-bdbe-d645b1e924d5"	"c932e071-98f3-4d53-889d-44e7d2249f77"	"PBBIEN.json"	"json"	"JSON file containing input source data"	"input source data"	"17754"	"da1cc571963039410f67eef1925b4a56"	"s3://cds-305-phs002790-production-ccdi-ctsmc/2025_05_05_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2024H2/PBBIEN.json"	"dg.4DFC/d0b45131-c8c4-41b3-a5a2-8f670d312693"	"aeabcb94-66df-5dc9-8c96-d49cd2a43a44"
