type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	case.case_id	file_type	file_description
file	glioma01_somaticseq_i_2C25.vcf.gz	1f9bf9c5-c9a5-5b56-a28c-c0e41f0f598b	566641.0	b05e32b781d7220ef5d215f2aff22f63	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_2C25.vcf.gz	gz	['Open']	GLIOMA01-i_2C25	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_2C4F.vcf.gz	aa986ade-c5b7-513d-964d-e3e67128aade	579673.0	f413da40370966c9b8770edc18b9c39f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_2C4F.vcf.gz	gz	['Open']	GLIOMA01-i_2C4F	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_2EC9.vcf.gz	8f109b15-b7a5-5ec6-92bb-92dd0b967bd0	593258.0	df8196a2267f33c697af656eaec51f5b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_2EC9.vcf.gz	gz	['Open']	GLIOMA01-i_2EC9	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_3688.vcf.gz	7f6db9f9-02e0-5960-bd90-287d8d462b69	567893.0	1e634cdddb573948ab4f7432c30c11bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_3688.vcf.gz	gz	['Open']	GLIOMA01-i_3688	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_3F8C.vcf.gz	702db62a-f361-5fad-bcd3-e2ff2a6af672	587128.0	dbbcfefe0c5c404c33aa97ef771a3e0e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_3F8C.vcf.gz	gz	['Open']	GLIOMA01-i_3F8C	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_42D9.vcf.gz	9a353740-235a-5e73-bd97-1b9efda34002	572959.0	f71dc8ff8ff2389e3aae7e3624ba7781	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_42D9.vcf.gz	gz	['Open']	GLIOMA01-i_42D9	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_4990.vcf.gz	78904d26-e429-5f78-a6e0-2f31985ac1a3	571484.0	30bd6c9c8a054400a28487011d1b3f15	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_4990.vcf.gz	gz	['Open']	GLIOMA01-i_4990	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_49E6.vcf.gz	b63a7ee7-acf9-5970-81ea-c7ac764b9608	569433.0	113b5d9381d1d09c02a29503b040a18b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_49E6.vcf.gz	gz	['Open']	GLIOMA01-i_49E6	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_4AAB.vcf.gz	4b59eb6a-570f-5534-8196-c8d7f326f586	565587.0	fe8de736ee0ab0bcb0938dbd2427dea2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_4AAB.vcf.gz	gz	['Open']	GLIOMA01-i_4AAB	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_4D0C.vcf.gz	c70629a0-91a2-56ae-acc7-82023831efa7	569770.0	f7fb5160d5c356998fda3532033a0b8d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_4D0C.vcf.gz	gz	['Open']	GLIOMA01-i_4D0C	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_502F.vcf.gz	f4515d32-73ee-5ea9-aac5-adceaccfcc1a	572452.0	0d88b9a8a31eaa68d5453955a871dd39	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_502F.vcf.gz	gz	['Open']	GLIOMA01-i_502F	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_51A5.vcf.gz	020adde9-8a50-58e3-afa4-daa3d3e8df79	575345.0	af770711b7146fcdb57845eda8a5e0a9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_51A5.vcf.gz	gz	['Open']	GLIOMA01-i_51A5	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_56B5.vcf.gz	a2801876-464f-52d1-b813-e1a4e652bd63	563926.0	37323ac6dbd836f0ba39f60a65fa0bc6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_56B5.vcf.gz	gz	['Open']	GLIOMA01-i_56B5	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_5CE5.vcf.gz	93867ee9-7524-52e0-8995-731515c0a81e	576258.0	ceaccf9d22608fcc95cbb2342325afd2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_5CE5.vcf.gz	gz	['Open']	GLIOMA01-i_5CE5	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_5E9A.vcf.gz	e936ce66-c29f-5ba7-8d79-d3a8dc294540	572455.0	ade08d054ba7a3426666494c26f41371	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_5E9A.vcf.gz	gz	['Open']	GLIOMA01-i_5E9A	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_607E.vcf.gz	5ba79e6f-a758-57ae-8542-4427df419a17	576655.0	d084ab710cf350af7218f5921c8c2f6a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_607E.vcf.gz	gz	['Open']	GLIOMA01-i_607E	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6254.vcf.gz	9722fd1c-bd58-5a49-9d56-0aa92d61222d	564147.0	1a9974f89ef17795e68d915d7ba527d0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6254.vcf.gz	gz	['Open']	GLIOMA01-i_6254	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_63FE.vcf.gz	e486178d-0977-5fab-a97a-329826afe223	569591.0	9b33ce2851a0b0417d85889fbbf1b166	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_63FE.vcf.gz	gz	['Open']	GLIOMA01-i_63FE	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6454.vcf.gz	3157a7f6-8dc9-551e-9aec-82d5bd6f6726	572395.0	8f575944219665d42dce56079de788ec	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6454.vcf.gz	gz	['Open']	GLIOMA01-i_6454	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_64C0.vcf.gz	205f2d18-7927-5255-8ebd-7782f5573339	565422.0	6802693b9a62d15790a72f71ff256f64	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_64C0.vcf.gz	gz	['Open']	GLIOMA01-i_64C0	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6561.vcf.gz	172f048c-6949-51a9-9bf5-d35910ca3134	573984.0	c5a8b37b50d5137583b5d63bf0646917	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6561.vcf.gz	gz	['Open']	GLIOMA01-i_6561	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6638.vcf.gz	f5978496-7f9c-52c9-9a63-a8fa39936ee4	568645.0	6ffddf58f9ad3c831d4843f55ff9605b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6638.vcf.gz	gz	['Open']	GLIOMA01-i_6638	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_66A9.vcf.gz	449cf399-41b0-54f8-b442-bcddca0d4736	567857.0	c91728bdfe8782536681b903559e59cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_66A9.vcf.gz	gz	['Open']	GLIOMA01-i_66A9	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6B06.vcf.gz	724ec473-6fc3-519f-81cf-da681e0399e7	569920.0	41dd3fb5c5a61eab2602d87b5abcc4f3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6B06.vcf.gz	gz	['Open']	GLIOMA01-i_6B06	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6D02.vcf.gz	73c1599c-be31-57f1-b6aa-4e4ef083e906	565050.0	55cb79cac825031c36996af174227381	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6D02.vcf.gz	gz	['Open']	GLIOMA01-i_6D02	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6D5C.vcf.gz	5ba3ea8d-e555-5230-a662-7cf200a8ca67	568308.0	b0c44fc74d58f5112dcb9dcab00010a2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6D5C.vcf.gz	gz	['Open']	GLIOMA01-i_6D5C	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_6E45.vcf.gz	da37c124-e67b-5095-b79d-d3a4a1c5f723	582918.0	316115c1e23731044768a46a21f34eab	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_6E45.vcf.gz	gz	['Open']	GLIOMA01-i_6E45	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_750B.vcf.gz	580669b0-6a39-5223-b29c-20c61b62e513	612100.0	5932a78fdb7588dcaee33aa35cd8a55b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_750B.vcf.gz	gz	['Open']	GLIOMA01-i_750B	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_81E2.vcf.gz	9e8fee61-b4b7-5708-9484-73f09b855260	567117.0	1f157067d2a8ff44d5a28b2c17efc056	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_81E2.vcf.gz	gz	['Open']	GLIOMA01-i_81E2	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_8228.vcf.gz	e314bc86-89ca-5d46-8a74-81a133f4e827	700291.0	e9e1c40e9ca74a1cedfe2de01e5648f9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_8228.vcf.gz	gz	['Open']	GLIOMA01-i_8228	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_8743.vcf.gz	bb7c3ac7-deae-531e-b153-b822be7b1b60	564778.0	e3408e3cd3c88288af5e45f087b79adf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_8743.vcf.gz	gz	['Open']	GLIOMA01-i_8743	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_8A0A.vcf.gz	596148b2-cfab-5d3f-9a4c-ae38112e3d65	571230.0	0ad0df1853af96dba105416761386d39	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_8A0A.vcf.gz	gz	['Open']	GLIOMA01-i_8A0A	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_905D.vcf.gz	acd5ac1e-77d4-5136-9bc8-cc1195792678	566111.0	22890dea0e12bfd702eca045d3d779be	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_905D.vcf.gz	gz	['Open']	GLIOMA01-i_905D	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_92AC.vcf.gz	751ee191-2b88-5fcd-8749-ba21ee10be70	578445.0	172a087fa88e6eba2922d1833dde9a4c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_92AC.vcf.gz	gz	['Open']	GLIOMA01-i_92AC	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_95FC.vcf.gz	a5735e20-a421-5b30-aba5-d6007d6d2e82	583977.0	d7a5623aa8ccff0ef78fbb879f68c9e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_95FC.vcf.gz	gz	['Open']	GLIOMA01-i_95FC	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_99AF.vcf.gz	a9a51140-61a1-5c3b-9fff-f1081d82b1e9	565808.0	74a31ca8c8d86f9a6c7d878b2abbfbd4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_99AF.vcf.gz	gz	['Open']	GLIOMA01-i_99AF	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_A71E.vcf.gz	35c39900-7d41-50ef-96ba-1f4ad4bbbd33	579916.0	72d48722b15cc25e66da9cc87876db7a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_A71E.vcf.gz	gz	['Open']	GLIOMA01-i_A71E	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_A974.vcf.gz	57608166-3b12-5ba6-b8f9-01dd8b6799b9	571513.0	819752a450f3a7427d613d133579f4f5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_A974.vcf.gz	gz	['Open']	GLIOMA01-i_A974	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_AB3E.vcf.gz	dcf5e4f2-b5e2-57b0-95c4-84e85f816748	565850.0	39d1229700b4f2a3d70b3f23df2707fe	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_AB3E.vcf.gz	gz	['Open']	GLIOMA01-i_AB3E	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B023.vcf.gz	7d8570a6-e05d-5b7e-8f9d-de5a2815be83	581813.0	38c877266a68ef5a079348bc835894ee	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B023.vcf.gz	gz	['Open']	GLIOMA01-i_B023	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B02B.vcf.gz	36c36b8c-bb0e-53b2-9c05-a38b6c922f2b	589183.0	ea6c234139ecb9d5fd5678fd434c108d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B02B.vcf.gz	gz	['Open']	GLIOMA01-i_B02B	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B2DC.vcf.gz	89cdd0e8-314e-55e6-9a1b-8a95333eda65	559100.0	1a237a9281d30e4e8cae5430a020b957	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B2DC.vcf.gz	gz	['Open']	GLIOMA01-i_B2DC	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B4F5.vcf.gz	fcb10e9f-62de-51d2-9442-012a5f413fe4	564834.0	d60aec15c08baebf749a8e5987a47d63	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B4F5.vcf.gz	gz	['Open']	GLIOMA01-i_B4F5	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B70F.vcf.gz	752de658-6b88-5249-a593-daecfb3716d9	594513.0	5924ff3502cb470f96b1e4d150218879	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B70F.vcf.gz	gz	['Open']	GLIOMA01-i_B70F	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_B813.vcf.gz	6d354929-cfe4-57af-9316-cac71f29f3ce	568182.0	7e408b7325a5dadde1fc4b7dc28f94ad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_B813.vcf.gz	gz	['Open']	GLIOMA01-i_B813	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_BD58.vcf.gz	ae07860f-c05b-55ca-a021-ca4c9a5d1fe8	570572.0	0b642dea3556479df81c7298d1547c1f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_BD58.vcf.gz	gz	['Open']	GLIOMA01-i_BD58	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_BF76.vcf.gz	de35411b-874a-574e-8ec1-72aeff6bc387	582681.0	d8ab7b752719a8e08d5ca35d94a9ffb8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_BF76.vcf.gz	gz	['Open']	GLIOMA01-i_BF76	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_C04D.vcf.gz	d7602a1b-36a1-5049-a8e7-68115a6f37a3	562695.0	0d06ce96c0e7b2944753348a2bbf0b4c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_C04D.vcf.gz	gz	['Open']	GLIOMA01-i_C04D	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_C3C0.vcf.gz	ab90af81-1e00-51db-850c-581b2843ade7	575802.0	56f0807775535df74418ed8bde139350	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_C3C0.vcf.gz	gz	['Open']	GLIOMA01-i_C3C0	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_C561.vcf.gz	ee5b0be3-2904-56b4-85cc-089de36dcd0f	567659.0	06c6b7603ddf994d2d6a844c2281e776	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_C561.vcf.gz	gz	['Open']	GLIOMA01-i_C561	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_D026.vcf.gz	fc7372e8-e3fe-5848-9d59-fa9e80ba04a5	576080.0	e96d4ce69828291030ac53b29b671ebd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_D026.vcf.gz	gz	['Open']	GLIOMA01-i_D026	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_D0EE.vcf.gz	89fd4d37-db7f-53bd-b666-cd5a013be51e	566026.0	64d60c931ec5f8aca1637aef98253897	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_D0EE.vcf.gz	gz	['Open']	GLIOMA01-i_D0EE	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_D732.vcf.gz	1710148e-b36f-5196-96c4-cc817a3e728c	568538.0	8bfb8e89eb7a2eb4727992f0849138fa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_D732.vcf.gz	gz	['Open']	GLIOMA01-i_D732	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_D756.vcf.gz	3c01fa2d-17a6-5e85-84a2-44e848112245	595011.0	b6ffb221ccbf69c087ab16d88ff3faa9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_D756.vcf.gz	gz	['Open']	GLIOMA01-i_D756	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_D7EC.vcf.gz	69267d76-d15f-5b60-9890-efe4ddd6d514	575568.0	14c86ce963b0828afa2caf36c5d8aea2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_D7EC.vcf.gz	gz	['Open']	GLIOMA01-i_D7EC	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_DCD0.vcf.gz	1ec49843-2dc0-504c-86fa-917618b15790	565781.0	fa8d58b379dc89eee09b9a0fc2e3d032	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_DCD0.vcf.gz	gz	['Open']	GLIOMA01-i_DCD0	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_E271.vcf.gz	3440e4a9-1507-5603-b289-dd908387d45e	574000.0	4d93cbe2399eee08bdde837a433319d1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_E271.vcf.gz	gz	['Open']	GLIOMA01-i_E271	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_E2CD.vcf.gz	9d6b72d5-3369-5a14-b622-b584ecba78a6	572989.0	8e6cc2b234f9b6b3e1e6c9fd5beb16e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_E2CD.vcf.gz	gz	['Open']	GLIOMA01-i_E2CD	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_E7AB.vcf.gz	958fa134-7ecf-5b0d-8a00-d81a15f4afb3	565671.0	4bd6d1f483308f3ae933a04bb01336e3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_E7AB.vcf.gz	gz	['Open']	GLIOMA01-i_E7AB	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_E952.vcf.gz	03787416-03f5-5921-8455-cb68741c2f03	563366.0	d6c6ec618a92cc2f6e27eabca30f3a60	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_E952.vcf.gz	gz	['Open']	GLIOMA01-i_E952	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
file	glioma01_somaticseq_i_ED99.vcf.gz	8884d618-4b8f-5548-96dd-2f7c35a790b2	562890.0	8a0485f3f9617bbf6cbc5bd868e35b9d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/glioma01_somaticseq_i_ED99.vcf.gz	gz	['Open']	GLIOMA01-i_ED99	Variant Call File	case-level somatic calls in Variant Call Format (VCF)
