type	sample.sample_id	file_name	file_type	file_description	uuid	file_size	md5sum	file_status	file_location	file_format	acl
file	GLIOMA01-i_BD58-T1-A1-J05	CGP-S03-BD58-A1DC51B1-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	e40182ef-e780-5853-9e30-c5d2735a711d	568758442	57bc8a54f9780067eea9f38bb509aec1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-BD58-A1DC51B1-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_B3CE-T1-A1-M01	CGP-S03-B3CE-96B16267-T1-A1-M01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	df692039-cc2f-5466-b3e7-b2f32a4f1c61	152338113967	cfb595675af39294eb77c19023dea423	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-B3CE-96B16267-T1-A1-M01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_AB3E-T1-A2-J01	CGP-S01-AB3E-DEC2077D-T1-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample	4067e90b-05ac-5b95-8b73-dc9a7e066bcc	164357216329	f16ad2027b947023bad1d0bea26da2e7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-AB3E-DEC2077D-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_C04D-T1-A1-J02	CGP-S03-C04D-E5F12B05-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	25e827d9-23e5-55cf-a4b1-23221b13d263	16149833157	efd134bc4c300af3e8f9cff2429dc507	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-C04D-E5F12B05-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_157E-T1-A1-J02	CGP-S04-157E-AC89768C-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	d868586c-1754-57b2-934c-b587bb59bcac	22375767043	02cf6e5d7aa772adb1713a09ccadce36	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-AC89768C-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_03A6-T1-A1-J02	CGP-S03-03A6-10D91B9A-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	a07ba64f-91a5-524a-81b3-f57cc300859a	15448929604	90a7582345007825ad2b04bc23eb1656	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-03A6-10D91B9A-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_6561-T6-A1-J02	CGP-S04-6561-9820CCA6-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	7b3269ba-29ef-5a69-bfd4-e1685ed0350f	21001074810	cf038c951933f37e5fc1b710065a92c5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-6561-9820CCA6-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_FECA-T6-A2-J02	CGP-S01-FECA-CC0CE147-T6-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared matched normal tissue sample	e57675b2-7a33-5c57-9649-c016e14fe590	15264060393	5fef0d932f45906bd2ce60b86f870bff	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-FECA-CC0CE147-T6-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_B02B-T1-A1-J01	CGP-S04-B02B-C79E81B1-T1-A1-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	b6742e67-ec70-5e35-a680-8964107c9d36	150078857870	1fffc0afd13fdc84f84297051c1ffd8e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-B02B-C79E81B1-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_E271-T1-A1-J01	CGP-S04-E271-C92971E7-T1-A1-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: Snap Frozen prepared tumor tissue sample	9af04756-d311-5275-8e37-908f3fbb0e62	150576689897	696d1442dc4b476438e3568f5e1ba880	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-E271-C92971E7-T1-A1-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_1166-T6-A1-J02	CGP-S04-1166-8008B1F4-T6-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared matched normal tissue sample	2fa175f4-5f7a-56d5-9076-174a90995e5f	22131102983	2955305995b2443599ef26177f252ea7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-8008B1F4-T6-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_42D9-T1-A1-J05	CGP-S04-42D9-498292EE-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	0a7d3bf3-18d6-58ec-839f-17f5f21b1a7c	1100643938	8ad0ff02e9395757c7e7088e1e13dc5c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-42D9-498292EE-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_FECA-T1-A2-J01	CGP-S01-FECA-E58504AF-T1-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared tumor tissue sample	c7a7108c-1946-5426-a310-32c18fc46c8f	157142559541	7ac7c82d7a45d2505a6e2ed638e91ffb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-FECA-E58504AF-T1-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_1166-T1-A1-J02	CGP-S04-1166-3C6CFE5F-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	a0322061-0e11-5337-852e-4bd425a9a73d	23841262487	ba719db32737aff5b35a0c4f02fe3f89	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-3C6CFE5F-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_A71E-T1-A1-J03	STAR_S01-A71E-A1-J03u-T1_Aligned.out.bam	RNA Sequence File	RNA-seq: Snap Frozen prepared tumor tissue sample	60f93894-e9ba-5ebe-b64d-7b79f39cf73f	33324855576	d8c1c8527c70fb92286d12c3972c83bf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/STAR_S01-A71E-A1-J03u-T1_Aligned.out.bam	bam	['Open']
file	GLIOMA01-i_D756-T1-A1-J02	CGP-S04-D756-E20ABBDA-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	31bd08c5-ffbe-5db2-a4d1-b9236a4c88f2	19642486731	9b38300fc80a5446b6b5a4bba1755edb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-D756-E20ABBDA-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_607E-T1-A1-J05	CGP-S04-607E-44261382-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	cfc82d00-1af3-5f76-9fd7-fdc18db304ef	1195528941	362e79afd87060f2f1f4b6dddf1eff07	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-607E-44261382-T1-A1-J05.bam	bam	['Open']
file	GLIOMA01-i_6D02-T1-A2-J02	CGP-S01-6D02-6221563F-T1-A2-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: FFPE prepared tumor tissue sample	083481e5-7922-5247-ad99-cf3c56e9ebd8	11491323698	05b05287f6ca651bbb5d54e4f67ffbdf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S01-6D02-6221563F-T1-A2-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_BF76-T1-A1-J02	CGP-S04-BF76-78351D9C-T1-A1-J02.aln.dup.realn.recal.rp.bam	Whole Exome Sequence File	WXS: Snap Frozen prepared tumor tissue sample	6d1f7dce-a3dc-5516-956f-0c880f7582c0	21862613760	c4de410d23d308a52d8e28559fe23f07	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-BF76-78351D9C-T1-A1-J02.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_D0EE-T6-A2-J01	CGP-S03-D0EE-D8A420EE-T6-A2-J01.aln.dup.realn.recal.rp.bam	Whole Genome Sequence File	WGS: FFPE prepared matched normal tissue sample	d67edb11-97c8-52e7-b9d6-f2beb395ca8c	141659531099	c99f5fd810edc4e957f5bc4630d34bce	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-D0EE-D8A420EE-T6-A2-J01.aln.dup.realn.recal.rp.bam	bam	['Open']
file	GLIOMA01-i_5CE5-T1-A1-J05	CGP-S04-5CE5-1654B4F1-T1-A1-J05.bam	DNA Methylation Analysis File	RRBS: Snap Frozen prepared tumor tissue sample	7862f44f-d1a5-589f-9899-4628a0c909a7	1333813625	73ae6dba9801920457f197b05defa97c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-5CE5-1654B4F1-T1-A1-J05.bam	bam	['Open']
