type	sample.sample_id	file_type	file_description	file_name	uuid	file_size	md5sum	file_status	file_location	file_format
file	GLIOMA01-i_05CA-T6-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-05CA-1EB27E0D-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	15dddac8-75a7-5d4c-b6d6-cde17969d782	3428120	2a9a31bf5e5afa4cd51f7703c1744a92	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-05CA-1EB27E0D-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0DC4-T1-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-0DC4-FA6950B9-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	3d6e6a26-a967-5f77-b032-43d4ec382400	7887424	dc97d9111c20565089a5ca59a7572cf9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-0DC4-FA6950B9-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0DC4-T1-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-0DC4-FA6950B9-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	567cb3f0-e1d0-5c74-864f-32f143e5b110	3525720	abfdb83cb4aba6ee6dc6f5505cc190c6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-0DC4-FA6950B9-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0FF0-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-0FF0-79BEB6E6-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bee54538-5956-5e23-83b9-09241485964e	7630432	14f324443c58ec364dd61fb7329eabb8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-79BEB6E6-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0FF0-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-0FF0-79BEB6E6-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	376dd4c8-2e42-5b8b-b76b-0ab0fd608d3e	3609824	88e84c176879c84894024453c3439cc9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-79BEB6E6-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0FF0-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S04-0FF0-79BEB6E6-T1-A1-J05.bam.bai	96cea89e-e7a4-5bf1-80cf-45fb14ae0b9b	3713296	215d36489465097f6527b6c5a0b22f81	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-79BEB6E6-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_0FF0-T6-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-0FF0-05BC68F3-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	c514c2a8-7967-584a-9103-4eecce59d6d1	7644872	54a4885edf747c9ea55577bc6a4f471a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-05BC68F3-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_0FF0-T6-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-0FF0-05BC68F3-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	c38121b5-034c-50ba-b1f4-0972065fa08e	3579704	47127434b7e01b7d2d0e1994284e3306	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-0FF0-05BC68F3-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1165-T1-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-1165-177480CC-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	ada2e8ab-9504-5c81-b8d0-8d75acd991de	8190456	72e4749a25d685dac876986e66e3aa0b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-177480CC-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1165-T1-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-1165-177480CC-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	a77bcdc8-51d0-54a2-b148-08a06968d02a	3600712	784cabe28105fb67750db24ce60961bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-177480CC-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1165-T1-A2-J05	Index File	Index file was generated using samtools index command	CGP-S03-1165-177480CC-T1-A2-J05.bam.bai	52374417-5388-5f21-b4c9-2c4a7197534f	3569096	11b21d326ef3b7a6029432dcfd65423f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-177480CC-T1-A2-J05.bam.bai	bai
file	GLIOMA01-i_1165-T6-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-1165-786105EE-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	0c1fbff3-9402-543d-9898-1c1978f5632f	8092984	2941abeb43c113c06377d6c426afc22a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-786105EE-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1165-T6-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-1165-786105EE-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	a8545181-7fdd-54e2-a6b5-5c0eea1b8cd2	3452016	68dbfa764fd5017ac89a5cbd5d446336	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-786105EE-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1165-T6-A2-J05	Index File	Index file was generated using samtools index command	CGP-S03-1165-786105EE-T6-A2-J05.bam.bai	60851c93-adf6-5037-beb7-c89a29ad1843	3011976	c65b77e518841d6f8727d8f096ed2078	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1165-786105EE-T6-A2-J05.bam.bai	bai
file	GLIOMA01-i_1166-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-1166-3C6CFE5F-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	c056ed60-7d3f-5645-a465-040f9318c2f9	7616816	504ff6f3be775d1c66fdd6f19b08ca00	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-3C6CFE5F-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1166-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-1166-3C6CFE5F-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	162a0aa9-fa19-5c1e-8e7b-78b1618d7d2f	3586616	5493318f1b98169d5d3a7c5e6a0e2184	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-3C6CFE5F-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1166-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S04-1166-3C6CFE5F-T1-A1-J05.bam.bai	3027d683-8a3b-5c7f-96f6-dc18082f352d	3837512	57f5a4f94ed099c0039e8ba1091f5105	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-3C6CFE5F-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_1166-T6-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-1166-8008B1F4-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	ba6c7029-287d-5c9d-ac7e-5acd1ece5018	7614192	660653142bc64847396b2cb219c7eac8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-8008B1F4-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1166-T6-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-1166-8008B1F4-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	7654abb4-aa41-5308-94cb-a80cc97921ad	3600000	d4498bf99bc2d5112715dc75b7a6b93c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1166-8008B1F4-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_157E-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-157E-AC89768C-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	e13f2eaf-6aaf-5ed4-ad44-32f4a97da0ff	7562128	2912a538dfe6cd940e9c653ca41e5506	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-AC89768C-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_157E-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-157E-AC89768C-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	0bf2db82-6173-5c87-a23d-8a6b9176f822	3615128	05928d91984a2a9bb96484e3a9f51920	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-AC89768C-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_157E-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S04-157E-AC89768C-T1-A1-J05.bam.bai	d72a9e12-5bde-5aee-bf9f-50fa09e48628	3861656	8c330c517505f2a069cb52bebea2f786	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-AC89768C-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_157E-T6-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-157E-7CE399D6-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	0220be36-5fa7-56cf-b219-2b47d94bbcdd	7621064	a4577086d132820836331d02bade55e0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-7CE399D6-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_157E-T6-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-157E-7CE399D6-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	5acbbea5-ecc8-5730-8454-c901446b7ed4	3579232	9dba53dbf63381ead061a3a52705115e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-157E-7CE399D6-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1793-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S03-1793-5EC635FF-T1-A1-J05.bam.bai	a17f02e1-2312-56df-9522-b3479d24da18	3465520	ab24c9c1966b498172290a6d4d596672	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-5EC635FF-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_1793-T1-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-1793-9A20B6D4-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	ba81c144-a5c5-5cd2-94ef-b2e12555c643	8014296	20fa2438a01861b7b0094be694852066	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-9A20B6D4-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1793-T1-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-1793-9A20B6D4-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	1693350f-03e9-5ecf-b165-38e4ee0abda2	3632952	fc1abcfc294b19191c61a3128bc20a14	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-9A20B6D4-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1793-T6-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-1793-A73A47E0-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	517eea11-d027-5796-9f56-1364084075a4	7939376	0ffa90c24e4fad732ec9f58f196ff132	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-A73A47E0-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1793-T6-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-1793-A73A47E0-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	8ce98342-e5d3-5022-8b82-3fccfa46eb37	3661128	2aec2331428802306688a18c24a41f8c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-1793-A73A47E0-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1C36-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-1C36-33E501F0-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	93ef7591-57ad-590f-96a9-48492466de20	7695952	267c5ce6c166d7ec52978bf1e74c3a3b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1C36-33E501F0-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1C36-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-1C36-33E501F0-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	c14f53f3-6ef5-5b55-8439-244509b754ff	3502944	d64c7ffd92da17351784fc0ff33e2279	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1C36-33E501F0-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_1C36-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S04-1C36-33E501F0-T1-A1-J05.bam.bai	fec5a835-f03b-5253-b24d-635c5c79f0f3	3746104	648c50e51458902f99f59ecd1d9b9898	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-1C36-33E501F0-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_22C7-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-22C7-49266C61-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	dbe766b1-8eaa-5109-a3f5-264f400c3c36	7629360	d85b8f07fe57bf03ada21d10e89ee97a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-49266C61-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_22C7-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-22C7-49266C61-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	b06c2c95-f975-5e0e-bbec-e2a5a9607d16	3581656	9190089ea0dfb6e6807357d55c08d921	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-49266C61-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_22C7-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S04-22C7-49266C61-T1-A1-J05.bam.bai	5ea76c88-8dd6-5af8-a01c-eebf1e641bdd	3721584	45653a12eef6085904677bcb45157faa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-49266C61-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_22C7-T6-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-22C7-01E30A46-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	0ad40217-57fd-5a5e-9adf-adf6f8e0e2c8	7645752	418c1d969ff1974494a1cf139a57679c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-01E30A46-T6-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_22C7-T6-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-22C7-01E30A46-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	ae8f2e12-fe71-58c3-9725-9a5cf09524e2	3564704	23495fb88e51c6e26d6a0e85f672b1d6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-22C7-01E30A46-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_FC65-T1-A2-J01	Index File	Index file was generated using samtools index command	CGP-S03-FC65-4EE052E6-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	965ac343-3ab9-525e-9748-ad2dfc57d804	7847752	20845d6692d08e7f47a327dae357a381	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-4EE052E6-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_FC65-T1-A2-J02	Index File	Index file was generated using samtools index command	CGP-S03-FC65-4EE052E6-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	3a7b208a-d858-51e3-a6e9-b6004979eb1f	3479464	feb9cc62d9e9dba1cd7f8402832bed09	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-FC65-4EE052E6-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C25-T1-A2-J01	Index File	Index file was generated using samtools index command	CGP-S02-2C25-98F919E2-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	f275f652-bd2e-58de-8083-c9aa84c67b2e	7870128	a0625f8e204d295a6c8088a93076cfb7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-98F919E2-T1-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C25-T1-A2-J02	Index File	Index file was generated using samtools index command	CGP-S02-2C25-98F919E2-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	77f4c943-ac08-5602-8054-cd198be6c7ab	3662920	59110b1f61870ecd66ae3488b630b9cd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-98F919E2-T1-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C25-T1-A2-J05	Index File	Index file was generated using samtools index command	CGP-S02-2C25-98F919E2-T1-A2-J05.bam.bai	fbea6b82-9ddc-5f19-a0b3-6e9c5adbca6b	3566800	b830ff92b34c8b19b2c86d18b1a80d5b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-98F919E2-T1-A2-J05.bam.bai	bai
file	GLIOMA01-i_2C25-T6-A2-J01	Index File	Index file was generated using samtools index command	CGP-S02-2C25-DCF5386F-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	bd846e28-e073-59ac-bd20-7d7263015026	7878456	349e9020ca98ce501389b2874b8c7bd4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-DCF5386F-T6-A2-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C25-T6-A2-J02	Index File	Index file was generated using samtools index command	CGP-S02-2C25-DCF5386F-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	9655367b-db85-58b8-80eb-692a80b8b957	3644264	0b22ddbef7483d89814591541d9374f9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S02-2C25-DCF5386F-T6-A2-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C4F-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S03-2C4F-3EE05E68-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	77099f09-93b4-5c3a-aa7b-920d72d5da9f	3415392	0b43dfd91196abe5cbd114ba83b49fe5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C4F-T1-A1-J05	Index File	Index file was generated using samtools index command	CGP-S03-2C4F-3EE05E68-T1-A1-J05.bam.bai	794a88c0-058b-5a1c-9872-a2b72d963c79	3499704	10024b6a3e2208791a647234fcf75003	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-J05.bam.bai	bai
file	GLIOMA01-i_2C4F-T1-A1-M01	Index File	Index file was generated using samtools index command	CGP-S03-2C4F-3EE05E68-T1-A1-M01.aln.dup.realn.recal.rp.bam.bai	6593fc72-e233-5aa5-972f-ccb2930d2776	7468752	1221a7b96ba208a8595841ab294c1909	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-3EE05E68-T1-A1-M01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C4F-T6-A1-J02	Index File	Index file was generated using samtools index command	CGP-S03-2C4F-2409AA70-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	6bef20a6-b763-5820-a7a4-a423dd6904cd	3623632	aeb4f518fce02f84892adf7a94d6ab36	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-2409AA70-T6-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2C4F-T6-A1-M01	Index File	Index file was generated using samtools index command	CGP-S03-2C4F-2409AA70-T6-A1-M01.aln.dup.realn.recal.rp.bam.bai	121eea9e-4550-58a0-b067-e61e84f604ea	7471416	8fbf367db0fabc9a4d9cdbdfb3a7c7c0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S03-2C4F-2409AA70-T6-A1-M01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2EC9-T1-A1-J01	Index File	Index file was generated using samtools index command	CGP-S04-2EC9-F464AC8F-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	a3a3cf51-974a-50e4-8bf5-ca96f11b37a9	7616232	87632e2a97d1674e411e815fb424816d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-2EC9-F464AC8F-T1-A1-J01.aln.dup.realn.recal.rp.bam.bai	bai
file	GLIOMA01-i_2EC9-T1-A1-J02	Index File	Index file was generated using samtools index command	CGP-S04-2EC9-F464AC8F-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	d2bef6ac-2aad-51fb-9502-fcda475a4b34	3514232	9a3b65beee39806cd1240d3f04398abc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/GLIOMA01/CGP-S04-2EC9-F464AC8F-T1-A1-J02.aln.dup.realn.recal.rp.bam.bai	bai
