library_id	bases	avg_read_length	coverage	reference_genome_assembly	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
L171004A_H04_H171009B_H04	9669353860	125	58.329976	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edb131a-206d-11ee-af9a-5bad0185374a_L171004A_H04_H171009B_H04	dg.4DFC/2edb131a-206d-11ee-af9a-5bad0185374a
L171004A_H04_H171009B_H04	9669353860	125	58.329976	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edb39e4-206d-11ee-86e6-cbc057930f20_L171004A_H04_H171009B_H04	dg.4DFC/2edb39e4-206d-11ee-86e6-cbc057930f20
L180109A_B07_H180126A_B07	7824858269	125	49.790133	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edb5d0c-206d-11ee-8bc0-9bff58a4d816_L180109A_B07_H180126A_B07	dg.4DFC/2edb5d0c-206d-11ee-8bc0-9bff58a4d816
L180109A_B07_H180126A_B07	7824858269	125	49.790133	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edb7f1c-206d-11ee-98da-9776c2c8bf9c_L180109A_B07_H180126A_B07	dg.4DFC/2edb7f1c-206d-11ee-98da-9776c2c8bf9c
L170815A_G09_H170817A_G09	9434017789	125	55.311998	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edba190-206d-11ee-8e8d-fb5c9e96f401_L170815A_G09_H170817A_G09	dg.4DFC/2edba190-206d-11ee-8e8d-fb5c9e96f401
L170815A_G09_H170817A_G09	9434017789	125	55.311998	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edbc846-206d-11ee-9a85-4be90707e422_L170815A_G09_H170817A_G09	dg.4DFC/2edbc846-206d-11ee-9a85-4be90707e422
L171113A_A11_H171117A_A11	9784302840	125	60.746448	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edbec5e-206d-11ee-b809-c7e75abf13e6_L171113A_A11_H171117A_A11	dg.4DFC/2edbec5e-206d-11ee-b809-c7e75abf13e6
L171113A_A11_H171117A_A11	9784302840	125	60.746448	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edc0f86-206d-11ee-af77-67d44afb7cff_L171113A_A11_H171117A_A11	dg.4DFC/2edc0f86-206d-11ee-af77-67d44afb7cff
L171106A_H03_H171113A_H03	10712465439	125	64.161724	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edc3286-206d-11ee-8ade-4792b23e2ab5_L171106A_H03_H171113A_H03	dg.4DFC/2edc3286-206d-11ee-8ade-4792b23e2ab5
L171106A_H03_H171113A_H03	10712465439	125	64.161724	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edc54fa-206d-11ee-bca3-73fee0691469_L171106A_H03_H171113A_H03	dg.4DFC/2edc54fa-206d-11ee-bca3-73fee0691469
L170914A_A07_H170919A_A07	11267770435	125	70.150645	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edc7afc-206d-11ee-93fa-bf4e0518714f_L170914A_A07_H170919A_A07	dg.4DFC/2edc7afc-206d-11ee-93fa-bf4e0518714f
L170914A_A07_H170919A_A07	11267770435	125	70.150645	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edc9d20-206d-11ee-ad35-f3bc90322b36_L170914A_A07_H170919A_A07	dg.4DFC/2edc9d20-206d-11ee-ad35-f3bc90322b36
L171113A_F11_H171117A_F11	10395251460	125	61.630475	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edcbf1c-206d-11ee-9d13-274c5f419cee_L171113A_F11_H171117A_F11	dg.4DFC/2edcbf1c-206d-11ee-9d13-274c5f419cee
L171113A_F11_H171117A_F11	10395251460	125	61.630475	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edce0fa-206d-11ee-a622-437376926330_L171113A_F11_H171117A_F11	dg.4DFC/2edce0fa-206d-11ee-a622-437376926330
L171017A_F02_H171024A_F02	9663471111	125	62.096476	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edd04b8-206d-11ee-aa5e-4f7c61bc8549_L171017A_F02_H171024A_F02	dg.4DFC/2edd04b8-206d-11ee-aa5e-4f7c61bc8549
L171017A_F02_H171024A_F02	9663471111	125	62.096476	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edd26aa-206d-11ee-9176-6f46af4cd297_L171017A_F02_H171024A_F02	dg.4DFC/2edd26aa-206d-11ee-9176-6f46af4cd297
L171016A_C03_H171023A_C03	13719877637	125	64.024082	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edd4946-206d-11ee-9685-1333538f5148_L171016A_C03_H171023A_C03	dg.4DFC/2edd4946-206d-11ee-9685-1333538f5148
L171016A_C03_H171023A_C03	13719877637	125	64.024082	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edd6e58-206d-11ee-9bb8-ebab2c9f3fb1_L171016A_C03_H171023A_C03	dg.4DFC/2edd6e58-206d-11ee-9bb8-ebab2c9f3fb1
L171031A_G03_H171107A_G03	8002948672	125	50.261426	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edd916c-206d-11ee-ab85-5b75169b779d_L171031A_G03_H171107A_G03	dg.4DFC/2edd916c-206d-11ee-ab85-5b75169b779d
L171031A_G03_H171107A_G03	8002948672	125	50.261426	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2eddb3a4-206d-11ee-88cf-fbb6349737ef_L171031A_G03_H171107A_G03	dg.4DFC/2eddb3a4-206d-11ee-88cf-fbb6349737ef
L180123A_D07_H180213A_D07	8564867588	125	54.093388	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2eddd5d2-206d-11ee-b023-43ddfdd4c115_L180123A_D07_H180213A_D07	dg.4DFC/2eddd5d2-206d-11ee-b023-43ddfdd4c115
L180123A_D07_H180213A_D07	8564867588	125	54.093388	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2eddf7ec-206d-11ee-a0ab-cbf39d42bc7e_L180123A_D07_H180213A_D07	dg.4DFC/2eddf7ec-206d-11ee-a0ab-cbf39d42bc7e
L180129A_C11_H180221A_C11	8578028803	125	51.664631	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ede1a56-206d-11ee-9b04-f33d1a8bed88_L180129A_C11_H180221A_C11	dg.4DFC/2ede1a56-206d-11ee-9b04-f33d1a8bed88
L180129A_C11_H180221A_C11	8578028803	125	51.664631	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ede3f0e-206d-11ee-80c5-3bb380bb87ca_L180129A_C11_H180221A_C11	dg.4DFC/2ede3f0e-206d-11ee-80c5-3bb380bb87ca
L171101A_B09_H171108A_B09	8974780920	125	56.663932	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ede6146-206d-11ee-aa09-afeb904261bc_L171101A_B09_H171108A_B09	dg.4DFC/2ede6146-206d-11ee-aa09-afeb904261bc
L171101A_B09_H171108A_B09	8974780920	125	56.663932	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ede8392-206d-11ee-a300-6760114a2325_L171101A_B09_H171108A_B09	dg.4DFC/2ede8392-206d-11ee-a300-6760114a2325
L180110A_D01_H180129A_D01	9275226694	125	56.672531	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edea674-206d-11ee-9049-67ad427c03b4_L180110A_D01_H180129A_D01	dg.4DFC/2edea674-206d-11ee-9049-67ad427c03b4
L180110A_D01_H180129A_D01	9275226694	125	56.672531	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edecafa-206d-11ee-9ce4-d771ed311683_L180110A_D01_H180129A_D01	dg.4DFC/2edecafa-206d-11ee-9ce4-d771ed311683
L171204A_B02_H171213A_B02	7767115266	125	47.861411	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edeef1c-206d-11ee-a9a9-d76dbcfb29b4_L171204A_B02_H171213A_B02	dg.4DFC/2edeef1c-206d-11ee-a9a9-d76dbcfb29b4
L171204A_B02_H171213A_B02	7767115266	125	47.861411	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edf1172-206d-11ee-9c2b-532c6ddc39ce_L171204A_B02_H171213A_B02	dg.4DFC/2edf1172-206d-11ee-9c2b-532c6ddc39ce
L171120A_D03_H171205A_D03	7909533802	125	49.466146	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edf3378-206d-11ee-9315-1b0d2f9c3773_L171120A_D03_H171205A_D03	dg.4DFC/2edf3378-206d-11ee-9315-1b0d2f9c3773
L171120A_D03_H171205A_D03	7909533802	125	49.466146	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edf5588-206d-11ee-8376-c37342be271e_L171120A_D03_H171205A_D03	dg.4DFC/2edf5588-206d-11ee-8376-c37342be271e
L170913A_A06_H170915A_A06	7997690770	125	49.040494	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edf7c66-206d-11ee-ae53-233d2f022264_L170913A_A06_H170915A_A06	dg.4DFC/2edf7c66-206d-11ee-ae53-233d2f022264
L170913A_A06_H170915A_A06	7997690770	125	49.040494	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edf9e44-206d-11ee-89b6-53c7db4520b3_L170913A_A06_H170915A_A06	dg.4DFC/2edf9e44-206d-11ee-89b6-53c7db4520b3
L171005A_B04_H171010A_B04	9539491411	125	59.756398	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edfc55e-206d-11ee-a778-ebfca9a70887_L171005A_B04_H171010A_B04	dg.4DFC/2edfc55e-206d-11ee-a778-ebfca9a70887
L171005A_B04_H171010A_B04	9539491411	125	59.756398	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2edfe7d2-206d-11ee-bcf7-13e9185a65ab_L171005A_B04_H171010A_B04	dg.4DFC/2edfe7d2-206d-11ee-bcf7-13e9185a65ab
L171025A_B05_H171101A_B05	9206044550	125	57.503166	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee00b2c-206d-11ee-8ae9-dbbf539d89f5_L171025A_B05_H171101A_B05	dg.4DFC/2ee00b2c-206d-11ee-8ae9-dbbf539d89f5
L171025A_B05_H171101A_B05	9206044550	125	57.503166	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee02daa-206d-11ee-a544-7b6f37601a7b_L171025A_B05_H171101A_B05	dg.4DFC/2ee02daa-206d-11ee-a544-7b6f37601a7b
L171024A_B05_H171031A_B05	8463330405	125	55.125836	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee04fe2-206d-11ee-917f-e3e94b5d7160_L171024A_B05_H171031A_B05	dg.4DFC/2ee04fe2-206d-11ee-917f-e3e94b5d7160
L171024A_B05_H171031A_B05	8463330405	125	55.125836	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee07224-206d-11ee-a3f7-1b55e495ee32_L171024A_B05_H171031A_B05	dg.4DFC/2ee07224-206d-11ee-a3f7-1b55e495ee32
L171017A_G02_H171024A_G02	9531591375	125	61.193488	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee095ce-206d-11ee-add6-f7c1965fe8bc_L171017A_G02_H171024A_G02	dg.4DFC/2ee095ce-206d-11ee-add6-f7c1965fe8bc
L171017A_G02_H171024A_G02	9531591375	125	61.193488	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee0c152-206d-11ee-a22d-87d9579a9990_L171017A_G02_H171024A_G02	dg.4DFC/2ee0c152-206d-11ee-a22d-87d9579a9990
L171030A_C07_H171106A_C07	8250910983	125	52.999669	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee0e376-206d-11ee-88e4-2b25296d3a6c_L171030A_C07_H171106A_C07	dg.4DFC/2ee0e376-206d-11ee-88e4-2b25296d3a6c
L171030A_C07_H171106A_C07	8250910983	125	52.999669	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee10540-206d-11ee-9c2e-2f9d8a1ce4f4_L171030A_C07_H171106A_C07	dg.4DFC/2ee10540-206d-11ee-9c2e-2f9d8a1ce4f4
L171108A_A01_H171114A_A01	8587002176	125	54.909138	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee12778-206d-11ee-b1e9-b7d8ad577b6d_L171108A_A01_H171114A_A01	dg.4DFC/2ee12778-206d-11ee-b1e9-b7d8ad577b6d
L171108A_A01_H171114A_A01	8587002176	125	54.909138	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee14d48-206d-11ee-a364-9fef92017136_L171108A_A01_H171114A_A01	dg.4DFC/2ee14d48-206d-11ee-a364-9fef92017136
L171206A_F08_H171220A_F08	8070526854	125	49.601794	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee17020-206d-11ee-b5df-739335c33df9_L171206A_F08_H171220A_F08	dg.4DFC/2ee17020-206d-11ee-b5df-739335c33df9
L171206A_F08_H171220A_F08	8070526854	125	49.601794	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee1928a-206d-11ee-8fc6-73f338a69b75_L171206A_F08_H171220A_F08	dg.4DFC/2ee1928a-206d-11ee-8fc6-73f338a69b75
L171205A_A05_H171219A_A05	8589989471	125	52.143698	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee1b4ae-206d-11ee-98a4-37cd59f01efa_L171205A_A05_H171219A_A05	dg.4DFC/2ee1b4ae-206d-11ee-98a4-37cd59f01efa
L171205A_A05_H171219A_A05	8589989471	125	52.143698	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee1d83a-206d-11ee-aaba-8764932eaf2f_L171205A_A05_H171219A_A05	dg.4DFC/2ee1d83a-206d-11ee-aaba-8764932eaf2f
L180123A_E11_H180213A_E11	8531557119	125	54.146835	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee1fbda-206d-11ee-b196-0fd3b44aeb76_L180123A_E11_H180213A_E11	dg.4DFC/2ee1fbda-206d-11ee-b196-0fd3b44aeb76
L180123A_E11_H180213A_E11	8531557119	125	54.146835	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee21ebc-206d-11ee-9865-5f6b66343f36_L180123A_E11_H180213A_E11	dg.4DFC/2ee21ebc-206d-11ee-9865-5f6b66343f36
L171220A_F09_H180110A_F09	7687794428	125	48.358779	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee240c2-206d-11ee-ac1d-131f0259b0da_L171220A_F09_H180110A_F09	dg.4DFC/2ee240c2-206d-11ee-ac1d-131f0259b0da
L171220A_F09_H180110A_F09	7687794428	125	48.358779	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee2630e-206d-11ee-b3f5-279caf6628fb_L171220A_F09_H180110A_F09	dg.4DFC/2ee2630e-206d-11ee-b3f5-279caf6628fb
L180219A_E06_H180223A_E06	6700117243	125	42.895789	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee2879e-206d-11ee-b319-63b4a07b9c34_L180219A_E06_H180223A_E06	dg.4DFC/2ee2879e-206d-11ee-b319-63b4a07b9c34
L180219A_E06_H180223A_E06	6700117243	125	42.895789	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee2a9ea-206d-11ee-9006-3ba752e1d823_L180219A_E06_H180223A_E06	dg.4DFC/2ee2a9ea-206d-11ee-9006-3ba752e1d823
L180220A_H03_H180226A_H03	9831717366	125	61.994496	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee2cc22-206d-11ee-9899-27e2ca20ad04_L180220A_H03_H180226A_H03	dg.4DFC/2ee2cc22-206d-11ee-9899-27e2ca20ad04
L180220A_H03_H180226A_H03	9831717366	125	61.994496	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee2eea0-206d-11ee-8900-e36fe01936c2_L180220A_H03_H180226A_H03	dg.4DFC/2ee2eea0-206d-11ee-8900-e36fe01936c2
L171213A_G04_H180108A_G04	8474212433	125	55.732243	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee31830-206d-11ee-81e7-73149ad645b1_L171213A_G04_H180108A_G04	dg.4DFC/2ee31830-206d-11ee-81e7-73149ad645b1
L171213A_G04_H180108A_G04	8474212433	125	55.732243	GRCh37	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/2ee33acc-206d-11ee-9f82-57f0716e5bdd_L171213A_G04_H180108A_G04	dg.4DFC/2ee33acc-206d-11ee-9f82-57f0716e5bdd
