type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	case.case_id	study.clinical_study_designation	sample.sample_id	diagnosis.diagnosis_record_id	file_type	file_description
file	OSA04-D-Normal_1_SL325660.fastq.gz	5f16e687-e30a-54d0-8013-cadec492f3cc	1720391833	458c8e2333945a8281dd99d46ad5ea73	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-D-Normal_1_SL325660.fastq.gz	gz	['Open']			OSA04-D-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-D-Normal (read 1)
file	OSA04-D-Normal_2_SL325660.fastq.gz	ba1c349e-2d18-503c-aa17-41df4039a309	1763199747	85ecdeb7a1271ce0eb5569ecfce91126	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-D-Normal_2_SL325660.fastq.gz	gz	['Open']			OSA04-D-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-D-Normal (read 2)
file	OSA04-E-Tumor_1_SL325664.fastq.gz	0beb176b-b68c-517a-8681-429584e7820e	1501683120	d5f9fbc6f3a4fb62c4a654c38d627322	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-E-Tumor_1_SL325664.fastq.gz	gz	['Open']			OSA04-E-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-E-Tumor (read 1)
file	OSA04-E-Tumor_2_SL325664.fastq.gz	344d5a97-cf1a-58c3-bf16-30479fbbdb07	1538302167	eafa03b096e6c82f7d71efd4d0c923bd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-E-Tumor_2_SL325664.fastq.gz	gz	['Open']			OSA04-E-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-E-Tumor (read 2)
file	OSA04-E-Normal_1_SL325665.fastq.gz	4b630b57-97e7-5e0f-ac55-f37fe1b7a3eb	1538223328	09e9f2a1b7cc1eb357f486b24cbeb209	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-E-Normal_1_SL325665.fastq.gz	gz	['Open']			OSA04-E-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-E-Normal (read 1)
file	OSA04-E-Normal_2_SL325665.fastq.gz	d0d65198-4bf1-5422-8859-167288ded2bf	1574829297	e2d46ba323b19927e33255bddc5da60b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-E-Normal_2_SL325665.fastq.gz	gz	['Open']			OSA04-E-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-E-Normal (read 2)
file	OSA04-F-Tumor_1_SL325670.fastq.gz	244f57a7-2819-547f-8d24-330e24a57cef	1501873273	e2ffbd90a4ae76387ffff087a401094d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-F-Tumor_1_SL325670.fastq.gz	gz	['Open']			OSA04-F-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-F-Tumor (read 1)
file	OSA04-F-Tumor_2_SL325670.fastq.gz	06efc5b0-067d-5c07-b572-5e5c97604fdb	1539965472	73bfdb6e616447d3dd075dcb9075b30e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-F-Tumor_2_SL325670.fastq.gz	gz	['Open']			OSA04-F-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-F-Tumor (read 2)
file	OSA04-F-Normal_1_SL325671.fastq.gz	c2d805d2-3031-5fb6-9fe3-d2fd506fa71e	1722669909	e4d116c66c739e53efd3b9ad9eec51f6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-F-Normal_1_SL325671.fastq.gz	gz	['Open']			OSA04-F-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-F-Normal (read 1)
file	OSA04-F-Normal_2_SL325671.fastq.gz	4d2db9ec-85df-57ba-8e58-fa0e7dd75b33	1779662340	6fb287456f791bcaf38017539f88461a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-F-Normal_2_SL325671.fastq.gz	gz	['Open']			OSA04-F-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-F-Normal (read 2)
file	OSA04-G-Tumor_1_SL325666.fastq.gz	7775bb9e-10fd-5994-ad75-a0bb26e32003	1507173766	ea33dfb30acd4d98d0c7132915993931	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-G-Tumor_1_SL325666.fastq.gz	gz	['Open']			OSA04-G-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-G-Tumor (read 1)
file	OSA04-G-Tumor_2_SL325666.fastq.gz	eb493f47-6b2c-5bd4-96c6-286c0cda5c6d	1544596954	768beae4df6394145f7249b452f2875f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-G-Tumor_2_SL325666.fastq.gz	gz	['Open']			OSA04-G-Tumor		RNA Sequence File	Raw RNA sequence file for OSA04-G-Tumor (read 2)
file	OSA04-G-Normal_1_SL325667.fastq.gz	f03dbbc4-530e-5c9f-a5b2-557791d9308a	1654563643	d832f2c322e8ca53b2deeaaefff69770	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-G-Normal_1_SL325667.fastq.gz	gz	['Open']			OSA04-G-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-G-Normal (read 1)
file	OSA04-G-Normal_2_SL325667.fastq.gz	021a1474-8dd3-55bd-8e96-defb0598aad8	1713418006	92e920f444aaad3074d815480f9ddcb5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-G-Normal_2_SL325667.fastq.gz	gz	['Open']			OSA04-G-Normal		RNA Sequence File	Raw RNA sequence file for OSA04-G-Normal (read 2)
file	OSA04-C-Tumor_filtered_feature_bc_matrix.h5	6d5c81e9-adcf-522d-8181-dc8c6c27853f	66488728	c8ea151e2874f3b5f3e2c9c70fb33870	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_filtered_feature_bc_matrix.h5	h5	['Open']			OSA04-C-Tumor		scH5 Matrix File	Single-nuclei multiome sequencing filtered H5 matrix file for OSA04-C-Tumor
file	OSA04-C-Tumor_features.tsv.gz	9bbf4c04-db2a-508b-bd8e-71e680a7c474	2240364	59518e88832de8afb87d999a3fcac31e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_features.tsv.gz	gz	['Open']			OSA04-C-Tumor		scRNA Sequence File	Single-nuclei multiome sequencing features for OSA04-C-Tumor
file	OSA04-C-Tumor_barcodes.tsv.gz	ed44812b-be1e-5988-ace9-ce65b28dc251	24849	ccd89498d20540f90ca97a9e86b3ab64	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_barcodes.tsv.gz	gz	['Open']			OSA04-C-Tumor		scRNA Sequence File	Single-nuclei multiome sequencing barcodes file for OSA04-C-Tumor
file	OSA04-C-Tumor_atac_fragments.tsv.gz	0f3d9daa-a2f8-53de-89b5-389d8aa10f83	1920882177	7717750891426a5de75ca4b54c7ba3cd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA04/OSA04-C-Tumor_atac_fragments.tsv.gz	gz	['Open']			OSA04-C-Tumor		scATAC Sequence File	Single-nuclei multiome sequencing ATAC fragments file for OSA04-C-Tumor
