type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	acl	sample.sample_id	file_type	file_description
file	775-221_62MJ.bai	d4b1559e-ff24-5e5a-9d16-eb3c15ea6fe1	2019024	1137947caba795651ca461858ed4e239	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-221_62MJ.bai	bai	['Open']	UBC03-775-221	Index File	Tumor tissue sample; UBC03-775-221: bam index of RNA sequencing reads
file	775-221_62MJ.bam	53739acc-71a7-5342-bca9-552574644223	13871679155	86ea16780054657944938559a5ce14e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-221_62MJ.bam	bam	['Open']	UBC03-775-221	RNA Sequence File	Tumor tissue sample; UBC03-775-221: RNA sequencing reads mapped to CanFam3.1
file	776-675_63.bai	eb6936f3-9c59-5fc9-80e3-a16c0181ce8f	2619216	3bff008dddf64c9c56c71050338b2e7c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/776-675_63.bai	bai	['Open']	UBC03-776-675	Index File	Tumor tissue sample; UBC03-776-675: bam index of RNA sequencing reads
file	776-675_63.bam	d558fb0f-a0be-57f8-bd5c-d2fe4f8f29e1	7303369690	a46deb911c1196292b4c11db9aa5472e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/776-675_63.bam	bam	['Open']	UBC03-776-675	RNA Sequence File	Tumor tissue sample; UBC03-776-675: RNA sequencing reads mapped to CanFam3.1
file	800-425_65ZB.bai	a085731d-9b20-52b8-82d8-7291d1355e62	2619216	3bff008dddf64c9c56c71050338b2e7c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/800-425_65ZB.bai	bai	['Open']	UBC03-800-425	Index File	Tumor tissue sample; UBC03-800-425: bam index of RNA sequencing reads
file	800-425_65ZB.bam	709d306b-6041-5237-b768-017bf2fe328a	7303369690	a46deb911c1196292b4c11db9aa5472e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/800-425_65ZB.bam	bam	['Open']	UBC03-800-425	RNA Sequence File	Tumor tissue sample; UBC03-800-425: RNA sequencing reads mapped to CanFam3.1
file	775-230_66PG.bai	22af4fc8-c84b-59dc-8cfa-83f068a9f698	1936208	a94815debfa0c536b7cf5a15114243ab	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-230_66PG.bai	bai	['Open']	UBC03-775-230	Index File	Tumor tissue sample; UBC03-775-230: bam index of RNA sequencing reads
file	775-230_66PG.bam	7408b112-aa80-556c-9e3e-3a9994961695	11122462907	6433b393838aa0826925150b3c84687c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-230_66PG.bam	bam	['Open']	UBC03-775-230	RNA Sequence File	Tumor tissue sample; UBC03-775-230: RNA sequencing reads mapped to CanFam3.1
file	774-615_70.bai	46cd62d1-1c24-5c6d-b7cc-87c958a9b9d6	2604096	d713df417c407803c7648fff4872e1ba	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/774-615_70.bai	bai	['Open']	UBC03-774-615	Index File	Tumor tissue sample; UBC03-774-615: bam index of RNA sequencing reads
file	774-615_70.bam	421bda65-8e34-5cea-8fa7-a1de7d802ee4	6966056173	2415ca22d6c6aaad476e9f22e619b505	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/774-615_70.bam	bam	['Open']	UBC03-774-615	RNA Sequence File	Tumor tissue sample; UBC03-774-615: RNA sequencing reads mapped to CanFam3.1
file	775-214_Dex34.bai	902773dc-baca-5e8c-9db5-f54dc248540f	1771912	969a882b0e7acada44374f21bcebc043	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-214_Dex34.bai	bai	['Open']	UBC03-775-214	Index File	Tumor tissue sample; UBC03-775-214: bam index of RNA sequencing reads
file	775-214_Dex34.bam	c3bf3f3d-c13b-57eb-8278-df8531eca23a	15367911630	5e15e5dee51f05ecaac151bc70c126e9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-214_Dex34.bam	bam	['Open']	UBC03-775-214	RNA Sequence File	Tumor tissue sample; UBC03-775-214: RNA sequencing reads mapped to CanFam3.1
file	775-307_RN49CW.bai	8f65ac20-58f6-5bc0-a585-ac1a8c4b94a9	2439872	d235d1a584344d4475168d3862e8406c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-307_RN49CW.bai	bai	['Open']	UBC03-775-307	Index File	Tumor tissue sample; UBC03-775-307: bam index of RNA sequencing reads
file	775-307_RN49CW.bam	4edede29-b427-5947-a07e-2a7a61d20f23	8331534992	4bcec905f1443ce30b3c9d46c0e7d573	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-307_RN49CW.bam	bam	['Open']	UBC03-775-307	RNA Sequence File	Tumor tissue sample; UBC03-775-307: RNA sequencing reads mapped to CanFam3.1
file	784-881_Ros76.bai	08898b28-cc3d-540a-b602-75f530e50865	1587240	f4d60c7682fc52154ac17030a2535e65	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/784-881_Ros76.bai	bai	['Open']	UBC03-784-881	Index File	Tumor tissue sample; UBC03-784-881: bam index of RNA sequencing reads
file	784-881_Ros76.bam	26c32265-d355-5f24-a006-6ab24ae0572b	13621035188	67b22f1d793eb1d5a4929d5b4f2be151	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/784-881_Ros76.bam	bam	['Open']	UBC03-784-881	RNA Sequence File	Tumor tissue sample; UBC03-784-881: RNA sequencing reads mapped to CanFam3.1
file	775-220_Tri58MJ.bai	9d390390-0fb8-5b6e-95b8-4e96d106a1fc	2019808	95997f9d28d1f68cb1c40ea2b6ae48c6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-220_Tri58MJ.bai	bai	['Open']	UBC03-775-220	Index File	Tumor tissue sample; UBC03-775-220: bam index of RNA sequencing reads
file	775-220_Tri58MJ.bam	f0516283-65dd-5849-9c60-c87491d94414	9671077786	94eb2a717aa6685581b9a18bd7c48a7d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/775-220_Tri58MJ.bam	bam	['Open']	UBC03-775-220	RNA Sequence File	Tumor tissue sample; UBC03-775-220: RNA sequencing reads mapped to CanFam3.1
file	PCBCC-CDDMAH-CONT_D Normal Mucosa.bai	250ff8a8-0d84-5edc-8f88-d406dd41221e	2830952	feefee8860d23503a133eee8a8fb83cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDDMAH-CONT_D Normal Mucosa.bai	bai	['Open']	UBC03-PCBCC-CDDMAH-CONT	Index File	Normal bladder mucosa; UBC03-PCBCC-CDDMAH-CONT: bam index of RNA sequencing reads
file	PCBCC-CDDMAH-CONT_D Normal Mucosa.bam	9d832d40-fd30-591e-9d98-db9fe2407016	6761308546	28aac38ca55dc746e412fb7015462f2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDDMAH-CONT_D Normal Mucosa.bam	bam	['Open']	UBC03-PCBCC-CDDMAH-CONT	RNA Sequence File	Normal bladder mucosa; UBC03-PCBCC-CDDMAH-CONT: RNA sequencing reads mapped to CanFam3.1
file	PCBCC-CDEMBC-CONT_C Normal Mucosa.bai	4b9cb06f-09ac-5af7-8db1-3036a55737c8	2851736	85fe67f1e60d85a66a6a3978c9ef9d75	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDEMBC-CONT_C Normal Mucosa.bai	bai	['Open']	UBC03-PCBCC-CDEMBC-CONT	Index File	Normal bladder mucosa; UBC03-PCBCC-CDEMBC-CONT: bam index of RNA sequencing reads
file	PCBCC-CDEMBC-CONT_C Normal Mucosa.bam	43f816c3-732a-5ba2-86c9-3b7a30c76319	7073921753	01e1ef4978880b0b2134630c67b69da1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDEMBC-CONT_C Normal Mucosa.bam	bam	['Open']	UBC03-PCBCC-CDEMBC-CONT	RNA Sequence File	Normal bladder mucosa; UBC03-PCBCC-CDEMBC-CONT: RNA sequencing reads mapped to CanFam3.1
file	PCBCC-CDGMDD-CONT_B Normal Mucosa.bai	80ecc090-1ad5-50f4-927a-851d6196f391	2853688	9599a5c039889b54a2ebebac84409c4a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDGMDD-CONT_B Normal Mucosa.bai	bai	['Open']	UBC03-PCBCC-CDGMDD-CONT	Index File	Normal bladder mucosa; UBC03-PCBCC-CDGMDD-CONT: bam index of RNA sequencing reads
file	PCBCC-CDGMDD-CONT_B Normal Mucosa.bam	2a5c899d-28e2-597e-bbf9-09eaf3d25884	7109869079	5d0a49c722c260e8966005b2ffac62aa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDGMDD-CONT_B Normal Mucosa.bam	bam	['Open']	UBC03-PCBCC-CDGMDD-CONT	RNA Sequence File	Normal bladder mucosa; UBC03-PCBCC-CDGMDD-CONT: RNA sequencing reads mapped to CanFam3.1
file	PCBCC-CDHMCL-CONT_A Normal Mucosa.bai	fe9d9d15-2fde-52a1-8e5c-ea80fa43f065	2826648	8e574abb7db1486a3e11e56f83a229e1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDHMCL-CONT_A Normal Mucosa.bai	bai	['Open']	UBC03-PCBCC-CDHMCL-CONT	Index File	Normal bladder mucosa; UBC03-PCBCC-CDHMCL-CONT: bam index of RNA sequencing reads
file	PCBCC-CDHMCL-CONT_A Normal Mucosa.bam	6114be29-095a-56ed-b257-e152fc0ee86e	7925459433	50d08ae7a4ba55d0b133bde6bb5b067e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/UBC03/PCBCC-CDHMCL-CONT_A Normal Mucosa.bam	bam	['Open']	UBC03-PCBCC-CDHMCL-CONT	RNA Sequence File	Normal bladder mucosa; UBC03-PCBCC-CDHMCL-CONT:  RNA sequencing reads mapped to CanFam3.1
