type	case.case_id	study.clinical_study_designation	sample.sample_id	diagnosis.diagnosis_id	file_name	file_type	file_description	file_size	md5sum	file_format
file			UC01-UD-082		UC01-UD-082.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7501872	17bd60cd3b534fcc043d36e97a773c91	bai
file			UC01-UD-084		UC01-UD-084.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7536728	c8b25b887d0fd4089ab36420643c6140	bai
file			UC01-UD-085		UC01-UD-085.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6158816	b1b60c02d9e6ccdc991b599bab083f6e	bai
file			UC01-UD-088		UC01-UD-088.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6034056	7e26976683aee3309ee22cd9bfa31794	bai
file			UC01-UD-091		UC01-UD-091.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6233720	3663a46adbad094e319d39258fd832b3	bai
file			UC01-UD-092		UC01-UD-092.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6202528	04bc067c5f59c5f1acc3d3070b2c75aa	bai
file			UC01-UD-097		UC01-UD-097.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6753008	4b841fd89d47b623e59edd8429de642a	bai
file			UC01-UD-098		UC01-UD-098.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6092784	51a4286274b930f1f490ef17bd3d65bc	bai
file			UC01-UD-099		UC01-UD-099.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7189632	5e636ae881279d59f8279e9179d179da	bai
file			UC01-UD-100		UC01-UD-100.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7101640	1dc4b412b358b344b926f1eb328e67a5	bai
file			UC01-UD-102		UC01-UD-102.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6228128	53575039715941534ba7ef32a74730b6	bai
file			UC01-UD-104		UC01-UD-104.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7323768	c2b304093a32fb97c0e3d87fccf7ab20	bai
file			UC01-UD-105		UC01-UD-105.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7216512	a67a637b34cb1adb8e5a820d6bf93581	bai
file			UC01-UD-106		UC01-UD-106.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7480000	473727b841591c2f3385da2cd9354c19	bai
file			UC01-UD-108		UC01-UD-108.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7246184	7410e2929000a454702624f80ed61c53	bai
file			UC01-UD-109		UC01-UD-109.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6642328	70c802dc7b7b721e9f51a57191f73aea	bai
file			UC01-UD-110		UC01-UD-110.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6999944	75d578c4abfbd18e9c836acc4b66e289	bai
file			UC01-UD-112		UC01-UD-112.bai	Index File	BRAF V595E-undetected urine sediment bam index file	7389808	5e27fb8702044582de571df406921b4e	bai
file			UC01-UD-113		UC01-UD-113.bai	Index File	BRAF V595E-undetected urine sediment bam index file	6252976	bd9992476ac355dda884bf05df361271	bai
file			UC01-POS-124		UC01-POS-124.bai	Index File	BRAF V595E-positive urine sediment bam index file	7088600	33edf2a75e4520a3b5a64da262bf2e24	bai
file			UC01-POS-125		UC01-POS-125.bai	Index File	BRAF V595E-positive urine sediment bam index file	6392184	5f7ab39e54941ca54caebf71fb290874	bai
file			UC01-POS-127		UC01-POS-127.bai	Index File	BRAF V595E-positive urine sediment bam index file	7345976	26ad4c520d3ee0dc17236de964897af8	bai
file			UC01-POS-128		UC01-POS-128.bai	Index File	BRAF V595E-positive urine sediment bam index file	6519304	dda53e155cb4b32b232a3e1f72a7c826	bai
file			UC01-POS-131		UC01-POS-131.bai	Index File	BRAF V595E-positive urine sediment bam index file	7539544	93d261e22ba4ab130e06cc3285117be3	bai
file			UC01-POS-134		UC01-POS-134.bai	Index File	BRAF V595E-positive urine sediment bam index file	7466248	3be077445afbdccbca8fe89603205fe6	bai
file			UC01-POS-138		UC01-POS-138.bai	Index File	BRAF V595E-positive urine sediment bam index file	6366688	55eac589056e1a73d8241ab90515da15	bai
file			UC01-POS-2027		UC01-POS-2027.bai	Index File	BRAF V595E-positive urine sediment bam index file	6531688	29aa6ff77481ab0a3c4654ff78b9d311	bai
