id	sample.id	dcf_indexd_guid	deidentification_method	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	fixation_embedding_method	image_modality	license	magnification	md5sum	pathology_file_id	staining_method	updated	type	study
phs002430::705-1_#1_patientH_E	phs002430::705-1	dg.4DFC/1b8e0676-f99f-420e-95a0-0d5eec5f8557	manual			705-1 #1.czi - Scene #2.tif	248038797	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/705-1%20%231.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5f6597d5b0cc807fc383decf88f78add	705-1_#1_patientH_E	H&E	2024-05-23T14:50:31.378000000+00:00	pathology_file	phs002430
phs002430::708-10_#3_patientH_E	phs002430::708-10	dg.4DFC/c2705ab6-b9d0-4a86-8dcc-ba3abe492521	manual			708-10 #3.czi - Scene #1.tif	235339776	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/708-10%20%233.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cc072927fc7ba087d93c6e188e91ba4b	708-10_#3_patientH_E	H&E	2024-05-23T14:50:31.380000000+00:00	pathology_file	phs002430
phs002430::708-11_#3_patientH_E	phs002430::708-11	dg.4DFC/6d668e84-588a-4610-8a21-7028ea51cad2	manual			708-11 #3.czi - Scene #2.tif	156972339	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/708-11%20%233.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0f7958dfc9848f1b9f4b5d2647f51e12	708-11_#3_patientH_E	H&E	2024-05-23T14:50:31.382000000+00:00	pathology_file	phs002430
phs002430::708-9_#4_patientH_E	phs002430::708-9	dg.4DFC/ae42edbd-a615-4485-9cc3-4181197d8823	manual			708-9 #4.czi - Scene #1.tif	240623259	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/708-9%20%234.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b2f58aebe131e0e3e212dee2fdd680eb	708-9_#4_patientH_E	H&E	2024-05-23T14:50:31.383000000+00:00	pathology_file	phs002430
phs002430::712-1_patientH_E	phs002430::712-1	dg.4DFC/aa52c67d-6992-44f2-8e7d-5b080f54e8ff	manual			712-1.czi - Scene #1.tif	295543299	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/712-1.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b72dc80319b4cb37610925486b74558b	712-1_patientH_E	H&E	2024-05-23T14:50:31.385000000+00:00	pathology_file	phs002430
phs002430::715-1_#4_patientH_E	phs002430::715-1	dg.4DFC/d237b545-fb7b-48bd-b87d-6032c66e7b01	manual			715-1 #4.czi - Scene #2.tif	209912916	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/715-1%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	4197aa7bcda67d3fe37605bd46a9b4ce	715-1_#4_patientH_E	H&E	2024-05-23T14:50:31.387000000+00:00	pathology_file	phs002430
phs002430::716-1_#4_patientH_E	phs002430::716-1	dg.4DFC/f0607f77-bec5-41b1-8325-51304774e151	manual			716-1 #4.czi - Scene #2.tif	273781401	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/716-1%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	bf4f0024114d2eb1bca4e08ae34c2de0	716-1_#4_patientH_E	H&E	2024-05-23T14:50:31.389000000+00:00	pathology_file	phs002430
phs002430::717-1_#4_patientH_E	phs002430::717-1	dg.4DFC/cbe67d42-053c-4f5b-bdf3-fa3c16b89aaf	manual			717-1 #4.czi - Scene #1.tif	184317573	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/717-1%20%234.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cb94161ea63acaf2ae324d5e1f03a8b7	717-1_#4_patientH_E	H&E	2024-05-23T14:50:31.390000000+00:00	pathology_file	phs002430
phs002430::720-1_#4_patientH_E	phs002430::720-1	dg.4DFC/1fc478fb-5755-4889-a667-e87d35a17213	manual			720-1 #4.czi - Scene #2.tif	273749979	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/720-1%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	5219c3d43257ab0e7c1b0bc5faee35db	720-1_#4_patientH_E	H&E	2024-05-23T14:50:31.392000000+00:00	pathology_file	phs002430
phs002430::722-1_#4_patientH_E	phs002430::722-1	dg.4DFC/c21f5bb9-2d31-4dd3-80fe-374b07018840	manual			722-1 #4.czi - Scene #3.tif	213659859	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/722-1%20%234.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	94fd0c823fd41160ab3801378d2610e3	722-1_#4_patientH_E	H&E	2024-05-23T14:50:31.394000000+00:00	pathology_file	phs002430
phs002430::723-1_#4_patientH_E	phs002430::723-1	dg.4DFC/d2881529-f196-4f4a-b2a5-8c8a1084cca2	manual			723-1 #4.czi - Scene #4.tif	169972815	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/723-1%20%234.czi%20-%20Scene%20%234.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7a89de8e377f2110d1930a374c5a4b0c	723-1_#4_patientH_E	H&E	2024-05-23T14:50:31.396000000+00:00	pathology_file	phs002430
phs002430::724-1_#4_patientH_E	phs002430::724-1	dg.4DFC/510a0553-f92c-4181-a45f-6f63a34554c1	manual			724-1 #4.czi - Scene #2.tif	266742420	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/724-1%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b094956cfdd6fdbcc988413fa97a4f7e	724-1_#4_patientH_E	H&E	2024-05-23T14:50:31.398000000+00:00	pathology_file	phs002430
phs002430::728-14_#3_patientH_E	phs002430::728-14	dg.4DFC/f7bc9264-59c2-4da9-a364-878b1ee414ca	manual			728-14 #3.czi - Scene #3.tif	217924464	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/728-14%20%233.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	34d662ed986057cf51cde0674a8bb4e7	728-14_#3_patientH_E	H&E	2024-05-23T14:50:31.400000000+00:00	pathology_file	phs002430
phs002430::736-1_patientH_E	phs002430::736-1	dg.4DFC/59a0dd08-34ac-4ca3-a78d-ca022c61209a	manual			736-1.czi - Scene #2.tif	157600683	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/736-1.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	8f1faab75b53e26b9e422c82875dffe6	736-1_patientH_E	H&E	2024-05-23T14:50:31.404000000+00:00	pathology_file	phs002430
phs002430::742-4_patientH_E	phs002430::742-4	dg.4DFC/dbd97a7f-17d5-415a-ae22-7cac9a9ae0c2	manual			742-4.czi - Scene #1.tif	231426363	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/742-4.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d5bc874bea0bb7f9c977010f8afdb175	742-4_patientH_E	H&E	2024-05-23T14:50:31.406000000+00:00	pathology_file	phs002430
phs002430::775-2_#4_patientH_E	phs002430::775-2	dg.4DFC/52348e7b-53ef-4d7a-af89-1aa5aecf24de	manual			775-2 #4.czi - Scene #2.tif	201113901	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/775-2%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	bc6bd10bfac15b8555767744d62a64b1	775-2_#4_patientH_E	H&E	2024-05-23T14:50:31.428000000+00:00	pathology_file	phs002430
phs002430::778-12_#4_patientH_E	phs002430::778-12	dg.4DFC/9d0e47ff-59fc-4ecb-a55f-832045b3ce0e	manual			778-12 #4.czi - Scene #2.tif	237146502	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/778-12%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	670315d698349eb7e1c2095ddc5de76f	778-12_#4_patientH_E	H&E	2024-05-23T14:50:31.429000000+00:00	pathology_file	phs002430
phs002430::778-9_#4_patientH_E	phs002430::778-9	dg.4DFC/678e92eb-0388-4fb8-90d7-728a5a8bbc11	manual			778-9 #4.czi - Scene #2.tif	249696243	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/778-9%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	381b8afa1a5e1e7b1197144d2f364a4e	778-9_#4_patientH_E	H&E	2024-05-23T14:50:31.431000000+00:00	pathology_file	phs002430
phs002430::782-4_#3_patientH_E	phs002430::782-4	dg.4DFC/50f0f1f9-cd74-4e51-843c-53dcb0b9e0e6	manual			782-4 #3.czi - Scene #2.tif	228914535	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/782-4%20%233.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	de332d4505088cb70e4d12bfdac274c6	782-4_#3_patientH_E	H&E	2024-05-23T14:50:31.432000000+00:00	pathology_file	phs002430
phs002430::784-2_#4_patientH_E	phs002430::784-2	dg.4DFC/d2bac7b2-22ef-4020-ad3c-cfb794612af9	manual			784-2 #4.czi - Scene #1.tif	169487040	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/784-2%20%234.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	04e05c6a56e62edd745f82d875bb7ee2	784-2_#4_patientH_E	H&E	2024-05-23T14:50:31.434000000+00:00	pathology_file	phs002430
phs002430::787-1_#4_patientH_E	phs002430::787-1	dg.4DFC/93abfb57-fbe6-445a-b03f-4eb564607c35	manual			787-1 #4.czi - Scene #2.tif	284503926	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/787-1%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	19b3839cb18d35a0ce70460177cd3090	787-1_#4_patientH_E	H&E	2024-05-23T14:50:31.435000000+00:00	pathology_file	phs002430
phs002430::806-1_#7_patientH_E	phs002430::806-1	dg.4DFC/34b04912-2427-4433-b117-fbba5dd17e56	manual			806-1 #7.czi.tif	147099723	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/806-1%20%237.czi.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	fc714c62c872a7832d2f3328fd3dfae0	806-1_#7_patientH_E	H&E	2024-05-23T14:50:31.437000000+00:00	pathology_file	phs002430
phs002430::810-1_patientH_E	phs002430::810-1	dg.4DFC/981cb2f1-dd38-4c4a-8cc8-ef60d146c312	manual			810-1.tif	257984319	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/810-1.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	6fb33beb8251f6f16f0b1a90c1d36b85	810-1_patientH_E	H&E	2024-05-23T14:50:31.439000000+00:00	pathology_file	phs002430
phs002430::819-3_#5_patientH_E	phs002430::819-3	dg.4DFC/0a66b637-01fc-40f5-a546-53d40d5ff3de	manual			819-3 #5.czi.tif	131243331	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/819-3%20%235.czi.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	99a2dd30a01501da910f0e35f19d3850	819-3_#5_patientH_E	H&E	2024-05-23T14:50:31.441000000+00:00	pathology_file	phs002430
phs002430::831-2_#4_patientH_E	phs002430::831-2	dg.4DFC/08a3111d-ce34-49af-97c0-517bbf4b2767	manual			831-2 #4.czi - Scene #2.tif	206933001	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/831-2%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	684cef484cf18aed75886c6e2d8392bf	831-2_#4_patientH_E	H&E	2024-05-23T14:50:31.442000000+00:00	pathology_file	phs002430
phs002430::840-4_2_#4_patientH_E	phs002430::840-4_2	dg.4DFC/fc1c9cce-f420-4a6f-818f-e7ec22332983	manual			840-4(2) #4.czi - Scene #2.tif	228989739	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/840-4(2)%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	6eb465d336dbeca2cd4d9a2131d6a582	840-4_2_#4_patientH_E	H&E	2024-05-23T14:50:31.444000000+00:00	pathology_file	phs002430
phs002430::844-1_3_#4_patientH_E	phs002430::844-1_3	dg.4DFC/e65e032f-c792-409f-b2df-dda9baa4798c	manual			844-1(3) #4.czi - Scene #2.tif	268068993	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/844-1(3)%20%234.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	29d9c6e83742f255b6225b9bf8512d7f	844-1_3_#4_patientH_E	H&E	2024-05-23T14:50:31.446000000+00:00	pathology_file	phs002430
phs002430::HBC-392_003-1_patientH_E	phs002430::003-1	dg.4DFC/3de319b7-d0dd-4b1f-96c4-c98baf989a5d	manual			HBC-392_003-1.czi - Scene #2.tif	257569002	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_003-1.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	4317ce9db105583b74caf0734d83e768	HBC-392_003-1_patientH_E	H&E	2024-05-23T14:50:31.012000000+00:00	pathology_file	phs002430
phs002430::HBC-392_003-5_patientH_E	phs002430::003-5	dg.4DFC/3d73f4a3-303c-4c07-841e-f6d8837ce7b3	manual			HBC-392_003-5.czi - Scene #1.tif	220559025	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_003-5.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	e265e97934f7f90178977b39540aa12c	HBC-392_003-5_patientH_E	H&E	2024-05-23T14:50:31.058000000+00:00	pathology_file	phs002430
phs002430::HBC-392_008-11_patientH_E	phs002430::008-11	dg.4DFC/7148bd87-0b20-45b8-984a-db3000c4d80e	manual			HBC-392_008-11.czi - Scene #3.tif	224606811	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_008-11.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	1e10e1d008fb1fe581bab8ee97678d32	HBC-392_008-11_patientH_E	H&E	2024-05-23T14:50:31.064000000+00:00	pathology_file	phs002430
phs002430::HBC-392_008-1_patientH_E	phs002430::008-1	dg.4DFC/66e772c4-2a94-4df0-bff3-cbc92b7229f3	manual			HBC-392_008-1.czi - Scene #2.tif	235206867	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_008-1.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cc7d4f03614f0e6a0a01a3afb4f560f5	HBC-392_008-1_patientH_E	H&E	2024-05-23T14:50:31.061000000+00:00	pathology_file	phs002430
phs002430::HBC-392_010-19_patientH_E	phs002430::010-19	dg.4DFC/bb923e62-5757-4fa4-a886-8a37a72f2308	manual			HBC-392_010-19.czi - Scene #1.tif	179234103	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_010-19.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cd22ff63b05c9a95c9661fede8dc99bd	HBC-392_010-19_patientH_E	H&E	2024-05-23T14:50:31.066000000+00:00	pathology_file	phs002430
phs002430::HBC-392_010-22A_patientH_E	phs002430::010-22a	dg.4DFC/13b370e1-b5f3-422e-9f19-f8682d0448ca	manual			HBC-392_010-22A.czi - Scene #3.tif	271012059	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_010-22A.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	cee94fe56c9b4f591e13e06d09c5b4d6	HBC-392_010-22A_patientH_E	H&E	2024-05-23T14:50:31.071000000+00:00	pathology_file	phs002430
phs002430::HBC-392_010-22B_patientH_E	phs002430::010-22b	dg.4DFC/dd1bda32-fc1a-4bca-99fe-50c1853446da	manual			HBC-392_010-22B.czi - Scene #1.tif	274283907	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_010-22B.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0001538e9efd3d79e36ad7ef8ae0fd3e	HBC-392_010-22B_patientH_E	H&E	2024-05-23T14:50:31.074000000+00:00	pathology_file	phs002430
phs002430::HBC-392_010-22_C_patientH_E	phs002430::010-22c	dg.4DFC/3c097a96-264e-46b9-9b0d-040ced29a13d	manual			HBC-392_010-22(C).czi - Scene #3.tif	196137270	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_010-22(C).czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	b4bd963aa86e8eb5491d113fef2df578	HBC-392_010-22_C_patientH_E	H&E	2024-05-23T14:50:31.075000000+00:00	pathology_file	phs002430
phs002430::HBC-392_010-2_patientH_E	phs002430::010-2	dg.4DFC/634b54b5-ab18-4892-b973-855c557d2756	manual			HBC-392_010-2.czi - Scene #3.tif	177524643	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_010-2.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	df93b002064a0faac7c515d3594b2923	HBC-392_010-2_patientH_E	H&E	2024-05-23T14:50:31.069000000+00:00	pathology_file	phs002430
phs002430::HBC-392_040-5_patientH_E	phs002430::040-5	dg.4DFC/16694730-bcb0-4747-a507-6f31e5f35c6e	manual			HBC-392_040-5.czi - Scene #15.tif	96825675	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_040-5.czi%20-%20Scene%20%2315.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	0a3085f22c8676d6affff59518e4a021	HBC-392_040-5_patientH_E	H&E	2024-05-23T14:50:31.078000000+00:00	pathology_file	phs002430
phs002430::HBC-392_040-6_patientH_E	phs002430::040-6	dg.4DFC/2e09a9f7-a906-4cd1-8cdc-b75a1f04dea1	manual			HBC-392_040-6.czi - Scene #1.tif	190972479	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_040-6.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	d9ab291c4db51676045db47e8d395f1a	HBC-392_040-6_patientH_E	H&E	2024-05-23T14:50:31.080000000+00:00	pathology_file	phs002430
phs002430::HBC-392_042-8_#2_patientH_E	phs002430::042-8	dg.4DFC/c179c3bc-cbdf-44d3-8e7d-ed1e39e17125	manual			HBC-392_042-8 #2.czi - Scene #1.tif	285059919	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_042-8%20%232.czi%20-%20Scene%20%231.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	7978b86b81f1928c1b0717ccc8377708	HBC-392_042-8_#2_patientH_E	H&E	2024-05-23T14:50:31.088000000+00:00	pathology_file	phs002430
phs002430::HBC-392_052-9_patientH_E	phs002430::052-9	dg.4DFC/d0758389-8d57-4225-8863-a8656b4d677c	manual			HBC-392_052-9.czi - Scene #3.tif	204353823	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_052-9.czi%20-%20Scene%20%233.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	8b60507b34d6e14d2a84555022a31be6	HBC-392_052-9_patientH_E	H&E	2024-05-23T14:50:31.092000000+00:00	pathology_file	phs002430
phs002430::HBC-392_091-9_patientH_E	phs002430::091-9	dg.4DFC/e6225d02-efbb-4804-afef-8e0f3ed3adc3	manual			HBC-392_091-9.czi - Scene #2.tif	256428435	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_091-9.czi%20-%20Scene%20%232.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	364361a32cba66ddf1ac8f5898caf9c6	HBC-392_091-9_patientH_E	H&E	2024-05-23T14:50:31.095000000+00:00	pathology_file	phs002430
phs002430::HBC-392_104-20_2_patientH_E	phs002430::104-20	dg.4DFC/7e847225-bfc5-4084-99d8-261a9dc3f540	manual			HBC-392_104-20(2).tif	239740041	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_104-20(2).tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	a4ddaea85edf4de18f44599268356720	HBC-392_104-20_2_patientH_E	H&E	2024-05-23T14:50:31.096000000+00:00	pathology_file	phs002430
phs002430::HBC-392_107_sarcoma_patientH_E	phs002430::107-4	dg.4DFC/65eaf849-0e76-4f74-9c85-db88292b553c	manual			HBC-392_107 sarcoma.tif	283915707	tiff	s3://cds-255-phs002430-sequencefiles-p30-fy20/HBC-392_107%20sarcoma.tif	Formalin fixed paraffin embedded (FFPE)	Slide Microscopy	CC by 4.0	20	99d1ae2de968225a28be15a9a823af85	HBC-392_107_sarcoma_patientH_E	H&E	2024-05-23T14:50:31.099000000+00:00	pathology_file	phs002430
