type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	HPCI_0005_1_BN_Whole_T1_TSMRU.starAligned.final.bai	59b0eef8-b89b-561d-bcb6-bc747b6aa604	4397160	055ca1fea20d7a852866e18f9540eb02	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T1_TSMRU.starAligned.final.bai	bai	OSA01-HPCI_0005_1_BN_Whole_T1	Index File	RNA-Seq; Primary OS
file	HPCI_0005_1_BN_Whole_T1_TSMRU.starAligned.final.bam	74a063f7-aeb6-54c0-995a-2ddf6834050d	6442164647	1d4b8067ec1ac3d603a6d4ce05368497	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0005_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0005_1_BN_Whole_T2_KHSC2.bwa.final.bai	145895f0-df11-5b7d-aaf5-71f09d62e1c3	6096256	e8736a156f5d836b65e1a85d62db5de3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T2_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0005_1_BN_Whole_T2	Index File	WES; Metastatic OS
file	HPCI_0005_1_BN_Whole_T2_KHSC2.bwa.final.bam	3bd3dee3-4634-5883-b6dd-2a2e94548b70	10196796805	b2be13c0ca8a402b75e98f422de4e80e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0005_1_BN_Whole_T2	Whole Exome Sequence File	WES; Metastatic OS
file	HPCI_0005_1_BN_Whole_T3_KHSC2.bwa.final.bai	6c882e48-ddba-5f92-a68c-7793c3fa471c	5941264	f83023d81d985387b371f4c7e7d1ee80	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0005_1_BN_Whole_T3	Index File	WES; Primary OS
file	HPCI_0005_1_BN_Whole_T3_KHSC2.bwa.final.bam	3c7bfbf8-d8b9-54c8-98b9-24062d012994	8227118766	5cf7bbddc7ad6fdd398972a082f4bdc5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_BN_Whole_T3_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0005_1_BN_Whole_T3	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0005_1_PB_Whole_C4_KHSC2.bwa.final.bai	d19ce8b8-9839-5925-aaf0-2729ff9247f6	6046416	0ea7bcc37dbd6b45e58dac3e9cf9b556	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_PB_Whole_C4_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0005_1_PB_Whole_C4	Index File	WES; Normal
file	HPCI_0005_1_PB_Whole_C4_KHSC2.bwa.final.bam	ebbf1629-ea87-5696-a3a9-a5e292d4a4d3	9861117067	cf9e6fdeb87bcd8179a460f1809fa250	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0005_1_PB_Whole_C4_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0005_1_PB_Whole_C4	Whole Exome Sequence File	WES; Normal
file	HPCI_0006_1_BN_Whole_C3_KHSC2.bwa.final.bai	8e3b1145-9cfb-5a2b-9149-b0be96e71c37	6123904	92889c041a10e734b5cc7139132f0f34	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0006_1_BN_Whole_C3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0006_1_BN_Whole_C3	Index File	WES; Normal
file	HPCI_0007_1_BN_Whole_T1_TSMRU.starAligned.final.bam	f3dd3547-9ba1-5680-afc1-7486f4b3869f	7832835419	8bc1ee92bad34416f5d387f909717cf1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0007_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0007_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0007_1_BN_Whole_T2_KHSC2.bwa.final.bam	b5cd4cb0-6674-58c0-824f-3ef2242da69e	9537975424	c22e528446819c3a330c621521f63c8d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0007_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0007_1_BN_Whole_T2	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0008_1_BN_Whole_C3_KHSC2.bwa.final.bai	5bf830a3-cdc1-5523-b3bc-9cf719c13a7f	5997488	b26cc9153a52fad567e4c14c32e9267c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0008_1_BN_Whole_C3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0008_1_BN_Whole_C3	Index File	WES; Normal
file	HPCI_0008_1_BN_Whole_C3_KHSC2.bwa.final.bam	83709147-7ae4-57dd-823d-1da7889280ba	9843635890	def498bbb8378afb3c0ea7c187386a45	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0008_1_BN_Whole_C3_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0008_1_BN_Whole_C3	Whole Exome Sequence File	WES; Normal
file	HPCI_0008_1_BN_Whole_T2_KHSC2.bwa.final.bam	c04250da-a7d2-58c6-a491-31d7081b3dff	9106061789	fef64ab90e5b9e44be4ca93619ec1b00	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0008_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0008_1_BN_Whole_T2	Whole Exome Sequence File	WES; Metastatic OS
file	HPCI_0009_1_BN_Whole_T1_TSMRU.starAligned.final.bam	190bae8e-316d-5dee-ab32-0926429f07fb	6697434999	93513f9a0f684e4958c29f406e86b90f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0009_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0009_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0009_1_BN_Whole_T2_KHSC2.bwa.final.bam	5c0c6a62-dafb-5bf0-a0bb-e6e794543954	6914002557	66da9b7296e5b3aa954121c8759f3d8b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0009_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0009_1_BN_Whole_T2	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0012_1_BN_Whole_T3_KHSC2.bwa.final.bai	55298ef5-584d-51ec-b17b-be09319a70e6	5787584	1f65607d5f0211a7bd0e31366e8ef3b0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0012_1_BN_Whole_T3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0012_1_BN_Whole_T3	Index File	WES; Primary OS
file	HPCI_0012_1_BN_Whole_T5_KHSC2.bwa.final.bai	52639a38-1a65-5f1a-af84-5c0f0b1e2c2b	6059576	a7a6d7347e5e1809d07f94563514a028	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0012_1_BN_Whole_T5_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0012_1_BN_Whole_T5	Index File	WES; Metastatic OS
file	HPCI_0012_1_BN_Whole_T5_KHSC2.bwa.final.bam	bb02073e-c32d-5bf0-8a15-ea9e60c5b19c	9953512649	e93bb7e89fb3d46168c31a613026ab02	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0012_1_BN_Whole_T5_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0012_1_BN_Whole_T5	Whole Exome Sequence File	WES; Metastatic OS
file	HPCI_0012_1_PB_Whole_C4_KHSC2.bwa.final.bam	137fb60b-c63e-57fb-81ea-118d68d4867d	8902927983	e69ae26b9b26fa63ad78aa97c55101a7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0012_1_PB_Whole_C4_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0012_1_PB_Whole_C4	Whole Exome Sequence File	WES; Normal
file	HPCI_0013_1_BN_Whole_T1_TSMRU.starAligned.final.bai	bfa6b102-40b5-5ad3-bf9c-ec2a47e97209	4483160	90c7fa1caf35ae0a9cfeabef95fff7e5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_BN_Whole_T1_TSMRU.starAligned.final.bai	bai	OSA01-HPCI_0013_1_BN_Whole_T1	Index File	RNA-Seq; Primary OS
file	HPCI_0013_1_BN_Whole_T1_TSMRU.starAligned.final.bam	892dfccb-3264-568b-82e3-7c9a33bd7dd5	7326197000	85fc3e3acc6afa4ddb06356fe3935ea7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0013_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0013_1_BN_Whole_T2_KHSC2.bwa.final.bai	ce01811d-da99-5abf-b4b7-64ac4f5aa0a5	6014040	1d3e3edd74db9d5140a182754d33110b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_BN_Whole_T2_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0013_1_BN_Whole_T2	Index File	WES; Primary OS
file	HPCI_0013_1_BN_Whole_T2_KHSC2.bwa.final.bam	0bf78ca1-98b0-5d47-b1c7-266a8286d17f	9955836768	1adc9b75f9d23fa0eea4784d4b9137a4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0013_1_BN_Whole_T2	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0013_1_PB_Whole_C3_KHSC2.bwa.final.bai	66f1de91-ea37-5633-828c-2bef281d0571	5912840	21c6c5b0114aba994c69802a14c378fc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_PB_Whole_C3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0013_1_PB_Whole_C3	Index File	WES; Normal
file	HPCI_0013_1_PB_Whole_C3_KHSC2.bwa.final.bam	e3f71928-cc69-5531-94a1-64c938f1f1c4	7926773441	8cb464cace0a3ea0307a3c61e59808d6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0013_1_PB_Whole_C3_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0013_1_PB_Whole_C3	Whole Exome Sequence File	WES; Normal
file	HPCI_0014_1_BN_Whole_T1_TSMRU.starAligned.final.bam	4411ebb2-7c9c-5f25-bb14-e70d66cff4fc	6919787596	e0b73561410118a409a48a78173b6d57	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0014_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0014_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0014_1_BN_Whole_T2_KHSC2.bwa.final.bai	c2be2ac1-85af-5452-97af-b5160e9fbdfb	6085488	9830ceb61f929d87b13e71b5f28998ad	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0014_1_BN_Whole_T2_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0014_1_BN_Whole_T2	Index File	WES; Primary OS
file	HPCI_0014_1_BN_Whole_T4_KHSC2.bwa.final.bai	1f5ca0cf-0942-5edd-b945-7b5370a1138e	6300632	893dfe50279658f7a79524b856cfaf07	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0014_1_BN_Whole_T4_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0014_1_BN_Whole_T4	Index File	WES; Metastatic OS
file	HPCI_0014_1_BN_Whole_T4_KHSC2.bwa.final.bam	6f0df563-aa9c-51f0-9361-6e5c9388f750	11457158234	8de0d6e03ea53ba3b8d12e13504e6482	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0014_1_BN_Whole_T4_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0014_1_BN_Whole_T4	Whole Exome Sequence File	WES; Metastatic OS
file	HPCI_0041_1_BN_Whole_T2_KHSC2.bwa.final.bam	2a940c8a-c779-5ffb-afa8-2cc84ad1ec3f	10024098524	c4cb99f11c8637949e1922a9fed9bb1a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0041_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0041_1_BN_Whole_T2	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0041_1_PB_Whole_C3_KHSC2.bwa.final.bai	2ca33fc9-fd38-5261-be51-1ab118ca4643	6082248	47980a527aa1b65201379c08867efd38	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0041_1_PB_Whole_C3_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0041_1_PB_Whole_C3	Index File	WES; Normal
file	HPCI_0041_1_PB_Whole_C3_KHSC2.bwa.final.bam	1a3178cf-cf48-5cb9-a64d-178b0359029c	10443049829	5d10843332987383ff09254a24c411bd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0041_1_PB_Whole_C3_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0041_1_PB_Whole_C3	Whole Exome Sequence File	WES; Normal
file	HPCI_0042_1_PB_Whole_C1_KHSC2.bwa.final.bai	39a7831b-c484-5f82-953e-8e5b2f3dbb54	6164328	d48838b8a875099a27855d2231476e37	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0042_1_PB_Whole_C1_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0042_1_PB_Whole_C1	Index File	WES; Normal
file	HPCI_0042_1_PB_Whole_C1_KHSC2.bwa.final.bam	268822d8-7363-5399-b9f1-63414c456a7b	10603418059	7b4ee3c65c491b214fe51b59224b90e9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0042_1_PB_Whole_C1_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0042_1_PB_Whole_C1	Whole Exome Sequence File	WES; Normal
file	HPCI_0044_1_BN_Whole_T1_KHSC2.bwa.final.bam	1fc139cb-0316-5cf1-80f1-ad6a33515867	10186319651	3d0440dcf22ae01dc3f5256a39202ddf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0044_1_BN_Whole_T1_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0044_1_BN_Whole_T1	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0045_1_BN_Whole_C1_KHSC2.bwa.final.bai	ba8bb4b4-8701-5ccc-8a92-ffa5fe3ba217	6056192	63a6836b2a541af1dde2b9eff5522198	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0045_1_BN_Whole_C1_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0045_1_BN_Whole_C1	Index File	WES; Normal
file	HPCI_0045_1_BN_Whole_T2_KHSC2.bwa.final.bai	1bc9c118-1c5a-5e7e-9f02-a30f96e22314	6033480	5b9f4bfb42fc60b244df4e281b09c2c3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0045_1_BN_Whole_T2_KHSC2.bwa.final.bai	bai	OSA01-HPCI_0045_1_BN_Whole_T2	Index File	WES; Primary OS
file	HPCI_0045_1_BN_Whole_T2_KHSC2.bwa.final.bam	1f060235-86c4-526c-92bf-4a86e661e0db	9866948631	79bb2234e23b2f39a81f2d6caef15407	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0045_1_BN_Whole_T2_KHSC2.bwa.final.bam	bam	OSA01-HPCI_0045_1_BN_Whole_T2	Whole Exome Sequence File	WES; Primary OS
file	HPCI_0051_1_MN_Whole_T1_TSMRU.starAligned.final.bai	26cfd247-48c7-575a-adf2-e51c3641aac8	4722488	9613401d38b650b9b02e9531ab4a7535	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0051_1_MN_Whole_T1_TSMRU.starAligned.final.bai	bai	OSA01-HPCI_0051_1_MN_Whole_T1	Index File	RNA-Seq; Primary OS
file	HPCI_0051_1_MN_Whole_T1_TSMRU.starAligned.final.bam	4d15c9dd-1cdf-5ddd-8f6e-0ec51ed6db82	6645171522	c9ae73ef987ea8c39331d82bb076daaa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0051_1_MN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0051_1_MN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0053_1_BN_Whole_T1_TSMRU.starAligned.final.bai	c6f4a75f-1754-535e-8118-c16ea808fe96	4438872	0938d40023308939e6c7834d40bea2b3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0053_1_BN_Whole_T1_TSMRU.starAligned.final.bai	bai	OSA01-HPCI_0053_1_BN_Whole_T1	Index File	RNA-Seq; Primary OS
file	HPCI_0053_1_BN_Whole_T1_TSMRU.starAligned.final.bam	58501197-d145-5435-8c08-b46ec1ef6874	6051747402	8245e71bb3450ba21a0e2d655c50f174	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0053_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0053_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	HPCI_0054_1_BN_Whole_T1_TSMRU.starAligned.final.bai	ff337beb-910b-5154-8299-3e476d7a64cb	4867720	d0600358fad7df3567d6b944d60e6e53	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0054_1_BN_Whole_T1_TSMRU.starAligned.final.bai	bai	OSA01-HPCI_0054_1_BN_Whole_T1	Index File	RNA-Seq; Primary OS
file	HPCI_0054_1_BN_Whole_T1_TSMRU.starAligned.final.bam	c9b5a7ce-0ed0-5fd0-b2a9-9d22921688e3	6323114787	91fdc24f5a980fe2d27e0ce25ac39379	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/HPCI_0054_1_BN_Whole_T1_TSMRU.starAligned.final.bam	bam	OSA01-HPCI_0054_1_BN_Whole_T1	RNA Sequence File	RNA-Seq; Primary OS
file	WLJ_001_XJFOSA001-V1T-1_S21_L004_R1_001_T3_TSMRS.starAligned.final.bai	d3b300ca-ead9-5bbc-8838-872e16c9421b	4684120	45548751d0b92d301333d9d22b11285a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/OSA01/WLJ_001_XJFOSA001-V1T-1_S21_L004_R1_001_T3_TSMRS.starAligned.final.bai	bai	OSA01-WLJ_001_T3	Index File	RNA-Seq; Primary OS
