file_type	study.phs_accession	submission_version	experimental_strategy_and_data_subtypes	file_id	file.file_id	sample.sample_id	md5sum	updated	file_url_in_cds	file_size	file_name	type	uuid	participant.study_participant_id
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/635af539-955b-443b-94d6-496ef6f866ef			273334f179b2d0796de043e21e8cae47	2024-06-04T14:14:27.016000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHMA.json	32872	PBBHMA.json	file	e68d70b3-af7a-5eb6-ab6a-70122761ffcd	phs002790_PBBHMA
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/8535808f-bf0f-42f5-a343-cf1c764f2f7d			9e38db4eacd18bb3a72250f96f93b81a	2024-06-04T14:14:27.026000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHMD.json	7388	PBBHMD.json	file	216e0a89-e05e-5d66-986a-b1f79a5a86fe	phs002790_PBBHMD
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/9c4f47a8-1b4c-43f5-94ce-2061659054f5			71ab95992f6c7ccd5481eb43b9a02b96	2024-06-04T14:14:27.041000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHMI.json	22490	PBBHMI.json	file	43cc50ad-e09b-5c45-b9fa-5d5feeac6780	phs002790_PBBHMI
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/8fa73656-076a-4487-9a96-c66e8fd6d180			1fb594abff1c48a1a76121e2d3912f24	2024-06-04T14:14:27.049000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHPP.json	6183	PBBHPP.json	file	5c6f08d8-a518-5c99-a5a1-24633cb034bf	phs002790_PBBHPP
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/470b7f84-2bac-4623-9556-a375ab016297			1fa7c6e57a1d4fd18ab08585ab189d39	2024-06-04T14:14:27.055000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHRU.json	22581	PBBHRU.json	file	590e1c76-08ca-50a7-88e9-b04e750c2a19	phs002790_PBBHRU
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/c21cda88-7dae-4dc0-b18d-b99148691082			3d62a6ec3d1aa8a81df720fd2f2498a6	2024-06-04T14:14:27.068000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHSU.json	5508	PBBHSU.json	file	2496dbf6-e3b4-58ff-b9f9-d5b316e2c1f6	phs002790_PBBHSU
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/739bca42-01dd-42a9-9d46-c5395bb7f954			ea9a556c30bce6cbf3606ee48f603ff9	2024-06-04T14:14:27.073000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHTY.json	11266	PBBHTY.json	file	2ae2c967-dfc0-5497-93e1-35eb61eef589	phs002790_PBBHTY
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/bfb5aa82-63b5-46af-9b57-6d9d9b6fedd6			5c2deb5edae13e95d5a3bd388ed321a8	2024-06-04T14:14:27.087000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHUB.json	34187	PBBHUB.json	file	0ea4e8de-a204-5146-bcb2-1274a30dcea8	phs002790_PBBHUB
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/c5781a44-92d5-4dd1-96cb-0e3b53ec9e04			34a8219c9fe4f9322fd9d24a3b7dab72	2024-06-04T14:14:27.098000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHVH.json	6174	PBBHVH.json	file	525ee2ae-e053-58a7-99be-76d12d11ac06	phs002790_PBBHVH
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/6322cae4-306c-4e91-9345-33f54dec226d			eadc3575f7eefbab078402597ae50b34	2024-06-04T14:14:27.103000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHWP.json	35314	PBBHWP.json	file	f348cf33-f502-5e65-b308-90464917628b	phs002790_PBBHWP
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/f32086df-35a7-444a-af3c-47719cedc7ac			2351b45fefecdb37ec734eb916a94d3e	2024-06-04T14:14:27.108000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHWY.json	33244	PBBHWY.json	file	dda697e8-812c-5538-abf1-cce4e861c707	phs002790_PBBHWY
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/45a02ff6-e060-4fdd-b681-71085115df38			7f99c3507af0affc06411d24b15d83c1	2024-06-04T14:14:27.113000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHXE.json	14728	PBBHXE.json	file	1ad8d000-5d82-54cb-952a-f02247d52099	phs002790_PBBHXE
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/0805720e-11c4-4843-9e5c-343bcb5f5774			b95e1e31cc6fab5802aee716304106df	2024-06-04T14:14:27.119000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHXT.json	22122	PBBHXT.json	file	3c0fefc6-d2d0-5e15-9284-6ad1e3f2b463	phs002790_PBBHXT
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/3d8fe88a-a4ee-4f44-b392-7cc6312513de			f583460eeeb3d24ff6e5cb364420374d	2024-06-04T14:14:27.124000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHYD.json	7398	PBBHYD.json	file	2c6cb832-b84a-5fb7-8291-f9daaf7e98ba	phs002790_PBBHYD
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/15bfe103-045e-4639-962b-6cd324845201			9bf79a194f9002422b7402eba2fb91b8	2024-06-04T14:14:27.129000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHYH.json	21440	PBBHYH.json	file	74076aca-85cc-530b-8e06-d9500066fc73	phs002790_PBBHYH
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/938ae4bf-5e34-41e9-82dc-5686bb739187			33711af0d74309a97ce1f0d300497a61	2024-06-04T14:14:27.134000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHYV.json	32979	PBBHYV.json	file	c008e7ff-9e25-50f0-a545-53247023ddfe	phs002790_PBBHYV
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/36cde197-64a4-4df6-bbe9-50db6b4efbb8			8ce984d1ca70a37ec9c4e554eb1c951e	2024-06-04T14:14:27.138000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBHZD.json	37840	PBBHZD.json	file	ec08d89c-1c86-5aa7-881b-92d17bf3b0e7	phs002790_PBBHZD
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/1d786244-1371-4953-abe0-0078f3e4e739			e2d1f8ee27096be678057c26aadb7ec3	2024-06-04T14:14:27.143000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIBE.json	31871	PBBIBE.json	file	96e7dee0-519d-549a-a19e-e0a514b518b1	phs002790_PBBIBE
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/d57b0b3d-7087-48db-921a-f7dd9ca7cfb5			cad3f36fb3476244a41712528a5e1e70	2024-06-04T14:14:27.148000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIBH.json	31728	PBBIBH.json	file	2f87352c-7f97-5d4b-a14c-19e2097f360a	phs002790_PBBIBH
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/b8c83424-0739-4e52-b84a-14862048a73d			911cf7de62810d3d8a1bfca37e85a343	2024-06-04T14:14:27.153000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIBP.json	21332	PBBIBP.json	file	cd5d82aa-1e6e-502a-aa60-e2ecfbdf6ca4	phs002790_PBBIBP
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/3ad348e9-18cd-4e92-bca7-b7581b63310b			bfe8f463b338ca243d84c4e59b833f76	2024-06-04T14:14:27.158000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIBR.json	7346	PBBIBR.json	file	e99c0cd6-874d-5382-ad51-33e3fe1add87	phs002790_PBBIBR
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/8c11ba73-dcf3-49d1-8924-d35e3978f602			02d2d7fc416fda789f077fbb8aa1b51f	2024-06-04T14:14:27.163000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIBT.json	22558	PBBIBT.json	file	db69ce9d-ec06-51c3-9700-02f177310bb9	phs002790_PBBIBT
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/bac358d2-644c-4b84-83b7-c69dc2ea3a68			6b35fcbf343b50018231b56891a9d058	2024-06-04T14:14:27.170000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBICF.json	33335	PBBICF.json	file	7f5abd8c-8769-50e0-842a-bcb2486cb7bb	phs002790_PBBICF
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/db203808-702c-49d2-968f-663fa11acf55			7935a519d658a78bf2de955489a46c38	2024-06-04T14:14:27.175000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBICS.json	34194	PBBICS.json	file	df8116f9-9b32-5bae-a5ca-4e86e1b30c5d	phs002790_PBBICS
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/c8c0141a-f011-4167-9ff5-528fdecdad80			319476e2bfb0f639d2492b6c3b364f8c	2024-06-04T14:14:27.181000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDB.json	7392	PBBIDB.json	file	dc574f55-d072-50a9-84c9-546714078209	phs002790_PBBIDB
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/b6bd6208-f451-44fe-a0bf-8d4954ce7866			e9d721858e855a1f0d879cb8380a3fdc	2024-06-04T14:14:27.186000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDF.json	14899	PBBIDF.json	file	2f5deb81-072f-5bc0-9211-2f37bb5306a5	phs002790_PBBIDF
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/7460981b-91c6-41f4-b0a4-8b392689ed23			cad5b122384bb5f921c81c58adf9b207	2024-06-04T14:14:27.191000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDG.json	21398	PBBIDG.json	file	7b12824a-d743-5f6d-a55c-9d16f36e3267	phs002790_PBBIDG
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/b00eefc7-5424-471c-afc0-080331b40e40			470697df96f17570908bc4e4fa670f9d	2024-06-04T14:14:27.197000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDH.json	6171	PBBIDH.json	file	1c8370ac-3ea6-5a99-9105-69bff6db8887	phs002790_PBBIDH
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/04e484b5-3c76-4dca-92ed-90f4ad56e1ff			fbd45a709ba497f84d810f31c128282a	2024-06-04T14:14:27.202000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDL.json	6186	PBBIDL.json	file	b0ed3d35-1eea-5b94-a33c-f28df8af8d01	phs002790_PBBIDL
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/381a6c5a-cb10-4d28-a433-bad24fabd5bd			28ea3ca88cd3ef6ffe4b8d9c6c5e1a8f	2024-06-04T14:14:27.208000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDM.json	6180	PBBIDM.json	file	7a2f11df-568f-5006-95ee-09b0351f4af1	phs002790_PBBIDM
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/6932e62c-7bc3-4ad3-8841-d778eb8e0c72			6b70daca772a89a764f962020cb2569b	2024-06-04T14:14:27.215000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDT.json	6183	PBBIDT.json	file	a3bc591b-b38c-5d2e-bb1d-29d7a160fb50	phs002790_PBBIDT
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/1da798ca-1320-4f80-874d-482a001e77e9			2d06f9cbf4a229b6feee5041660e36e4	2024-06-04T14:14:27.221000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDW.json	7345	PBBIDW.json	file	3d70f814-4a63-5dd3-937e-992204e848d4	phs002790_PBBIDW
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/477549fc-5cc7-4201-be05-6564df972e57			2dbc5aaae7b3f15dd5a0bd39eecdfe0d	2024-06-04T14:14:27.227000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDY.json	31727	PBBIDY.json	file	74490e42-0556-5998-aa4f-2adc7f407cfd	phs002790_PBBIDY
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/9694741b-9ef4-4339-8a82-f357d6858df9			24d79e26fea585523d65807b20566e04	2024-06-04T14:14:27.232000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIDZ.json	21445	PBBIDZ.json	file	bdd276f1-cfc3-5a2e-b6ce-b5f9adf6eaf3	phs002790_PBBIDZ
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/31873929-1998-4246-bad3-bd40f544b000			e7bd21ec1cbe89b978b32443bed89b42	2024-06-04T14:14:27.239000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIEL.json	22568	PBBIEL.json	file	0595444b-5669-5469-a7c1-da72bcafaf5d	phs002790_PBBIEL
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/1c6b5b45-7d18-45b3-b776-fd3d006c5d22			a45351dce7db5bb9b6872762ffe23d66	2024-06-04T14:14:27.244000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIEN.json	17503	PBBIEN.json	file	6ec5ffd9-593b-501f-92a0-8ab7cc07eb12	phs002790_PBBIEN
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/5dacb536-acf4-47df-8843-544ea668110f			a2cde561c78bcbe96342cf9abbce3ece	2024-06-04T14:14:27.249000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIET.json	16338	PBBIET.json	file	aeaeb7ae-e223-51ca-b320-a11951504e9f	phs002790_PBBIET
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/539f3b5a-19a1-400b-883d-2444a9f724a9			d3207faf45b279074cd1e6bdcc44d3b1	2024-06-04T14:14:27.254000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIFL.json	6203	PBBIFL.json	file	7e45c236-22fa-5d53-8f53-9ab7aa062657	phs002790_PBBIFL
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/3e671ea0-37e7-41fd-9b5b-ee5cb799e184			843d1159246512cc03c84ec29677bbbe	2024-06-04T14:14:27.259000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIGN.json	31772	PBBIGN.json	file	f9a50f1e-2d4d-5f37-a5cf-12a0292c68b5	phs002790_PBBIGN
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/05c62ce3-6ae5-4adc-b4c7-675704b82533			462d524d522bfdaff94978db3b194d7a	2024-06-04T14:14:27.263000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIHA.json	33386	PBBIHA.json	file	20ebe5da-6847-55bd-b167-6cb6b15fcc20	phs002790_PBBIHA
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/7be62711-c94c-42ce-823c-9649bcd43a95			68c52af460cb76cd271bcfc8bac0f67d	2024-06-04T14:14:27.268000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIHD.json	6169	PBBIHD.json	file	1ab2e701-a6cc-51b9-ac32-4e1382760c60	phs002790_PBBIHD
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/8ab73282-8421-4abe-8de5-a1caa84bd1a8			9f9e161055bbd3d176e2df6ad775e8ad	2024-06-04T14:14:27.275000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIHJ.json	16323	PBBIHJ.json	file	fcf2e606-7950-56d9-a7df-12cde0b7f368	phs002790_PBBIHJ
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/353eaba8-1a30-4b32-9c9b-118a16e38aec			b59bc64398d69219b80c5e13d289f22a	2024-06-04T14:14:27.281000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIIF.json	32925	PBBIIF.json	file	8113d87c-f45b-53a3-9418-2fba258b4bba	phs002790_PBBIIF
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/26ca3e85-4350-4da4-a4e9-a023fa722f61			47f9d4c992b14064b239830a8a5552f3	2024-06-04T14:14:27.288000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIIW.json	32243	PBBIIW.json	file	9a326155-71e4-5af3-82fa-6d3d12e72c5f	phs002790_PBBIIW
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/3d44d2b6-a84d-47a0-a194-cc09839eefbc			0e3bab0c82ca79a752070ae172349ccf	2024-06-04T14:14:27.300000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIJB.json	6177	PBBIJB.json	file	09e6fc8a-8f48-5360-8213-9c3d83272cdb	phs002790_PBBIJB
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/7d60ce2a-5567-4ae7-bdd9-d82a153ec2e0			d6e7cbc11a006027fafd61f8c76b16b0	2024-06-04T14:14:27.310000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIJK.json	34209	PBBIJK.json	file	73f75648-5298-529a-b6eb-d2e8a67a175c	phs002790_PBBIJK
JSON	phs002790	phs002790.v4.p1	"[""WXS""]"	dg.4DFC/35dd9ead-b9cd-44e8-a420-8403fe08940f			8a53c0c1a3ca84e6112a8d2bdb61b605	2024-06-04T14:14:27.317000000+00:00	s3://cds-305-phs002790-production-ccdi-ctsmc/2023_08_25_Release_Clinical/Clinical_JSONs/APEC14B1-CCDI-MCI-2023H1/PBBIJS.json	6177	PBBIJS.json	file	492c0b50-7b84-56a0-ae20-67369cb584f2	phs002790_PBBIJS
