library_id	bases	number_of_reads	avg_read_length	coverage	reference_genome_assembly	design_description	library_layout	library_source	platform	instrument_model	type	genomic_info_id	file.file_id	library_strategy	library_selection
L200625W_G08	96600000000	675825554	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f22acba7-54f4-4663-b9f1-32b9f1f7d193_L200625W_G08	dg.4DFC/f22acba7-54f4-4663-b9f1-32b9f1f7d193	Not specified in data	Not specified in data
L200625W_G08	96600000000	675825554	132	37	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ee896605-dbf8-43c7-9f69-ed9bb8b7045e_L200625W_G08	dg.4DFC/ee896605-dbf8-43c7-9f69-ed9bb8b7045e	Not specified in data	Not specified in data
L200625W_G02	88800000000	641803656	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/cc3e68ad-930c-46ad-9eca-672a5b671067_L200625W_G02	dg.4DFC/cc3e68ad-930c-46ad-9eca-672a5b671067	Not specified in data	Not specified in data
L200625W_G02	88800000000	641803656	132	35	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/f982c187-d311-4f2c-b086-40605ad63c5a_L200625W_G02	dg.4DFC/f982c187-d311-4f2c-b086-40605ad63c5a	Not specified in data	Not specified in data
L200625W_F08	93000000000	1084284784	132	59	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/eac3630d-9618-42ec-be61-211908a262af_L200625W_F08	dg.4DFC/eac3630d-9618-42ec-be61-211908a262af	Not specified in data	Not specified in data
L200625W_F08	93000000000	1084284784	132	59	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5d812490-6624-49c7-8350-ead6edf37f5b_L200625W_F08	dg.4DFC/5d812490-6624-49c7-8350-ead6edf37f5b	Not specified in data	Not specified in data
L200625W_A12	121000000000	563045170	132	31	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3111a9ca-0be5-4da4-af3b-f924c5bbcf0f_L200625W_A12	dg.4DFC/3111a9ca-0be5-4da4-af3b-f924c5bbcf0f	Not specified in data	Not specified in data
L200625W_A12	121000000000	563045170	132	31	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/148f1001-bb21-403f-8a37-ef2d82ea5317_L200625W_A12	dg.4DFC/148f1001-bb21-403f-8a37-ef2d82ea5317	Not specified in data	Not specified in data
L200625W_H04	111000000000	726277314	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/781fa2a7-bae4-4bbf-9940-40f6eef67f83_L200625W_H04	dg.4DFC/781fa2a7-bae4-4bbf-9940-40f6eef67f83	Not specified in data	Not specified in data
L200625W_H04	111000000000	726277314	132	40	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/ecf2f6ff-9826-457d-854e-d16d71c403b5_L200625W_H04	dg.4DFC/ecf2f6ff-9826-457d-854e-d16d71c403b5	Not specified in data	Not specified in data
L200625W_H08	135000000000	731668288	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/8c3d191a-5e87-447a-a0e4-443092d80d54_L200625W_H08	dg.4DFC/8c3d191a-5e87-447a-a0e4-443092d80d54	Not specified in data	Not specified in data
L200625W_H08	135000000000	731668288	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c8c0fa24-44e8-4177-b2a5-8d3e382abe1f_L200625W_H08	dg.4DFC/c8c0fa24-44e8-4177-b2a5-8d3e382abe1f	Not specified in data	Not specified in data
L200625W_G07	109000000000	691837112	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/2b4867db-e5b3-4a14-88a9-b6bf8b2d9d8d_L200625W_G07	dg.4DFC/2b4867db-e5b3-4a14-88a9-b6bf8b2d9d8d	Not specified in data	Not specified in data
L200625W_G07	109000000000	691837112	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/d1c1d8ea-26ea-4dec-8df1-ec99aa78c53d_L200625W_G07	dg.4DFC/d1c1d8ea-26ea-4dec-8df1-ec99aa78c53d	Not specified in data	Not specified in data
L200625W_H01	99800000000	643084712	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e4b31cc3-aac8-46a1-a298-1b422afc9495_L200625W_H01	dg.4DFC/e4b31cc3-aac8-46a1-a298-1b422afc9495	Not specified in data	Not specified in data
L200625W_H01	99800000000	643084712	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b35a87f6-9544-4737-ae71-a7e7fbc8f320_L200625W_H01	dg.4DFC/b35a87f6-9544-4737-ae71-a7e7fbc8f320	Not specified in data	Not specified in data
L200625W_G05	96000000000	742815080	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/1a7e8f3b-7b46-4e55-bd68-8fdfdd611ba7_L200625W_G05	dg.4DFC/1a7e8f3b-7b46-4e55-bd68-8fdfdd611ba7	Not specified in data	Not specified in data
L200625W_G05	96000000000	742815080	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e503309d-1868-4dcc-913b-129bfd870ffe_L200625W_G05	dg.4DFC/e503309d-1868-4dcc-913b-129bfd870ffe	Not specified in data	Not specified in data
L200625W_G01	96600000000	671270882	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/a45d86bd-e9df-4c33-b860-a982b5d9a0d6_L200625W_G01	dg.4DFC/a45d86bd-e9df-4c33-b860-a982b5d9a0d6	Not specified in data	Not specified in data
L200625W_G01	96600000000	671270882	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/4ee11723-6ee0-4ab5-a676-012d2baf862c_L200625W_G01	dg.4DFC/4ee11723-6ee0-4ab5-a676-012d2baf862c	Not specified in data	Not specified in data
L200625W_H03	91800000000	765613694	132	42	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/30b2f1ef-daf0-4ca9-bae5-ca0796fa3a1c_L200625W_H03	dg.4DFC/30b2f1ef-daf0-4ca9-bae5-ca0796fa3a1c	Not specified in data	Not specified in data
L200625W_H03	91800000000	765613694	132	42	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/bce120ca-032f-47f7-818d-a0bdf7cf2f02_L200625W_H03	dg.4DFC/bce120ca-032f-47f7-818d-a0bdf7cf2f02	Not specified in data	Not specified in data
L200625W_G03	103000000000	633869346	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/954c32f1-a97b-4699-94eb-d3780df0b6f2_L200625W_G03	dg.4DFC/954c32f1-a97b-4699-94eb-d3780df0b6f2	Not specified in data	Not specified in data
L200625W_G03	103000000000	633869346	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/166c967f-42d5-4cbf-bcd7-dc1c0634588a_L200625W_G03	dg.4DFC/166c967f-42d5-4cbf-bcd7-dc1c0634588a	Not specified in data	Not specified in data
L200625W_H09	128000000000	691494264	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/c53b720c-77de-48a5-b248-c71cb2eb6dfc_L200625W_H09	dg.4DFC/c53b720c-77de-48a5-b248-c71cb2eb6dfc	Not specified in data	Not specified in data
L200625W_H09	128000000000	691494264	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/dd22ecac-87c9-4922-bfc1-a93ba0506f69_L200625W_H09	dg.4DFC/dd22ecac-87c9-4922-bfc1-a93ba0506f69	Not specified in data	Not specified in data
L200625W_H10	123000000000	892583134	132	51	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/18f64017-fc11-4d01-b2e5-4b4af990d0eb_L200625W_H10	dg.4DFC/18f64017-fc11-4d01-b2e5-4b4af990d0eb	Not specified in data	Not specified in data
L200625W_H10	123000000000	892583134	132	51	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/b2d5130a-36ac-464f-b355-f36236e3e810_L200625W_H10	dg.4DFC/b2d5130a-36ac-464f-b355-f36236e3e810	Not specified in data	Not specified in data
L200625W_G11	116000000000	660664898	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fca569f6-c2ea-4c94-9844-b4502a661cad_L200625W_G11	dg.4DFC/fca569f6-c2ea-4c94-9844-b4502a661cad	Not specified in data	Not specified in data
L200625W_G11	116000000000	660664898	132	36	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fa968436-20e9-478b-9a91-954166956321_L200625W_G11	dg.4DFC/fa968436-20e9-478b-9a91-954166956321	Not specified in data	Not specified in data
L200909W_E01	88400000000	760917712	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/69a1141d-ec7e-4970-a601-ee36cee1b743_L200909W_E01	dg.4DFC/69a1141d-ec7e-4970-a601-ee36cee1b743	Not specified in data	Not specified in data
L200909W_E01	88400000000	760917712	132	41	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/6cdcbbf7-92f2-48d1-a7e4-09c3022977cc_L200909W_E01	dg.4DFC/6cdcbbf7-92f2-48d1-a7e4-09c3022977cc	Not specified in data	Not specified in data
L200625W_G04	88000000000	588406640	132	32	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/740ee618-b155-4185-8553-c9407e0fbc0e_L200625W_G04	dg.4DFC/740ee618-b155-4185-8553-c9407e0fbc0e	Not specified in data	Not specified in data
L200625W_G04	88000000000	588406640	132	32	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/fe2c07fb-e90d-4e52-a5ea-6e818516c89f_L200625W_G04	dg.4DFC/fe2c07fb-e90d-4e52-a5ea-6e818516c89f	Not specified in data	Not specified in data
L200625W_G12	87600000000	803481028	132	47	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/0d2a64a8-072d-4ecb-98d6-e57133cd22de_L200625W_G12	dg.4DFC/0d2a64a8-072d-4ecb-98d6-e57133cd22de	Not specified in data	Not specified in data
L200625W_G12	87600000000	803481028	132	47	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/3ac43fc8-c095-4338-af76-4d26d4f5568a_L200625W_G12	dg.4DFC/3ac43fc8-c095-4338-af76-4d26d4f5568a	Not specified in data	Not specified in data
L200625W_C06	110000000000	697898232	132	38	GRCh37	750ng of gDNA was sheared to 500bp using Covaris LE220Plus; fragmented DNA was size selected using dsSPRI; libraries were generated using KapaHyper Prep Library Prep kit reagents for whole genome PCRfree sequencing.: WGS_PCRFree_KHP_LibraryPrep_CIDR_Protocol_v1	Paired-End	Genomic	Illumina	Illumina NovaSeq 6000	genomic_info	dg.4DFC/5ca46a34-99a0-4aa3-9c2a-3dcac16e3288_L200625W_C06	dg.4DFC/5ca46a34-99a0-4aa3-9c2a-3dcac16e3288	Not specified in data	Not specified in data
