reference_genome_assembly	design_description	library_strategy	library_layout	library_source	type	genomic_info_id	file.file_id	platform	instrument_model	library_selection
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c217aaa-fb35-11ed-bdfa-278cf82fe5e7	dg.4DFC/6c217aaa-fb35-11ed-bdfa-278cf82fe5e7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c219c7e-fb35-11ed-bedf-03094bfeebdf	dg.4DFC/6c219c7e-fb35-11ed-bedf-03094bfeebdf	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c21be16-fb35-11ed-a872-3f380f14bd4b	dg.4DFC/6c21be16-fb35-11ed-a872-3f380f14bd4b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c21df68-fb35-11ed-b857-47871c61b677	dg.4DFC/6c21df68-fb35-11ed-b857-47871c61b677	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2203da-fb35-11ed-b563-8f852a177d40	dg.4DFC/6c2203da-fb35-11ed-b563-8f852a177d40	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c222540-fb35-11ed-8c47-4fdcefed47a8	dg.4DFC/6c222540-fb35-11ed-8c47-4fdcefed47a8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c224b42-fb35-11ed-8d97-0702328ecc5d	dg.4DFC/6c224b42-fb35-11ed-8d97-0702328ecc5d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c226dac-fb35-11ed-a587-bbabb108a1a1	dg.4DFC/6c226dac-fb35-11ed-a587-bbabb108a1a1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c228fb2-fb35-11ed-a91e-77fe40ec9578	dg.4DFC/6c228fb2-fb35-11ed-a91e-77fe40ec9578	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c22b21c-fb35-11ed-bced-9b61f9652b11	dg.4DFC/6c22b21c-fb35-11ed-bced-9b61f9652b11	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c22d7ce-fb35-11ed-b895-939077668b71	dg.4DFC/6c22d7ce-fb35-11ed-b895-939077668b71	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c22f9a2-fb35-11ed-bb91-97d8c11714a6	dg.4DFC/6c22f9a2-fb35-11ed-bb91-97d8c11714a6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c231af4-fb35-11ed-a6d5-3f2adea11a89	dg.4DFC/6c231af4-fb35-11ed-a6d5-3f2adea11a89	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c23406a-fb35-11ed-b96d-6baee5015641	dg.4DFC/6c23406a-fb35-11ed-b96d-6baee5015641	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2361ee-fb35-11ed-85d2-abc665eb7436	dg.4DFC/6c2361ee-fb35-11ed-85d2-abc665eb7436	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c238322-fb35-11ed-a4f7-e3155897534d	dg.4DFC/6c238322-fb35-11ed-a4f7-e3155897534d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c23a5d2-fb35-11ed-9df5-27b51860feea	dg.4DFC/6c23a5d2-fb35-11ed-9df5-27b51860feea	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c23c7f6-fb35-11ed-ad45-97f1a2ab00f4	dg.4DFC/6c23c7f6-fb35-11ed-ad45-97f1a2ab00f4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c23e9f2-fb35-11ed-82ed-374ec3615411	dg.4DFC/6c23e9f2-fb35-11ed-82ed-374ec3615411	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2410ee-fb35-11ed-9322-9309726031c1	dg.4DFC/6c2410ee-fb35-11ed-9322-9309726031c1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c24366e-fb35-11ed-afb3-938abe47d016	dg.4DFC/6c24366e-fb35-11ed-afb3-938abe47d016	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c245838-fb35-11ed-9280-6750a95150ba	dg.4DFC/6c245838-fb35-11ed-9280-6750a95150ba	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c247d86-fb35-11ed-a747-ab83ab9981f4	dg.4DFC/6c247d86-fb35-11ed-a747-ab83ab9981f4	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c249f46-fb35-11ed-bc38-dbf02b2e9827	dg.4DFC/6c249f46-fb35-11ed-bc38-dbf02b2e9827	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c24c0ca-fb35-11ed-a260-d3e79d236193	dg.4DFC/6c24c0ca-fb35-11ed-a260-d3e79d236193	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c24e316-fb35-11ed-aed0-0fa0afc4dde7	dg.4DFC/6c24e316-fb35-11ed-aed0-0fa0afc4dde7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c25045e-fb35-11ed-98c3-8f07c8c2ecaa	dg.4DFC/6c25045e-fb35-11ed-98c3-8f07c8c2ecaa	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2526e6-fb35-11ed-bab4-5bf1a503f477	dg.4DFC/6c2526e6-fb35-11ed-bab4-5bf1a503f477	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2548ec-fb35-11ed-9ece-6f734e7c50ed	dg.4DFC/6c2548ec-fb35-11ed-9ece-6f734e7c50ed	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c256aa2-fb35-11ed-a63a-5729a3c67171	dg.4DFC/6c256aa2-fb35-11ed-a63a-5729a3c67171	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c258fc8-fb35-11ed-9351-3bef0e19ce94	dg.4DFC/6c258fc8-fb35-11ed-9351-3bef0e19ce94	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c25b624-fb35-11ed-adb1-4ff35db28c4f	dg.4DFC/6c25b624-fb35-11ed-adb1-4ff35db28c4f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c25d780-fb35-11ed-95ab-bb7c530b6cc6	dg.4DFC/6c25d780-fb35-11ed-95ab-bb7c530b6cc6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c25f896-fb35-11ed-956a-f372874456a6	dg.4DFC/6c25f896-fb35-11ed-956a-f372874456a6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c261e20-fb35-11ed-9dd2-1b1db57c0d99	dg.4DFC/6c261e20-fb35-11ed-9dd2-1b1db57c0d99	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c263ff4-fb35-11ed-8ea4-9b4badf35b9c	dg.4DFC/6c263ff4-fb35-11ed-8ea4-9b4badf35b9c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c266420-fb35-11ed-8626-0f61322d7c44	dg.4DFC/6c266420-fb35-11ed-8626-0f61322d7c44	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2685e0-fb35-11ed-a7a1-c3ae88c34d65	dg.4DFC/6c2685e0-fb35-11ed-a7a1-c3ae88c34d65	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c26a78c-fb35-11ed-b61a-23ae66b48d8e	dg.4DFC/6c26a78c-fb35-11ed-b61a-23ae66b48d8e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c26cde8-fb35-11ed-a931-875eea9178b9	dg.4DFC/6c26cde8-fb35-11ed-a931-875eea9178b9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c26f156-fb35-11ed-9ab2-03a2a8dbd608	dg.4DFC/6c26f156-fb35-11ed-9ab2-03a2a8dbd608	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2712ee-fb35-11ed-9506-534d472aa9d6	dg.4DFC/6c2712ee-fb35-11ed-9506-534d472aa9d6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c273486-fb35-11ed-bb5e-f720f3143f9a	dg.4DFC/6c273486-fb35-11ed-bb5e-f720f3143f9a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c275682-fb35-11ed-9921-2f681ac3325c	dg.4DFC/6c275682-fb35-11ed-9921-2f681ac3325c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2777f2-fb35-11ed-8703-4b32286f9ea5	dg.4DFC/6c2777f2-fb35-11ed-8703-4b32286f9ea5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c279be2-fb35-11ed-ba6d-2f038bb766f8	dg.4DFC/6c279be2-fb35-11ed-ba6d-2f038bb766f8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c27be42-fb35-11ed-ba56-eb6f58778450	dg.4DFC/6c27be42-fb35-11ed-ba56-eb6f58778450	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c27e020-fb35-11ed-a897-3b64900b15be	dg.4DFC/6c27e020-fb35-11ed-a897-3b64900b15be	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2801ea-fb35-11ed-baf8-7772fca1fde5	dg.4DFC/6c2801ea-fb35-11ed-baf8-7772fca1fde5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2828b4-fb35-11ed-b3ae-2bb27a1ab881	dg.4DFC/6c2828b4-fb35-11ed-b3ae-2bb27a1ab881	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c284e70-fb35-11ed-b901-abfb92b680a8	dg.4DFC/6c284e70-fb35-11ed-b901-abfb92b680a8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c28715c-fb35-11ed-85d3-2b2fce4b9523	dg.4DFC/6c28715c-fb35-11ed-85d3-2b2fce4b9523	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2892fe-fb35-11ed-a971-6bf0cc0a192b	dg.4DFC/6c2892fe-fb35-11ed-a971-6bf0cc0a192b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c28b496-fb35-11ed-8847-cb88154fc7bd	dg.4DFC/6c28b496-fb35-11ed-8847-cb88154fc7bd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c28d7aa-fb35-11ed-82ca-a77cf21ac153	dg.4DFC/6c28d7aa-fb35-11ed-82ca-a77cf21ac153	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c28f956-fb35-11ed-8372-037c6dac20d5	dg.4DFC/6c28f956-fb35-11ed-8372-037c6dac20d5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c291b02-fb35-11ed-8722-a39341893ee6	dg.4DFC/6c291b02-fb35-11ed-8722-a39341893ee6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c293c5e-fb35-11ed-9494-3364d4316e5e	dg.4DFC/6c293c5e-fb35-11ed-9494-3364d4316e5e	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2960d0-fb35-11ed-8384-af58c6e0e947	dg.4DFC/6c2960d0-fb35-11ed-8384-af58c6e0e947	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2986e6-fb35-11ed-bfda-6b1221fa2a72	dg.4DFC/6c2986e6-fb35-11ed-bfda-6b1221fa2a72	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c29a8ce-fb35-11ed-8fcb-536471a41321	dg.4DFC/6c29a8ce-fb35-11ed-8fcb-536471a41321	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c29ca66-fb35-11ed-b2a4-1788dbdc4fde	dg.4DFC/6c29ca66-fb35-11ed-b2a4-1788dbdc4fde	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c29ece4-fb35-11ed-a0d6-73c4e3988aca	dg.4DFC/6c29ece4-fb35-11ed-a0d6-73c4e3988aca	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2a13a4-fb35-11ed-a616-bf8f501ac50f	dg.4DFC/6c2a13a4-fb35-11ed-a616-bf8f501ac50f	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2a353c-fb35-11ed-9d9c-23d63378587c	dg.4DFC/6c2a353c-fb35-11ed-9d9c-23d63378587c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2a571a-fb35-11ed-b199-c3299b080a29	dg.4DFC/6c2a571a-fb35-11ed-b199-c3299b080a29	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2a7894-fb35-11ed-bc8f-ef591ba5d388	dg.4DFC/6c2a7894-fb35-11ed-bc8f-ef591ba5d388	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2a9bbc-fb35-11ed-a758-ab257477e8dc	dg.4DFC/6c2a9bbc-fb35-11ed-a758-ab257477e8dc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2abd5e-fb35-11ed-8170-bfaf5dc00df6	dg.4DFC/6c2abd5e-fb35-11ed-8170-bfaf5dc00df6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2adeec-fb35-11ed-97f7-dbb08fef7bd0	dg.4DFC/6c2adeec-fb35-11ed-97f7-dbb08fef7bd0	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2b04bc-fb35-11ed-b2c4-17c1e55ab1fa	dg.4DFC/6c2b04bc-fb35-11ed-b2c4-17c1e55ab1fa	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2b265e-fb35-11ed-8b74-7f81d9dd53df	dg.4DFC/6c2b265e-fb35-11ed-8b74-7f81d9dd53df	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2b488c-fb35-11ed-bcab-bfeb44875820	dg.4DFC/6c2b488c-fb35-11ed-bcab-bfeb44875820	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2b6a74-fb35-11ed-8ba4-aba009c72098	dg.4DFC/6c2b6a74-fb35-11ed-8ba4-aba009c72098	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2b8ce8-fb35-11ed-821a-8bea822c837c	dg.4DFC/6c2b8ce8-fb35-11ed-821a-8bea822c837c	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2bae3a-fb35-11ed-a524-770d47b97f03	dg.4DFC/6c2bae3a-fb35-11ed-a524-770d47b97f03	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2bd0fe-fb35-11ed-b88d-bffb5b4e3a62	dg.4DFC/6c2bd0fe-fb35-11ed-b88d-bffb5b4e3a62	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2bf656-fb35-11ed-a3db-bb774a49ec5a	dg.4DFC/6c2bf656-fb35-11ed-a3db-bb774a49ec5a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2c18de-fb35-11ed-b535-c3c51222b786	dg.4DFC/6c2c18de-fb35-11ed-b535-c3c51222b786	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2c3e18-fb35-11ed-be94-ef41a5f99293	dg.4DFC/6c2c3e18-fb35-11ed-be94-ef41a5f99293	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2c6280-fb35-11ed-830d-5bc70cddccb8	dg.4DFC/6c2c6280-fb35-11ed-830d-5bc70cddccb8	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2c8422-fb35-11ed-8d40-5f56b6a5d608	dg.4DFC/6c2c8422-fb35-11ed-8d40-5f56b6a5d608	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2d6428-fb35-11ed-beb6-6b4c07028151	dg.4DFC/6c2d6428-fb35-11ed-beb6-6b4c07028151	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2d882c-fb35-11ed-9879-c326e87815b3	dg.4DFC/6c2d882c-fb35-11ed-9879-c326e87815b3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2daf14-fb35-11ed-9fc7-5b9155aa8c7d	dg.4DFC/6c2daf14-fb35-11ed-9fc7-5b9155aa8c7d	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2dd2d2-fb35-11ed-b3a3-ff42e75243ba	dg.4DFC/6c2dd2d2-fb35-11ed-b3a3-ff42e75243ba	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2df550-fb35-11ed-bb57-7ba51c7c3fdd	dg.4DFC/6c2df550-fb35-11ed-bb57-7ba51c7c3fdd	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2e1738-fb35-11ed-b5f7-4fc6186dfb3b	dg.4DFC/6c2e1738-fb35-11ed-b5f7-4fc6186dfb3b	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2e39de-fb35-11ed-9af6-53a36287def1	dg.4DFC/6c2e39de-fb35-11ed-9af6-53a36287def1	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2e5b58-fb35-11ed-97e9-df454401bbd6	dg.4DFC/6c2e5b58-fb35-11ed-97e9-df454401bbd6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2e8204-fb35-11ed-80d9-a375a097fdf7	dg.4DFC/6c2e8204-fb35-11ed-80d9-a375a097fdf7	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2ea496-fb35-11ed-8767-a7ddc1618ce5	dg.4DFC/6c2ea496-fb35-11ed-8767-a7ddc1618ce5	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2ec9c6-fb35-11ed-9f21-9b632ac0c560	dg.4DFC/6c2ec9c6-fb35-11ed-9f21-9b632ac0c560	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2ef0a4-fb35-11ed-bf30-7ba2d852f7e9	dg.4DFC/6c2ef0a4-fb35-11ed-bf30-7ba2d852f7e9	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2f1278-fb35-11ed-b938-bfd3129e88fc	dg.4DFC/6c2f1278-fb35-11ed-b938-bfd3129e88fc	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2f3474-fb35-11ed-94e6-3b6abe3a277a	dg.4DFC/6c2f3474-fb35-11ed-94e6-3b6abe3a277a	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2f5616-fb35-11ed-8372-97a8797f0fd3	dg.4DFC/6c2f5616-fb35-11ed-8372-97a8797f0fd3	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2f78c6-fb35-11ed-83e5-6b5f327ee2b6	dg.4DFC/6c2f78c6-fb35-11ed-83e5-6b5f327ee2b6	Not specified in data	Not specified in data	Not specified in data
GRCh38		WGS	Paired-end	GENOMIC	genomic_info	dg.4DFC/6c2f9aae-fb35-11ed-bcc1-cbc6675bf010	dg.4DFC/6c2f9aae-fb35-11ed-bcc1-cbc6675bf010	Not specified in data	Not specified in data	Not specified in data
