type	genomic_info_id	design_description	file.file_id	instrument_model	library_id	library_layout	library_layout_concept_code	library_selection	library_selection_concept_code	library_source_material	library_source_material_concept_code	library_source_molecule	library_source_molecule_concept_code	library_strategy	library_strategy_concept_code	number_of_reads	platform	platform_concept_code	reference_genome_assembly	reporter_label
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024921_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024921	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024922_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024922	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024923_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024923	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024924_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024924	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024925_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024925	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024926_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024926	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024927_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024927	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024928_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024928	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024930_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024930	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024931_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024931	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024932_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024932	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024933_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024933	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024934_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024934	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024935_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024935	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024936_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024936	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024937_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024937	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024938_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024938	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024939_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024939	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024940_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024940	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024941_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024941	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024942_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024942	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024943_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024943	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024944_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024944	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024945_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024945	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024946_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024946	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024947_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024947	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024948_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024948	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024949_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024949	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024950_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024950	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024951_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024951	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024952_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024952	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b_HALB3024953_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00b5ce11-94e7-4196-a314-9f2ba1e4164b	Illumina NovaSeq	HALB3024953	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00e0340d-f8fe-47e9-b290-82a0e1311c15_HALB3023499_genomicInfo	xGen(TM) Sample Identification (ID) Amplicon Panel	dg.4DFC/00e0340d-f8fe-47e9-b290-82a0e1311c15	Illumina NovaSeq	HALB3023499	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	AMPLICON	C204813		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/00fd54ed-5839-4223-a1f8-cf9de4a90cd7_HALB3024936_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/00fd54ed-5839-4223-a1f8-cf9de4a90cd7	Illumina NovaSeq	HALB3024936	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/015b8715-23a3-4b77-9704-b3a2d2655d88_HALB3023515_genomicInfo	xGen(TM) Sample Identification (ID) Amplicon Panel	dg.4DFC/015b8715-23a3-4b77-9704-b3a2d2655d88	Illumina NovaSeq	HALB3023515	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	AMPLICON	C204813		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/01708d43-8ccc-4910-b693-c21d454a8717_HALB3016727_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/01708d43-8ccc-4910-b693-c21d454a8717	Illumina NovaSeq	HALB3016727	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/01d103ec-69df-4413-a84d-215aa66fd854_HALB3016728_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/01d103ec-69df-4413-a84d-215aa66fd854	Illumina NovaSeq	HALB3016728	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/022791c5-43f9-48f6-985e-b3a37eaaa09d_HALB3016749_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/022791c5-43f9-48f6-985e-b3a37eaaa09d	Illumina NovaSeq	HALB3016749	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/022baf45-0c86-4c7f-9380-a86d349ad41b_HALB3016736_genomicInfo	Takara SMARTer Stranded Total RNAseq v2 Low Input	dg.4DFC/022baf45-0c86-4c7f-9380-a86d349ad41b	Illumina NovaSeq	HALB3016736	Paired-End	C150423	rRNA Depletion	C163990	Bulk Tissue	C178225	Transcriptome	C153194	Bulk RNA-Seq	C219552		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0232048a-4005-4097-b2de-63ab7c3f309a_HALB3023529_genomicInfo	xGen(TM) Sample Identification (ID) Amplicon Panel	dg.4DFC/0232048a-4005-4097-b2de-63ab7c3f309a	Illumina NovaSeq	HALB3023529	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	AMPLICON	C204813		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/02615a39-4122-462a-83e8-3291d9015d0a_HALB3024931_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/02615a39-4122-462a-83e8-3291d9015d0a	Illumina NovaSeq	HALB3024931	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0264c202-8c27-4769-bab3-c415ccc15016_HALB3024947_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0264c202-8c27-4769-bab3-c415ccc15016	Illumina NovaSeq	HALB3024947	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024918_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024918	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024919_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024919	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024920_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024920	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024921_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024921	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024922_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024922	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024923_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024923	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024924_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024924	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024925_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024925	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024926_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024926	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024927_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024927	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024928_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024928	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024930_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024930	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024931_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024931	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024932_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024932	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
genomic_info	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c_HALB3024933_genomicInfo	IDT xGen Exome v2 hyb panel	dg.4DFC/0269ccaf-429a-46f1-8b46-31267406991c	Illumina NovaSeq	HALB3024933	Paired-End	C150423	Hybrid Selection	Not specified in data	Bulk Tissue	C178225	Genomic DNA	C95940	WXS	C101295		Illumina	C146817	Not specified in data	
