type	clinical_measure_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	checksum_algorithm	checksum_value	participant_list	crdc_id	id	study.id	participant.id
clinical_measure_file	H211872_10000iters_1000burnin_bestClusterInfo.txt	H211872_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	715	4ef3a706082c9722fcd118157e6e5f06	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211872_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/9ecc370a-b936-45d1-8daf-67e2a635808b					7fc2e2ce-3126-5042-8cc6-c4dbc9e998db		852fd9ab-2bfa-531a-9dec-7a0b7ce9cffd
clinical_measure_file	H211872_10000iters_1000burnin_bestConsensusAssignments.bed	H211872_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	48160	878aea6f6de24d41e28702a141efd615	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211872_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/cbb43de3-8b54-43a5-99bb-8108f25ea542					ab5c0b24-6ead-5b0c-93e8-87ba9608624a		852fd9ab-2bfa-531a-9dec-7a0b7ce9cffd
clinical_measure_file	H211873_10000iters_1000burnin_bestClusterInfo.txt	H211873_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	570	3f3f071f09f29ab2f4f742d4968430ab	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211873_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/cf8bf63c-b39b-4491-b861-fbb27a432abc					8a2bad09-7128-5a64-a94a-8aa22bf5fc28		11128841-059d-577b-835e-2f8963c9e651
clinical_measure_file	H211873_10000iters_1000burnin_bestConsensusAssignments.bed	H211873_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	98372	aa50834015bde9b03eef86658b67b769	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211873_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/e0f53c1c-cca4-4938-82a8-13d9cc45dc27					2fd196de-f4a5-5abf-bb8c-37dbf389b1c0		11128841-059d-577b-835e-2f8963c9e651
clinical_measure_file	H211874_10000iters_1000burnin_bestClusterInfo.txt	H211874_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	1607	e3b8a07b629aa6cf9ca9264fdb64f34c	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211874_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/b8ecb022-a9a6-4d75-81b6-c6d4849da84b					12a2c869-140e-5450-ac43-1002a350752d		8ddacf7b-89be-568f-a0fd-8fb527ed3943
clinical_measure_file	H211874_10000iters_1000burnin_bestConsensusAssignments.bed	H211874_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	90391	22e33049dc325dce44d3cdba736a9362	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211874_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/d1b1fdb0-3f29-4b60-a411-d198e663304a					3bcf696b-f608-5e9b-a20f-1bbacb82021f		8ddacf7b-89be-568f-a0fd-8fb527ed3943
clinical_measure_file	H211875_10000iters_1000burnin_bestClusterInfo.txt	H211875_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	463	537b2c692c6bbb8db412fe1e2ae74df4	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211875_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/c8f92ddd-bba5-4299-8f58-e2ca15cf8db1					12b70a45-793f-54cf-a3cf-54e35eefa476		66fb1a89-2f6b-5538-b2f9-22d7051e2812
clinical_measure_file	H211875_10000iters_1000burnin_bestConsensusAssignments.bed	H211875_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	87373	1d145cf4a22bb3d32a13b0845abe9892	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211875_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/b32950e0-0a69-4075-a4d3-cad027fcaee6					70f4c085-eec2-5e57-b80d-b2c4f7abb332		66fb1a89-2f6b-5538-b2f9-22d7051e2812
clinical_measure_file	H211876_10000iters_1000burnin_bestClusterInfo.txt	H211876_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	607	a2b9e6e96fb8a06bdca531320e23c7e4	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211876_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/932879b1-3a59-44e4-99c0-3424a314ed85					c2882b95-9265-5037-a432-ad219f38760c		134e7b71-751c-54ce-b34c-85df4dc3a128
clinical_measure_file	H211876_10000iters_1000burnin_bestConsensusAssignments.bed	H211876_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	160085	f8f6e13901f7161ce9deb10f52e7e674	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211876_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/2daa571e-3e4f-4033-bd4a-56abce2ab5eb					e9ef4b2d-972a-581a-9be3-c548a966168f		134e7b71-751c-54ce-b34c-85df4dc3a128
clinical_measure_file	H211877_10000iters_1000burnin_bestClusterInfo.txt	H211877_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	407	17e448be13d0ffe80e43cb6bb3a73e3e	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211877_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/016eee99-743f-494e-a1e2-fed92e5e7f08					7ccdf94f-cb7f-51e5-9d34-3d6595e6ab64		08060098-214d-5840-8f73-9c6688b5d2cf
clinical_measure_file	H211877_10000iters_1000burnin_bestConsensusAssignments.bed	H211877_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	334873	48f160344dec66267dc8b99dd5293f19	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211877_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/2b22b180-dbea-4160-8f67-afa454fce170					b2842578-df9e-5f77-b804-fb3155f8313f		08060098-214d-5840-8f73-9c6688b5d2cf
clinical_measure_file	H211878_10000iters_1000burnin_bestClusterInfo.txt	H211878_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	822	eea5622cb4c999ea8b5039a7b68acdc6	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211878_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/977663c1-8f77-4daa-8661-df4e80619f3f					74cbb701-674a-539f-82cc-4c22fd6fb21e		22283f3b-056e-5812-aaa2-c3ed5a9ce89a
clinical_measure_file	H211878_10000iters_1000burnin_bestConsensusAssignments.bed	H211878_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	162920	669fdad22099e7deb474a7e50a0fc9e4	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211878_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/0b388781-de8a-427e-9bd2-8e42984a80ac					7b831a35-412e-5cf2-8a28-71a1a135fbff		22283f3b-056e-5812-aaa2-c3ed5a9ce89a
clinical_measure_file	H211879_10000iters_1000burnin_bestClusterInfo.txt	H211879_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	4629	f02b5acfc2eb58c5925bdec63743171e	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211879_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/be5d9ce9-815e-474c-aeb7-432b9d9018bf					46f5f98d-8c16-5687-b59a-0c5bb7fc64ff		91095744-edc7-5ffb-8b68-4aad8021ff76
clinical_measure_file	H211879_10000iters_1000burnin_bestConsensusAssignments.bed	H211879_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	246563	4a2f8419553a25dcbe9adfa5c5c794f9	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211879_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/35d69b02-1735-4758-b046-f7611e145740					0fbd70f3-0359-5e2f-9d85-6ada47bb20a8		91095744-edc7-5ffb-8b68-4aad8021ff76
clinical_measure_file	H211920_10000iters_1000burnin_bestClusterInfo.txt	H211920_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	677	1ffc7ad188e7102262bf096e79e38c3b	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211920_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/d7c054e2-7758-4ae5-89ef-f49023d785ac					a6928b02-d069-5a11-adce-dee12263c8e9		45084d6b-84a6-58d5-93d5-d14c18038504
clinical_measure_file	H211920_10000iters_1000burnin_bestConsensusAssignments.bed	H211920_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	132808	a7795ac13300a0170d84c63926f1b362	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211920_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/83718af4-11e6-4e2a-9a82-afbd3701092b					d81535ce-cf1e-5ac1-8edf-90264ab3a59d		45084d6b-84a6-58d5-93d5-d14c18038504
clinical_measure_file	H211921_10000iters_1000burnin_bestClusterInfo.txt	H211921_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	984	055f86fd873605f167c18cc2877f20a8	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211921_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/99925f85-d0b5-4a95-a929-f6286002c865					c5f7ad69-5143-56a0-b7f9-9e3e5074b8b0		be0a90a4-86e7-5c56-b40c-452d7e4a15f3
clinical_measure_file	H211921_10000iters_1000burnin_bestConsensusAssignments.bed	H211921_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	331150	96a38bb011291382ee4a9a3dcff22fde	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211921_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/4688dc1c-a163-4b49-a295-d3a815ef83b2					9d7c9ac1-f42b-541d-9db6-b9e20dc30e79		be0a90a4-86e7-5c56-b40c-452d7e4a15f3
clinical_measure_file	H211922_10000iters_1000burnin_bestClusterInfo.txt	H211922_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	551	34aa2038eb3e88bac34f1962c0961bf2	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211922_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/dac810f2-0554-473c-9867-4cd2f3c10a79					06758a17-676c-5c02-97f7-c430949a6559		44cedefe-a825-5b63-8d5d-90d3dc2aaaa9
clinical_measure_file	H211922_10000iters_1000burnin_bestConsensusAssignments.bed	H211922_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	480695	c069e375d22818c339917749bd025baa	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211922_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/1437031f-994b-46a4-9b99-4265b1c97912					078eaed7-8bad-5603-aed6-5dad42ffeff6		44cedefe-a825-5b63-8d5d-90d3dc2aaaa9
clinical_measure_file	H211925_10000iters_1000burnin_bestClusterInfo.txt	H211925_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	1056	955f87d64a5feee58c78140753f781d3	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211925_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/b3e236f3-bf40-40ad-90f8-fa964a58ab76					eda81830-d141-55f0-a581-7734aefcb27d		0c0d847c-4262-5f18-a9ee-6e8f450048d9
clinical_measure_file	H211925_10000iters_1000burnin_bestConsensusAssignments.bed	H211925_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	381200	3bcf8793004dc9cb9f68acca92ace28d	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211925_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/2581feb6-f069-4a66-b4bc-034f67233dc8					417d76a2-fbe5-5bee-b9a2-6c7e6568c5b4		0c0d847c-4262-5f18-a9ee-6e8f450048d9
clinical_measure_file	H211926_10000iters_1000burnin_bestClusterInfo.txt	H211926_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	561	8d9aed9069bc0086312d7ac9636e0084	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211926_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/a6320f04-7b2e-454c-98ce-80c2ceb79fe7					8123ce48-f9bf-5eef-891c-f1ce44a594df		ba0bfe71-5f45-5853-bd4c-559d73ca04f3
clinical_measure_file	H211926_10000iters_1000burnin_bestConsensusAssignments.bed	H211926_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	432503	c490de0a115790d55bca3e4836a99205	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211926_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/ff859ea2-cef3-43fc-871f-43f4ec0f9294					f89c8777-6e30-5a56-9040-bc948be44176		ba0bfe71-5f45-5853-bd4c-559d73ca04f3
clinical_measure_file	H211927_10000iters_1000burnin_bestClusterInfo.txt	H211927_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	472	6995ddd06a6e66d5e08ab01bde72463a	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211927_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/3d31bc86-78d0-4352-bd34-ee9d418a4c5c					9c11ebac-fabd-5e39-b7d1-73c3f95f475f		4cb0d3da-cf32-5202-9d45-dd54465a9561
clinical_measure_file	H211927_10000iters_1000burnin_bestConsensusAssignments.bed	H211927_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	132845	671fdb5c12f3ff0f4d7b3b07e2c9dee9	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211927_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/5f550e8c-6d72-4606-ad3f-c23a3d25e1a4					a40ddc2c-c843-508a-a715-7e99a62b7b35		4cb0d3da-cf32-5202-9d45-dd54465a9561
clinical_measure_file	H211928_10000iters_1000burnin_bestClusterInfo.txt	H211928_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	558	8e7cef039f80b38b6d427410de114030	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211928_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/e3958da6-aa6b-48a8-bf1c-f85866499ae2					54df9163-1f56-5dc5-93b3-a7dd92148a42		839b7619-b628-52d7-947d-26ec72bbdcc3
clinical_measure_file	H211928_10000iters_1000burnin_bestConsensusAssignments.bed	H211928_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	454953	4500b19379e1664f437526fd3858186c	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211928_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/37e18c23-cb9a-4580-90fc-da9f0d45caeb					a44a5b37-ee97-5707-9cc5-d02ec3640578		839b7619-b628-52d7-947d-26ec72bbdcc3
clinical_measure_file	H211929_10000iters_1000burnin_bestClusterInfo.txt	H211929_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	1307	50b7f17f1f0247f452e64b5bc7d85daa	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211929_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/a7d13dc1-be87-4a70-a17c-a5c4e1f832f3					86f59683-644c-5d9e-bcd0-c3a95be63c1f		3db7cd02-da1a-5a6b-86b0-b6f47bde86b1
clinical_measure_file	H211929_10000iters_1000burnin_bestConsensusAssignments.bed	H211929_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	99700	5068a6b0de4a52c2e06acc797c0e0cf9	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211929_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/893be0a4-95bd-4506-a048-0de42b78cd45					bc604631-2a43-5d36-9480-644b9d283460		3db7cd02-da1a-5a6b-86b0-b6f47bde86b1
clinical_measure_file	H211930_10000iters_1000burnin_bestClusterInfo.txt	H211930_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	1706	edbdef1521449f3466cb4b32a6722c3b	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211930_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/d74c6f6a-bcc1-4524-a7dd-48154b617ee1					601d7761-48a1-5ef3-823e-604088b5e498		d805e0fb-07db-5d5c-b6c6-73a2e606f26d
clinical_measure_file	H211930_10000iters_1000burnin_bestConsensusAssignments.bed	H211930_10000iters_1000burnin_bestConsensusAssignments.bed	Simple Nucleotide Variation	txt	File containing the mutation assignment information from clonality analysis by Dpclust	117588	ab2833ed14e20bc0b02bf0424a7e3f92	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211930_10000iters_1000burnin_bestConsensusAssignments.bed	dg.4DFC/389a708f-3239-45e0-820a-3b661357a85a					6316b572-4a91-5aaf-8216-995093890460		d805e0fb-07db-5d5c-b6c6-73a2e606f26d
clinical_measure_file	H211931_10000iters_1000burnin_bestClusterInfo.txt	H211931_10000iters_1000burnin_bestClusterInfo.txt	Simple Nucleotide Variation	txt	File containing the cluster information from clonality analysis by Dpclust	1192	c996af4c41e8895a4dcb9e73d131c19a	Participant	Controlled	['phs003111.c1']	['/programs/phs003111.c1']	s3://cds-327-phs003111-mskcc/remapping/H211931_10000iters_1000burnin_bestClusterInfo.txt	dg.4DFC/2e486438-1a4b-440c-93a7-0130d723760c					5178121d-a576-521d-a73d-f9774fc4846b		c48cdf16-4ba3-527e-b491-f4e7c36db1a5
