type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	BRMCT_recal_reads.bai	a08aff94-9b38-5175-8af2-026dd8b93b10	5993984	75a569264267e649c6f673593d227f2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/BRMCT_recal_reads.bai	bai	TCL01-BRMCT	Index File	"tumor cell line sample, TCL01-BRMCT: bam index of WES reads"
file	BRMCT_recal_reads.bam	76b28605-c4fd-516a-8974-830461b28cfa	12734958795	7dd610733ab4a545ed180b839557d742	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/BRMCT_recal_reads.bam	bam	TCL01-BRMCT	Whole Exome Sequence File	"tumor cell line sample, TCL01-BRMCT: WES reads to CanFam3.1"
file	C2_recal_reads.bai	105df1aa-7ef7-5248-b71d-b41ecff03ff9	5952792	bcb37314c12165b79fff0af32b954e2d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/C2_recal_reads.bai	bai	TCL01-C2	Index File	"tumor cell line sample, TCL01-C2: bam index of WES reads"
file	C2_recal_reads.bam	84b2a475-dd11-5ce8-a658-dd37bddc7932	14206860537	2732ae20e0d04330ff8d6dcae56fc541	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/C2_recal_reads.bam	bam	TCL01-C2	Whole Exome Sequence File	"tumor cell line sample, TCL01-C2: WES reads to CanFam3.1"
file	CINDY_recal_reads.bai	80f2dedc-a2ae-5316-b0d2-428bd7c4249b	6045320	70f7cb898b5bc9dae2a6e0f776d2f25e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CINDY_recal_reads.bai	bai	TCL01-Cindy	Index File	"tumor cell line sample, TCL01-Cindy: bam index of WES reads"
file	CINDY_recal_reads.bam	70c66198-5919-553f-aade-860109ba0d73	11321375167	b5315f52dd138f64408d0b2717827be7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CINDY_recal_reads.bam	bam	TCL01-Cindy	Whole Exome Sequence File	"tumor cell line sample, TCL01-Cindy: WES reads to CanFam3.1"
file	CLBL1_recal_reads.bai	0fd60117-a76d-53b4-bb82-8f18e98c421e	6089344	91f881d13abc07ecb2a9acda49ec6592	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CLBL1_recal_reads.bai	bai	TCL01-CLBL1	Index File	"tumor cell line sample, TCL01-CLBL1: bam index of WES reads"
file	CLBL1_recal_reads.bam	298419c9-3387-5e8d-a0bb-bcad2f650351	12879642030	2b703e160fd67bd600bc06c4e5194dbc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CLBL1_recal_reads.bam	bam	TCL01-CLBL1	Whole Exome Sequence File	"tumor cell line sample, TCL01-CLBL1: WES reads to CanFam3.1"
file	CLL1390_recal_reads.bai	2bd13b8b-5168-5e82-a786-4dcee2a6dd85	5940688	6f981ad147ca14172d90bb71ee2d6b47	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CLL1390_recal_reads.bai	bai	TCL01-CLL-1390	Index File	"tumor cell line sample, TCL01-CLL-1390: bam index of WES reads"
file	CLL1390_recal_reads.bam	199b39c4-480c-5efd-b7b9-257e25580fa2	11063183792	6e5f2d1b70e1a15aa8161d8ff08b4f3c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CLL1390_recal_reads.bam	bam	TCL01-CLL-1390	Whole Exome Sequence File	"tumor cell line sample, TCL01-CLL-1390: WES reads to CanFam3.1"
file	CML6M_recal_reads.bai	e5f60c10-89f4-5139-81a3-e57b5b4dd2e7	6017352	fd4f31e0639812fc9720eec8c1eaab5e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CML6M_recal_reads.bai	bai	TCL01-CML-6M	Index File	"tumor cell line sample, TCL01-CML-6M: bam index of WES reads"
file	CML6M_recal_reads.bam	18bd773f-23ab-52bc-888f-8742a1bde8cc	13819912565	ff81883bb52db4529684baf9d08f0d47	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CML6M_recal_reads.bam	bam	TCL01-CML-6M	Whole Exome Sequence File	"tumor cell line sample, TCL01-CML-6M: WES reads to CanFam3.1"
file	CML8410C2_recal_reads.bai	b39b74a2-51cc-5bf5-94fa-db0733534345	5775352	c768ea54e7d2582abfc0e879a56e64bd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CML8410C2_recal_reads.bai	bai	TCL01-CML-10C2	Index File	"tumor cell line sample, TCL01-CML-10C2: bam index of WES reads"
file	CML8410C2_recal_reads.bam	066ae2a4-e245-5ff6-82c4-e729cf59aea2	11547785491	341d0de70c749743ba302224523bb282	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CML8410C2_recal_reads.bam	bam	TCL01-CML-10C2	Whole Exome Sequence File	"tumor cell line sample, TCL01-CML-10C2: WES reads to CanFam3.1"
file	CMT12_recal_reads.bai	892439b9-fba7-55a3-bb51-4bd88dffc160	5861768	f3c6e5275164b4bd169d48ca3eccc8c9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CMT12_recal_reads.bai	bai	TCL01-CMT12	Index File	"tumor cell line sample, TCL01-CMT12: bam index of WES reads"
file	CMT12_recal_reads.bam	654dd934-ccb0-53c3-8a0e-05edd8496b8d	11503041279	3674662154f40c618800e00fe1a01cff	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CMT12_recal_reads.bam	bam	TCL01-CMT12	Whole Exome Sequence File	"tumor cell line sample, TCL01-CMT12: WES reads to CanFam3.1"
file	CTAC_recal_reads.bai	551cab09-5093-5d8d-870a-2d9ae3224c9c	5967232	000acc71589ef0f0651b6568f74db029	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CTAC_recal_reads.bai	bai	TCL01-CTAC	Index File	"tumor cell line sample, TCL01-CTAC: bam index of WES reads"
file	CTAC_recal_reads.bam	4fa310ba-43a9-5ad7-84ca-82868c387083	12333386882	f820e4a1903de38de47032daabd368be	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/CTAC_recal_reads.bam	bam	TCL01-CTAC	Whole Exome Sequence File	"tumor cell line sample, TCL01-CTAC: WES reads to CanFam3.1"
file	D17_recal_reads.bai	b21d3282-2cf1-53ca-a52b-34af2c9a36e7	6167080	65b6e7f9863ac7702245aec0ace69bec	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/D17_recal_reads.bai	bai	TCL01-D-17	Index File	"tumor cell line sample, TCL01-D-17: bam index of WES reads"
file	D17_recal_reads.bam	de4c8e28-3011-5f9b-bfac-bd5376f544be	14885423514	743f1238a56a582ea3b368ab28e1429f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/D17_recal_reads.bam	bam	TCL01-D-17	Whole Exome Sequence File	"tumor cell line sample, TCL01-D-17: WES reads to CanFam3.1"
file	DENNY_recal_reads.bai	81a034e6-23e3-5f45-a6a6-62a4396e71e7	6009952	580df4374c123151ce6c6b9c9502ca5a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/DENNY_recal_reads.bai	bai	TCL01-DEN-HSA	Index File	"tumor cell line sample, TCL01-DEN-HSA: bam index of WES reads"
file	DENNY_recal_reads.bam	6b7df394-3851-5bea-af1d-ccf1f2b4cddb	11416481531	62e9ca8c6c9a8dbf56a06fb63e433be4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/DENNY_recal_reads.bam	bam	TCL01-DEN-HSA	Whole Exome Sequence File	"tumor cell line sample, TCL01-DEN-HSA: WES reads to CanFam3.1"
file	DH82_recal_reads.bai	577a1ec3-087a-5c37-8c31-b942dd4cf416	6038128	89a41178d5b5f36a6c4a25c3d4b67348	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/DH82_recal_reads.bai	bai	TCL01-DH82	Index File	"tumor cell line sample, TCL01-DH82: bam index of WES reads"
file	DH82_recal_reads.bam	71bb6790-8574-539c-a9a6-cb15a12d59ed	15276960482	7a4be07d1e8558140d0fd98eff7b9a0f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/DH82_recal_reads.bam	bam	TCL01-DH82	Whole Exome Sequence File	"tumor cell line sample, TCL01-DH82: WES reads to CanFam3.1"
file	GRACIE_recal_reads.bai	f2cef0a9-03c3-58cc-a9d0-9e7b6f9d738f	6272816	9ab3f467c8ff7be49da8110672e93b1a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/GRACIE_recal_reads.bai	bai	TCL01-Gracie	Index File	"tumor cell line sample, TCL01-Gracie: bam index of WES reads"
file	GRACIE_recal_reads.bam	36ef351f-3492-5663-8136-846317f40a29	20107363220	c1d290ecf6391f5eff97b0fb509e2fe7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/GRACIE_recal_reads.bam	bam	TCL01-Gracie	Whole Exome Sequence File	"tumor cell line sample, TCL01-Gracie: WES reads to CanFam3.1"
file	HMPOS_recal_reads.bai	944c6bd4-2c6c-5dfd-91a2-ed2e94c2cbad	5922504	9dd5edeef4f8ea4b31e3e467e309f58b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/HMPOS_recal_reads.bai	bai	TCL01-HMPOS	Index File	"tumor cell line sample, TCL01-HMPOS: bam index of WES reads"
file	HMPOS_recal_reads.bam	c248ecc5-1547-5c5b-98d2-289cb34ec73a	13004970608	fde03039d6d2e640928f5393c12a5ed6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/HMPOS_recal_reads.bam	bam	TCL01-HMPOS	Whole Exome Sequence File	"tumor cell line sample, TCL01-HMPOS: WES reads to CanFam3.1"
file	JONES_recal_reads.bai	a197f993-202b-5c1a-b0c7-966c0a6abe3f	6019640	4ca1cf7a0ec588a521bd2639a42030c7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/JONES_recal_reads.bai	bai	TCL01-Jones	Index File	"tumor cell line sample, TCL01-Jones: bam index of WES reads"
file	JONES_recal_reads.bam	5eb208f3-3732-5950-b084-d4618a66150f	15484551373	b209406b089ff9e6c214815028205e03	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/JONES_recal_reads.bam	bam	TCL01-Jones	Whole Exome Sequence File	"tumor cell line sample, TCL01-Jones: WES reads to CanFam3.1"
file	KINSEY_recal_reads.bai	80a91eb4-8f72-50bc-adae-612a6c2ab229	6002392	c9a9d5a198b71b82ece903a071e412c3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/KINSEY_recal_reads.bai	bai	TCL01-Kinsey	Index File	"tumor cell line sample, TCL01-Kinsey: bam index of WES reads"
file	KINSEY_recal_reads.bam	99d8b231-34b3-563f-b4a5-9244112844d3	13028953715	64fb3640a3d8c83ef9c55c6d988a9f0b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/KINSEY_recal_reads.bam	bam	TCL01-Kinsey	Whole Exome Sequence File	"tumor cell line sample, TCL01-Kinsey: WES reads to CanFam3.1"
file	MACKINLEY_recal_reads.bai	b1874d15-0331-567a-9cac-c36fc6e8c48b	5991712	5da19e58266a35086cf252f4744f93e6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/MACKINLEY_recal_reads.bai	bai	TCL01-McKinley	Index File	"tumor cell line sample, TCL01-McKinley: bam index of WES reads"
file	MACKINLEY_recal_reads.bam	d1980685-b4fd-5c87-9b99-65d6249cf524	15930203963	df11b00c83de825d262417103d364e1a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/MACKINLEY_recal_reads.bam	bam	TCL01-McKinley	Whole Exome Sequence File	"tumor cell line sample, TCL01-McKinley: WES reads to CanFam3.1"
file	MORESCO_recal_reads.bai	724c693f-28e9-5d55-9ff1-f34072cb65a6	5980688	f93ca8cd177eabad0e7f9c79c035f9e9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/MORESCO_recal_reads.bai	bai	TCL01-Moresco	Index File	"tumor cell line sample, TCL01-Moresco: bam index of WES reads"
file	MORESCO_recal_reads.bam	5895c712-a8ac-5513-953c-152e30daa87a	12969130310	f5d91b56967b5375331410912c54dcc8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/MORESCO_recal_reads.bam	bam	TCL01-Moresco	Whole Exome Sequence File	"tumor cell line sample, TCL01-Moresco: WES reads to CanFam3.1"
file	NIKE_recal_reads.bai	d8d71487-e575-5cd8-aa4b-88ea7d14593d	5982416	3b6917d9ea7ae9e4f35980bf3b60a88e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/NIKE_recal_reads.bai	bai	TCL01-Nike	Index File	"tumor cell line sample, TCL01-Nike: bam index of WES reads"
file	NIKE_recal_reads.bam	9aa86495-8162-5903-b181-69b1276cb3a0	13834591537	757ff28e42b24d2261179bccbf696f14	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/NIKE_recal_reads.bam	bam	TCL01-Nike	Whole Exome Sequence File	"tumor cell line sample, TCL01-Nike: WES reads to CanFam3.1"
file	OS2-4_recal_reads.bai	4030de36-2790-5886-986d-59214629b767	6132328	7d3b98a5789bf9270e3292fae787f60b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OS2-4_recal_reads.bai	bai	TCL01-OS2.4	Index File	"tumor cell line sample, TCL01-OS2.4: bam index of WES reads"
file	OS2-4_recal_reads.bam	4ec679c5-8b8d-5076-ad2c-61e5f39b4ef8	16406343532	d31aeeb6f44600c36cc3838bfc4c8af6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OS2-4_recal_reads.bam	bam	TCL01-OS2.4	Whole Exome Sequence File	"tumor cell line sample, TCL01-OS2.4: WES reads to CanFam3.1"
file	OSA8_recal_reads.bai	4d4d4bea-bf0c-5326-8e9e-7d1545bf2be8	6169168	6de0d625b4c9995c39c0e6fcd3c79e9b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OSA8_recal_reads.bai	bai	TCL01-OSA8	Index File	"tumor cell line sample, TCL01-OSA8: bam index of WES reads"
file	OSA8_recal_reads.bam	7ef41d65-e004-5843-bc87-6019fe50b83c	15295197872	b3dbc062e48c7db29596e25f90b3bc7a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OSA8_recal_reads.bam	bam	TCL01-OSA8	Whole Exome Sequence File	"tumor cell line sample, TCL01-OSA8: WES reads to CanFam3.1"
file	OSW_recal_reads.bai	34c71c49-bb98-5935-aada-844d8c90194c	6129712	fe2a0df060c8d40be92ef0e835255df4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OSW_recal_reads.bai	bai	TCL01-OSW	Index File	"tumor cell line sample, TCL01-OSW: bam index of WES reads"
file	OSW_recal_reads.bam	2e7b5426-07b6-5804-99b8-3fd68a9bfcae	15645298941	b7a0879015e0b583e4a20a54ab08abeb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/OSW_recal_reads.bam	bam	TCL01-OSW	Whole Exome Sequence File	"tumor cell line sample, TCL01-OSW: WES reads to CanFam3.1"
file	PARKS_recal_reads.bai	021102bb-f0a4-583f-abcd-aac9b2fa56a7	6534840	2b466cafddc7b428ff05da1a15dc6cf6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/PARKS_recal_reads.bai	bai	TCL01-Parks	Index File	"tumor cell line sample, TCL01-Parks: bam index of WES reads"
file	PARKS_recal_reads.bam	014a49aa-dde5-522d-83f6-28620ffcacc4	20117760429	34d6fdeef92bbf19b6887f0b7752116a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/PARKS_recal_reads.bam	bam	TCL01-Parks	Whole Exome Sequence File	"tumor cell line sample, TCL01-Parks: WES reads to CanFam3.1"
file	SB_recal_reads.bai	6e1aec2b-e158-5cb8-9ddb-ce3cef0f33a4	6173640	8f4fc8218a773798b81d1573b811c8da	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/SB_recal_reads.bai	bai	TCL01-SB	Index File	"tumor cell line sample, TCL01-SB: bam index of WES reads"
file	SB_recal_reads.bam	2af734de-b6f3-5a04-9a05-b40d79ceb976	15742684377	f8f253afb557f0e33a0a864a4d862e7b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/SB_recal_reads.bam	bam	TCL01-SB	Whole Exome Sequence File	"tumor cell line sample, TCL01-SB: WES reads to CanFam3.1"
file	STS-1_recal_reads.bai	abdf295c-924c-55a7-b1ee-fc5d1fa1fd22	6178592	09abe8721e1603d86e8286eff9d24d87	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/STS-1_recal_reads.bai	bai	TCL01-STSA-1	Index File	"tumor cell line sample, TCL01-STSA-1: bam index of WES reads"
file	STS-1_recal_reads.bam	883181dd-2ff2-5ea8-a5d4-7339fbe57a79	16771819055	c4ce1f8bcc879a4838a81ea5e8843be9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/STS-1_recal_reads.bam	bam	TCL01-STSA-1	Whole Exome Sequence File	"tumor cell line sample, TCL01-STSA-1: WES reads to CanFam3.1"
file	TYLER1_recal_reads.bai	eec577ba-3ba0-5b21-919b-13c1e5328a15	5936288	3ab276af9b2f8dcf8abba7af49c954a6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/TYLER1_recal_reads.bai	bai	TCL01-Tyler1	Index File	"tumor cell line sample, TCL01-Tyler1: bam index of WES reads"
file	TYLER1_recal_reads.bam	cab55474-56bb-5f65-912a-466f6b163dc5	11471388290	2f3a05cd811bfeb115f3b897cec6a12b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/TYLER1_recal_reads.bam	bam	TCL01-Tyler1	Whole Exome Sequence File	"tumor cell line sample, TCL01-Tyler1: WES reads to CanFam3.1"
file	TYLER2_recal_reads.bai	585221cc-9982-5990-a163-c1e9648e273a	6128568	fc354a42685615be86e35d4d1018239e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/TYLER2_recal_reads.bai	bai	TCL01-Tyler2	Index File	"tumor cell line sample, TCL01-Tyler2: bam index of WES reads"
file	TYLER2_recal_reads.bam	9d34de51-e912-5859-be44-3f532bdcb86d	15424341682	fd54a81f8508833a966b241293793218	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/TYLER2_recal_reads.bam	bam	TCL01-Tyler2	Whole Exome Sequence File	"tumor cell line sample, TCL01-Tyler2: WES reads to CanFam3.1"
file	VOGEL_recal_reads.bai	7e83b759-90a0-582a-a20e-d7ae03346248	6059208	9b5111bd59cadff5c0cc00c3182b5334	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/VOGEL_recal_reads.bai	bai	TCL01-Vogel	Index File	"tumor cell line sample, TCL01-Vogel: bam index of WES reads"
file	VOGEL_recal_reads.bam	99e49d7b-cc96-5bfd-aa89-525c15e2fe92	22941297095	5a33ed689898579edde9ab4bf7ac6d17	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/VOGEL_recal_reads.bam	bam	TCL01-Vogel	Whole Exome Sequence File	"tumor cell line sample, TCL01-Vogel: WES reads to CanFam3.1"
file	N-1146_recal_reads.bai	11770043-cdb8-5585-8800-f5577651f1ce	5966640	871146c4742be026a8845a1eacf7120d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1146_recal_reads.bai	bai	TCL01-N-1146	Index File	"normal sample, TCL01-N-1146: bam index of WES reads"
file	N-1146_recal_reads.bam	e945be23-8f8a-5088-8cf8-50cfc0b173e1	13709569910	c6f0a5dcfaf8b52b0b9c30df72511c26	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1146_recal_reads.bam	bam	TCL01-N-1146	Whole Exome Sequence File	"normal sample, TCL01-N-1146: WES reads to CanFam3.1"
file	N-1344_recal_reads.bai	ec154445-c797-5312-9ac7-76b4bb80b638	5483208	3bb1c7b36476ea8825a67506e3dbbe2d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1344_recal_reads.bai	bai	TCL01-N-1344	Index File	"normal sample, TCL01-N-1344: bam index of WES reads"
file	N-1344_recal_reads.bam	c1cff82f-c6ff-5698-b90c-8fca7465ec29	8496493381	52c6830d322d10c226e62a03be03aca4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1344_recal_reads.bam	bam	TCL01-N-1344	Whole Exome Sequence File	"normal sample, TCL01-N-1344: WES reads to CanFam3.1"
file	N-166408_recal_reads.bai	87235559-76fd-58b9-8704-c4654ff513c4	5435520	43d7c317a765880bfc6c187dde17f620	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-166408_recal_reads.bai	bai	TCL01-N-166408	Index File	"normal sample, TCL01-N-166408: bam index of WES reads"
file	N-166408_recal_reads.bam	ac66af36-3998-56dd-9649-09ce4e74ca6b	9536035091	e08b87efd448b31115f0b854d2778cfd	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-166408_recal_reads.bam	bam	TCL01-N-166408	Whole Exome Sequence File	"normal sample, TCL01-N-166408: WES reads to CanFam3.1"
file	N-172160_recal_reads.bai	fada8247-7512-52ec-9313-1b69fc057fb1	5588544	ed073737170ed2a5972e979074f6d80f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-172160_recal_reads.bai	bai	TCL01-N-172160	Index File	"normal sample, TCL01-N-172160: bam index of WES reads"
file	N-172160_recal_reads.bam	2126563c-973b-529b-8574-ae927d1029ec	8806593257	1ab700451aa54c8f36495fc852c50807	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-172160_recal_reads.bam	bam	TCL01-N-172160	Whole Exome Sequence File	"normal sample, TCL01-N-172160: WES reads to CanFam3.1"
file	N-1776_recal_reads.bai	6488b641-2ca0-5b4f-b7ac-b774d1218910	5632672	f7e0e0e15ed30c96abe9a7ca932d48a8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1776_recal_reads.bai	bai	TCL01-N-1776	Index File	"normal sample, TCL01-N-1776: bam index of WES reads"
file	N-1776_recal_reads.bam	8ffe004f-3b57-5ae4-94bd-3b52c51d1e8e	9211871132	93f70d106718812541d0cc9b9b2a3f5e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1776_recal_reads.bam	bam	TCL01-N-1776	Whole Exome Sequence File	"normal sample, TCL01-N-1776: WES reads to CanFam3.1"
file	N-1866_recal_reads.bai	1983fdf0-d5a4-5408-be7e-d34f4cf68cef	5817080	f6206908d6f88ad46ad0dd29a7520da4	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1866_recal_reads.bai	bai	TCL01-N-1866	Index File	"normal sample, TCL01-N-1866: bam index of WES reads"
file	N-1866_recal_reads.bam	4a085891-319d-5ac2-8a1f-66cdf3876509	11810859656	5a9937c8d6143eca6bd77de6699a7817	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-1866_recal_reads.bam	bam	TCL01-N-1866	Whole Exome Sequence File	"normal sample, TCL01-N-1866: WES reads to CanFam3.1"
file	N-353_recal_reads.bai	5663a46c-7f2e-5e76-bc5d-81427c577d9e	5572704	bfc15de56f00eb38c7fa96a43ea6d57f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-353_recal_reads.bai	bai	TCL01-N-353	Index File	"normal sample, TCL01-N-353: bam index of WES reads"
file	N-353_recal_reads.bam	6dcd3a86-1b85-5f2e-abcb-0a4949983152	8616102202	3c7e5c329e781b192e0b804ba5fc94f6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-353_recal_reads.bam	bam	TCL01-N-353	Whole Exome Sequence File	"normal sample, TCL01-N-353: WES reads to CanFam3.1"
file	N-Bella_recal_reads.bai	7063342a-66ea-5947-a386-4bd924f36509	5677384	29e49563d47e23d946a1bb0516c489cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/TCL01/N-Bella_recal_reads.bai	bai	TCL01-N-Bella	Index File	"normal sample, TCL01-N-Bella: bam index of WES reads"
