type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description
file	050170_0103_sorted.bam.bai	c342a92d-a6e6-59da-a32f-274198647da4	4994504	257f7d0c156352a934cfb873b232be2b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050170_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050170 0103	Index File	Binary alignment file indexing 
file	050177_0103_sorted.bam	9c8db4c1-9716-5038-9b47-d3dae0e1433d	21681555724	82a011243a2fb1e1a8382a4438527c23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050177_0103_sorted.bam	bam	NCATS-COP01-CCB050177 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	050177_0103_sorted.bam.bai	786b08e6-80ee-56e6-83cf-245870657292	5016920	8f155c0f2afb69458098ba2beba5635e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050177_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050177 0103	Index File	Binary alignment file indexing 
file	060030_0102_sorted.bam	a0af0d13-cbb8-565d-ae22-e252609c3559	21889936506	d74d5e2e8162361b0430f67bd95cc369	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060030_0102_sorted.bam	bam	NCATS-COP01-CCB060030 0102	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	060030_0102_sorted.bam.bai	8442707d-2d6a-530d-9112-81bebb92013d	4821320	bd1e8746140e73b932b0d09d6ec52056	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060030_0102_sorted.bam.bai	bai	NCATS-COP01-CCB060030 0102	Index File	Binary alignment file indexing 
file	060039_0104_sorted.bam	77764bba-b571-5192-902c-fe6c8e1268d1	22325782713	cf515352bb1cb78ae2471b0c87769b50	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0104_sorted.bam	bam	NCATS-COP01-CCB060039 0104	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	060039_0104_sorted.bam.bai	23ba6980-5311-5825-8ccd-9c9e80ed3081	4978616	28b2b0b2033adcd26d75d80d14852aa2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0104_sorted.bam.bai	bai	NCATS-COP01-CCB060039 0104	Index File	Binary alignment file indexing 
file	070102_0103_sorted.bam	f10175ac-53bf-5f1c-9a8e-e38b89156c3a	23058528931	822f7c0c25b35c4953a1d9bd903c90bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070102_0103_sorted.bam	bam	NCATS-COP01-CCB070102 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	070102_0103_sorted.bam.bai	da986d81-2c06-5e42-8a6b-a096a6d5c9bb	5101040	b021a8a1b899b92c344d63b426afe45a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070102_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070102 0103	Index File	Binary alignment file indexing 
file	080012_0103_sorted.bam	6ba35f30-c4b4-5077-8582-65e3778a20bd	22147223338	a40a995e075a3427d9ddc0eabac08825	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0103_sorted.bam	bam	NCATS-COP01-CCB080012 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	080012_0103_sorted.bam.bai	9e63d3ac-36d7-55a4-b9a0-a87ecb86231c	4704336	d4e0cd72e4a765f1d6ec6dfd9e39f5c1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0103_sorted.bam.bai	bai	NCATS-COP01-CCB080012 0103	Index File	Binary alignment file indexing 
file	080018_0103_sorted.bam	93f4dd7a-72d9-5542-8ed4-b5c1c3c721ab	21407847886	f161da2c466f5ab49cc86d83098b9934	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080018_0103_sorted.bam	bam	NCATS-COP01-CCB080018 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1
file	080018_0103_sorted.bam.bai	3085b057-c0b5-5fba-ae6e-4c9e6e2f15ad	4905120	e0f07b510e4b85c65fb2ae329b1f84d3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080018_0103_sorted.bam.bai	bai	NCATS-COP01-CCB080018 0103	Index File	Binary alignment file indexing 
