type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_type	file_description	diagnosis.diagnosis_record_id
file	010311_0103_sorted.bam	7906a3d8-6819-5b42-8a1f-ba44bd13b409	19225039022	99af052e7d2f2c64fe32ef1b8f3d3f41	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010311_0103_sorted.bam	bam	NCATS-COP01-CCB010311 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010311_0103_sorted.bam.bai	85211f70-ec24-593c-8268-ea8cc0830225	4640488	aee155c11f38c32b423dade4ad7c977b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010311_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010311 0103   	Index File	tumor sample binary alignment file indexing 	
file	020031_0103_sorted.bam	818824f5-0023-5ba3-bceb-d5f70706f8b7	20724610865	8233835a5c6ca984fecaf46d6a0f603a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020031_0103_sorted.bam	bam	NCATS-COP01-CCB020031 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020031_0103_sorted.bam.bai	ccb3c121-cb47-5a96-91c9-308a9b97cd37	4614040	b4bb4f999a7873a6fff7ed8fdedf78f2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020031_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020031 0103   	Index File	tumor sample binary alignment file indexing 	
file	020035_0103_sorted.bam	50b64c0a-9c70-5054-aed2-0bd0e5821e9a	20237504772	53dae062ea2dee7a6f187c81a90251af	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020035_0103_sorted.bam	bam	NCATS-COP01-CCB020035 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020035_0103_sorted.bam.bai	8da69f94-0b93-5bd7-bfa3-efe9df104d4a	4441928	6cef1e315de2dc7bfe77cfa0caa82da1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020035_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020035 0103   	Index File	tumor sample binary alignment file indexing 	
file	020035_0201_sorted.bam	412e3e5f-70a9-5770-bffb-3dbb7c08678f	23761515546	8d72cc780dd1824e400d10a3f26c303f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020035_0201_sorted.bam	bam	NCATS-COP01-CCB020035 0201  	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	020035_0201_sorted.bam.bai	01520687-adcc-5100-a65b-d57d4c02af41	4730424	8fa727df569610f95a140805e19f4acc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020035_0201_sorted.bam.bai	bai	NCATS-COP01-CCB020035 0201   	Index File	normal sample binary alignment file indexing 	
file	020036_0103_sorted.bam	4757c7c2-26ca-50a7-9aa2-ed9bbb79c010	19527008291	04c5187846a711a3f49d5ce9d6020ad0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020036_0103_sorted.bam	bam	NCATS-COP01-CCB020036 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020036_0103_sorted.bam.bai	4d49b2b6-bdc7-5787-80d5-0988dc8468ed	4447352	18f2932f9fddff01eff7e6218ad7bf8b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020036_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020036 0103   	Index File	tumor sample binary alignment file indexing 	
file	020036_0200_sorted.bam	107f183e-c945-554e-8b08-b4196d27e74b	18076760665	cfa2ff0ec970f686a7aa99f2b58cd10f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020036_0200_sorted.bam	bam	NCATS-COP01-CCB020036 0200  	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	020036_0200_sorted.bam.bai	fdbd6c9c-b718-54e4-82ba-67853e85a2ce	4295880	17fec70418972fac3e80e2bd03c93088	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020036_0200_sorted.bam.bai	bai	NCATS-COP01-CCB020036 0200   	Index File	normal sample binary alignment file indexing 	
file	020054_0103_sorted.bam	b8b62caa-a730-5514-8ecd-d8e271b03b8b	17707293609	402ed2b455ab2bce1c34e8e33f8215a0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020054_0103_sorted.bam	bam	NCATS-COP01-CCB020054 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020054_0103_sorted.bam.bai	d7d03a61-a223-58b6-a375-29903bd10d84	4490872	bb22e6106e3930581a294770fa62fda7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020054_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020054 0103   	Index File	tumor sample binary alignment file indexing 	
file	020054_0201_sorted.bam	fb63c2bc-8113-5554-b7ef-49455aed197e	19663109110	865a833279068918e9e51b3e51ab0ad9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020054_0201_sorted.bam	bam	NCATS-COP01-CCB020054 0201  	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	020054_0201_sorted.bam.bai	753c3ca0-cf52-5277-b4cb-3aa3e6182b05	4643184	d21f51d39f2d5e3cbbfa0de22d1b886d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020054_0201_sorted.bam.bai	bai	NCATS-COP01-CCB020054 0201   	Index File	normal sample binary alignment file indexing 	
file	030001_0103_sorted.bam	260a2c6f-af4e-5041-8023-611baefa0bc3	17297824356	21723d68317a9c0017c6afd6941f9738	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030001_0103_sorted.bam	bam	NCATS-COP01-CCB030001 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030001_0103_sorted.bam.bai	4039aa6f-c787-5913-bad7-aaf8c55341ad	4188096	ba1a70ac6642b09649ed7a17ed9a084f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030001_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030001 0103   	Index File	tumor sample binary alignment file indexing 	
file	050004_0103_sorted.bam	8cf29b11-9740-5784-8b82-5a3d13c53981	18480249392	51da9dcd18fb499db4393401d8b1a2a3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050004_0103_sorted.bam	bam	NCATS-COP01-CCB050004 0103  	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	050004_0103_sorted.bam.bai	4f6077ce-4063-5551-9dc3-78c5aba39f86	4323824	bcd0b06cc3361fb0b7203fef5906437f	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050004_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050004 0103   	Index File	tumor sample binary alignment file indexing 	
file	010378_0103_sorted.bam	60465915-68d7-5b2c-8435-2daf130bf8b1	21852779023	51ea1da01988739400591bc357d8ff15	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010378_0103_sorted.bam	bam	NCATS-COP01-CCB010378 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	010378_0103_sorted.bam.bai	1c13ea95-2d5e-5624-9502-7fa9fae4d40a	4960728	16afa3a388548b2cef08497bab764d7e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010378_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010378 0103	Index File	Binary alignment file indexing 	
file	020128_0104_sorted.bam	f98f1893-9764-5349-8ade-7c74592a951e	22862534678	6373b697cf5824605977c825903a92f5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020128_0104_sorted.bam	bam	NCATS-COP01-CCB020128 0104	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	020128_0104_sorted.bam.bai	8078b80e-a374-5ce7-827b-6f3fbb9bba40	4905976	f2073115c0a95b517de8eb74f98b14bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020128_0104_sorted.bam.bai	bai	NCATS-COP01-CCB020128 0104	Index File	Binary alignment file indexing 	
file	030162_0103_sorted.bam	5933cb05-6d82-5913-858f-a5dfa5a2af08	21202315335	76187cdc35af1116657c5283a2fce5c7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030162_0103_sorted.bam	bam	NCATS-COP01-CCB030162 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	030162_0103_sorted.bam.bai	102c380d-64a2-5c4f-a5e7-91fac91fe273	4736032	53323e507f15dd85867743af3a7ad0cf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030162_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030162 0103	Index File	Binary alignment file indexing 	
file	030227_0103_sorted.bam	bbc41524-0912-5226-9629-ed292af3c9b3	22836808150	9320ce7b8e29edefb173003f3388b5e6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030227_0103_sorted.bam	bam	NCATS-COP01-CCB030227 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	030227_0103_sorted.bam.bai	119768bf-82cc-5b48-980f-32d42d040384	5478168	64bc51d25313d60f233c7b0dc9531888	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030227_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030227 0103	Index File	Binary alignment file indexing 	
file	050096_0103_sorted.bam	91106c94-dbed-52c4-aca7-f79b0fa2ba1e	21966953090	407f6be5274c99637ca56f8e2aaeb12c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050096_0103_sorted.bam	bam	NCATS-COP01-CCB050096 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	050096_0103_sorted.bam.bai	dfa86c59-aa85-5f63-9b57-d1d892c8a718	5166680	3fb0a25f40aa69f312d847b4c623070e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050096_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050096 0103	Index File	Binary alignment file indexing 	
file	050170_0103_sorted.bam	cefe77ef-6bf1-543b-884e-be94ec88bd2d	23135386797	d8a7fa4a36d9499ca6676bf547797e27	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050170_0103_sorted.bam	bam	NCATS-COP01-CCB050170 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	050170_0103_sorted.bam.bai	c342a92d-a6e6-59da-a32f-274198647da4	4994504	257f7d0c156352a934cfb873b232be2b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050170_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050170 0103	Index File	Binary alignment file indexing 	
file	050177_0103_sorted.bam	9c8db4c1-9716-5038-9b47-d3dae0e1433d	21681555724	82a011243a2fb1e1a8382a4438527c23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050177_0103_sorted.bam	bam	NCATS-COP01-CCB050177 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	050177_0103_sorted.bam.bai	786b08e6-80ee-56e6-83cf-245870657292	5016920	8f155c0f2afb69458098ba2beba5635e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/050177_0103_sorted.bam.bai	bai	NCATS-COP01-CCB050177 0103	Index File	Binary alignment file indexing 	
file	060030_0102_sorted.bam	a0af0d13-cbb8-565d-ae22-e252609c3559	21889936506	d74d5e2e8162361b0430f67bd95cc369	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060030_0102_sorted.bam	bam	NCATS-COP01-CCB060030 0102	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	060030_0102_sorted.bam.bai	8442707d-2d6a-530d-9112-81bebb92013d	4821320	bd1e8746140e73b932b0d09d6ec52056	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060030_0102_sorted.bam.bai	bai	NCATS-COP01-CCB060030 0102	Index File	Binary alignment file indexing 	
file	060039_0104_sorted.bam	77764bba-b571-5192-902c-fe6c8e1268d1	22325782713	cf515352bb1cb78ae2471b0c87769b50	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0104_sorted.bam	bam	NCATS-COP01-CCB060039 0104	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	060039_0104_sorted.bam.bai	23ba6980-5311-5825-8ccd-9c9e80ed3081	4978616	28b2b0b2033adcd26d75d80d14852aa2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0104_sorted.bam.bai	bai	NCATS-COP01-CCB060039 0104	Index File	Binary alignment file indexing 	
file	070102_0103_sorted.bam	f10175ac-53bf-5f1c-9a8e-e38b89156c3a	23058528931	822f7c0c25b35c4953a1d9bd903c90bb	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070102_0103_sorted.bam	bam	NCATS-COP01-CCB070102 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	070102_0103_sorted.bam.bai	da986d81-2c06-5e42-8a6b-a096a6d5c9bb	5101040	b021a8a1b899b92c344d63b426afe45a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/070102_0103_sorted.bam.bai	bai	NCATS-COP01-CCB070102 0103	Index File	Binary alignment file indexing 	
file	080012_0103_sorted.bam	6ba35f30-c4b4-5077-8582-65e3778a20bd	22147223338	a40a995e075a3427d9ddc0eabac08825	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0103_sorted.bam	bam	NCATS-COP01-CCB080012 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	080012_0103_sorted.bam.bai	9e63d3ac-36d7-55a4-b9a0-a87ecb86231c	4704336	d4e0cd72e4a765f1d6ec6dfd9e39f5c1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0103_sorted.bam.bai	bai	NCATS-COP01-CCB080012 0103	Index File	Binary alignment file indexing 	
file	080018_0103_sorted.bam	93f4dd7a-72d9-5542-8ed4-b5c1c3c721ab	21407847886	f161da2c466f5ab49cc86d83098b9934	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080018_0103_sorted.bam	bam	NCATS-COP01-CCB080018 0103	RNA Sequence File	Binary alignment file: seq reads to canfam3.1	
file	080018_0103_sorted.bam.bai	3085b057-c0b5-5fba-ae6e-4c9e6e2f15ad	4905120	e0f07b510e4b85c65fb2ae329b1f84d3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080018_0103_sorted.bam.bai	bai	NCATS-COP01-CCB080018 0103	Index File	Binary alignment file indexing 	
file	010378_0200_sorted.bam	414471d5-f742-5c2c-acf2-4814a01fda5c	21555148921	30fd6caf2761e070a65d654545a7f1a8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010378_0200_sorted.bam	bam	NCATS-COP01-CCB010378 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	010378_0200_sorted.bam.bai	7efe4294-6f96-55d8-aa8b-885fd0240547	4520224	b314585f06e3e3adeba38e7257c61719	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010378_0200_sorted.bam.bai	bai	NCATS-COP01-CCB010378 0200	Index File	normal sample binary alignment file indexing 	
file	060039_0201_sorted.bam	d00786dd-00c7-5e68-8d27-24ccded7df40	22023712865	9d88a6ee44ee5cf1fb31f34295c3f5b7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0201_sorted.bam	bam	NCATS-COP01-CCB060039 0201	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	060039_0201_sorted.bam.bai	a557967e-1d50-5ef9-b8c2-1f815d6c5d2b	4554792	c7f1cf28c79c0abd0e8c88d028035cd0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/060039_0201_sorted.bam.bai	bai	NCATS-COP01-CCB060039 0201	Index File	normal sample binary alignment file indexing 	
file	080012_0201_sorted.bam	b4229471-bc15-5bf8-b170-2fef8bce1a1a	21996995895	b8535e02a544a17fe19b08c7c23b3984	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0201_sorted.bam	bam	NCATS-COP01-CCB080012 0201	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
file	080012_0201_sorted.bam.bai	8a91df9d-5b39-54df-8542-b8d4e7fb54b8	3720432	da50fd60c287255c099c015e5b046410	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/080012_0201_sorted.bam.bai	bai	NCATS-COP01-CCB080012 0201	Index File	normal sample binary alignment file indexing 	
file	010072_0103_sorted.bam	76deac0b-fbfc-5acc-a975-923415c4f804	19860107989	84ab92ab02f543f0b6ae187050e5ac35	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010072_0103_sorted.bam	bam	NCATS-COP01-CCB010072 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010072_0103_sorted.bam.bai	fbdf9e04-3656-55b4-9b56-e988e89cc0a4	4597608	d564f90b93c2d3190609e1473e3cf97a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010072_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010072 0103	Index File	tumor sample binary alignment file indexing 	
file	010091_0103_sorted.bam	672aead1-95b3-5f31-9e8c-441d8f6d5708	18765109011	171a1b3124cdf7278e50c459d064c3e0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010091_0103_sorted.bam	bam	NCATS-COP01-CCB010091 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	010091_0103_sorted.bam.bai	2aabbd36-b132-57c3-b095-a00f1b87bce8	4643144	6858322e8414f4be3242edaa9b5f8b86	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/010091_0103_sorted.bam.bai	bai	NCATS-COP01-CCB010091 0103	Index File	tumor sample binary alignment file indexing 	
file	020018_0103_sorted.bam	8f7d04c4-6b35-5da4-b1cf-8f34cb7cbcb6	19379944416	f0201ee9bb713d9227b2bb4fc9d058d8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020018_0103_sorted.bam	bam	NCATS-COP01-CCB020018 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020018_0103_sorted.bam.bai	2468a2b2-42c0-5b96-9c62-95ef2f51c766	4632240	2f3a02697cff15c6fa8d9c21e7b8cda1	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020018_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020018 0103	Index File	tumor sample binary alignment file indexing 	
file	020026_0103_sorted.bam	2c3c5e5a-1613-59b3-a0d6-3a8185c1bb5d	17393044562	a2223bcaffafc558938d78bb78b6d84b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020026_0103_sorted.bam	bam	NCATS-COP01-CCB020026 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020026_0103_sorted.bam.bai	877a7f7c-e5e0-5602-8386-e93b99d4be87	4246936	f84e8d9ee406d9ea0fbb93eaeb863540	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020026_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020026 0103	Index File	tumor sample binary alignment file indexing 	
file	020027_0103_sorted.bam	da57adc9-5d17-5620-bd57-224f2a74db63	17690943013	31cf6e4435e65bb27550a97754d941e2	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020027_0103_sorted.bam	bam	NCATS-COP01-CCB020027 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	020027_0103_sorted.bam.bai	40178888-20eb-538c-85b1-a8572a01af41	4185736	9a0da0bc2d24cbd94e4bc12ceee8d698	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/020027_0103_sorted.bam.bai	bai	NCATS-COP01-CCB020027 0103	Index File	tumor sample binary alignment file indexing 	
file	030035_0103_sorted.bam	813e9d44-144d-548a-b7ea-a892a34358f4	16326199709	9ca65d13194df081ffb61888c58b36e7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030035_0103_sorted.bam	bam	NCATS-COP01-CCB030035 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030035_0103_sorted.bam.bai	a20da58b-b2d3-5aa8-84c7-9cf94d3b6562	4236848	220b3e30dd0af3e823689b7c75628a1d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030035_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030035 0103	Index File	tumor sample binary alignment file indexing 	
file	030064_0103_sorted.bam	41c3f1e7-ee0c-592a-ab9b-51bd94810108	18382122379	25b77021e6a7ff84d98037fbfa5e3932	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030064_0103_sorted.bam	bam	NCATS-COP01-CCB030064 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030064_0103_sorted.bam.bai	e08c2930-b284-5dda-9db5-2b45e04a35b1	4788600	a4b5c178162a2399e3eb157ad46e2c2e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030064_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030064 0103	Index File	tumor sample binary alignment file indexing 	
file	030077_0103_sorted.bam	0bdc9ee3-2ae7-577b-b4d4-04ae5453cb5a	21019522323	2547a7f27a82deff5ec5b7f39defd489	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030077_0103_sorted.bam	bam	NCATS-COP01-CCB030077 0103	RNA Sequence File	tumor sample binary alignment file: seq reads to canfam3.1	
file	030077_0103_sorted.bam.bai	c3a8c05f-22f7-55f4-b2b0-d48c8979a52c	4935488	18ff53b3a1c8de1f1a1df4cbd7c575fa	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030077_0103_sorted.bam.bai	bai	NCATS-COP01-CCB030077 0103	Index File	tumor sample binary alignment file indexing 	
file	030077_0200_sorted.bam	114c5172-b08d-5703-8c14-5f3c23744e63	19055847284	52b8d2920796e84f944d74555db88c6a	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/NCATS/NCATS01/Bam-files/030077_0200_sorted.bam	bam	NCATS-COP01-CCB030077 0200	RNA Sequence File	normal sample binary alignment file: seq reads to canfam3.1	
