type	genomic_info_id	design_description	platform	bases	library_layout	coverage	file.file_id	sequence_alignment_software	number_of_reads	library_selection	reference_genome_assembly	avg_read_length	methylation_platform	library_source	reporter_label	instrument_model	library_id	library_strategy	custom_assembly_fasta_file_for_alignment	library_source_molecule
genomic_info	60e7d107df43c351460a8762_27-482638-AMPureF:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/1dbc9c97-9fff-5d4d-a493-aa09d963bb23	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureF:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d10ddf43c351460a8766_27-482638-AMPureB:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/3eb2130f-f8f7-553f-a4d0-afb16c26c46d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureB:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d114df43c351460a876a_27-482638-AMPureC:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/de9e0c1a-f6de-592f-9f51-13355744f1d0	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d11b7c2d3e3eb207d08d_27-482638-AMPureG:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/ffa56e5c-3409-55eb-acdf-1b332e43319a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureG:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1217c2d3e3eb207d090_27-482638-AMPureD:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/ac966c50-464e-53a8-b4f7-ef85c008cd8c	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureD:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d127df43c351460a8774_27-482638-AMPureE:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/348b37ff-7ecb-59ec-9e06-eea72cf2703f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureE:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d12e7c2d3e3eb207d095_27-482638-AMPureH:9	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/9807da54-5eb1-585f-ada4-d9328193415b	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureH:9	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1347c2d3e3eb207d099_27-482638-AMPureF:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/fd6178e3-439e-509f-a3cf-3c0ac37d2dbe	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureF:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d13bdf43c351460a877d_27-482638-AMPureA:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/276f92c9-d5fb-5aae-a46e-c428bdaf6bf6	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureA:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d141df43c351460a8781_27-482638-AMPureG:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/c11d0ddc-cfd0-5aa3-b0e2-d3c4ddcf0474	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureG:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d147df43c351460a8785_27-482638-AMPureB:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/84038cec-c7f7-520a-acc6-6934e10e99a2	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureB:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d14edf43c351460a8788_27-482638-AMPureH:5	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/f5e1104e-51a5-56e9-9352-e90be700c59f	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureH:5	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d154df43c351460a878c_27-482638-AMPureA:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/12cc8380-223b-5b01-a0f9-87f7924913f3	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureA:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d161df43c351460a8793_27-482638-AMPureC:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/92af9733-4cd6-5fe9-9fec-04d5703d347b	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d167df43c351460a8796_27-482638-AMPureC:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/0ad4e12d-9137-56c3-8851-3a6112a9751d	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d16e7c2d3e3eb207d0af_27-482638-AMPureD:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/d6384494-9372-548b-af2e-c2b34a6029bf	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureD:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1747c2d3e3eb207d0b2_27-482638-AMPureD:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/305cc015-2da3-501e-9d63-b2a39ceb698a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureD:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d17adf43c351460a879f_27-482638-AMPureE:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/10b0217b-0e02-5a5b-ad1f-317048f7f22a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureE:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1827c2d3e3eb207d0b8_27-482638-AMPureE:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/ba4f7a4b-6762-57d3-83b4-8b8a9f137ded	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureE:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d18edf43c351460a87a6_27-482638-AMPureG:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/bd91e7a4-355e-59f9-8488-fcb6bd9dd28e	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureG:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d19a7c2d3e3eb207d0be_27-482638-AMPureH:6	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/6679661a-1bb6-581f-9ba0-c9b8dbf1abba	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureH:6	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1a0df43c351460a87ab_27-482638-AMPureF:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/71b784c4-09a6-5170-a7a6-9f5a0c9c4680	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureF:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1a77c2d3e3eb207d0c5_27-482638-AMPureA:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/d3804f80-f590-540d-8697-12b525eba867	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureA:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1ad7c2d3e3eb207d0c8_27-482638-AMPureB:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/d4e65022-f38d-55dc-a6e8-e43a18cd8977	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureB:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1b3df43c351460a87b3_27-482638-AMPureC:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/b3bce4ae-ca90-5fea-b35d-0ccf7f216e2a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1badf43c351460a87b6_27-482638-AMPureG:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/55d5a40b-4681-5de2-817e-f9ff37e6ea1a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureG:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1c0df43c351460a87b9_27-482638-AMPureD:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/a02d4055-104f-5c5c-ba9d-07faf5ce0f65	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureD:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1c6df43c351460a87bd_27-482638-AMPureE:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/37a0850a-54b3-5545-9d71-c3715e78a060	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureE:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1cddf43c351460a87c1_27-482638-AMPureH:10	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/8b03434d-aa30-5bd0-b839-6796e997e8a7	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureH:10	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1d3df43c351460a87c5_27-482638-AMPureF:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/617b52f3-db6c-5eb2-91a5-fe9608b79bdc	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureF:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1dadf43c351460a87c8_27-482638-AMPureH:7	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/60a139f1-5a41-59ec-b1bb-c0942485b283	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureH:7	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1e07c2d3e3eb207d0de_27-482638-AMPureA:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/c2b9fc99-0957-54f2-ad78-277585d299fa	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureA:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1e67c2d3e3eb207d0e2_27-482638-AMPureA:8	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/6b7b9614-c791-5056-9efd-730eee12d01c	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureA:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1f37c2d3e3eb207d0ea_27-482638-AMPureB:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/2524dcaa-1aad-573d-bd44-bb4d9fa1b522	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureB:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d1f97c2d3e3eb207d0ed_27-482638-AMPureC:8	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/0cc421f0-44be-5dac-96ce-61dbbbb38273	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d200df43c351460a87d6_27-482638-AMPureC:11	100-200ng of whole blood-derived DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the manufacturer's recommendations.	Illumina		Paired-End		dg.4DFC/65bfda13-c3b8-5a43-89bd-2c2bf5fe0410	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureC:11	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
genomic_info	60e7d2067c2d3e3eb207d0f3_27-482638-AMPureD:8	100-200ng of FFPE-DNA was fragmented under mild settings using a low volume AFA plate on the Covaris LE220 to target 500bp fragments in accordance with manufacturer's instructions. Fragmented samples were then processed with the KAPA Hyper Library Preparation kit (Roche) following the modifications for degraded samples.	Illumina		Paired-End		dg.4DFC/af697f46-1c82-5ab9-bddd-ba1079f35e6a	bwa-mem 0.7.15		Random	GRCh38			Genomic		Illumina NovaSeq 6000	27-482638-AMPureD:8	WGS	GRCh38_full_analysis_set_plus_decoy_hla.fa	Genomic DNA
