library_id	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
wm3939-2.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/19612203-b402-4819-b10f-9cc5b3433289_wm3939-2.WES	dg.4DFC/19612203-b402-4819-b10f-9cc5b3433289
wm3939-2CPLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/f7a272d8-abd8-45ba-9a94-da1cfc6fd9f5_wm3939-2CPLX.WES	dg.4DFC/f7a272d8-abd8-45ba-9a94-da1cfc6fd9f5
wm3939-2CPLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/fb34c31a-d68f-4a9d-92aa-4fcd419b506b_wm3939-2CPLX.WES	dg.4DFC/fb34c31a-d68f-4a9d-92aa-4fcd419b506b
wm3939-2n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/c87a8cfe-fbc2-4d25-b318-69a6845d7928_wm3939-2n.WES	dg.4DFC/c87a8cfe-fbc2-4d25-b318-69a6845d7928
wm3939-2n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d46dfbe9-1f6f-4d66-8b3c-f15da5464ca9_wm3939-2n.WES	dg.4DFC/d46dfbe9-1f6f-4d66-8b3c-f15da5464ca9
wm3941.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a5036daa-533d-4bf8-b7e7-8568bb4ac8e8_wm3941.WES	dg.4DFC/a5036daa-533d-4bf8-b7e7-8568bb4ac8e8
wm3941.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/96916bd3-1d07-425d-aa5a-09a74f076c3b_wm3941.WES	dg.4DFC/96916bd3-1d07-425d-aa5a-09a74f076c3b
wm3941n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/c15c5519-3188-46fe-a062-40216c98d5d1_wm3941n.WES	dg.4DFC/c15c5519-3188-46fe-a062-40216c98d5d1
wm3941n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/086af77b-7afc-46ae-9a7e-3ee7a82e19cb_wm3941n.WES	dg.4DFC/086af77b-7afc-46ae-9a7e-3ee7a82e19cb
WM3942_8752.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/0406016c-6c6a-4b3e-bbde-5c4af6d4e995_WM3942_8752.RNA-Seq	dg.4DFC/0406016c-6c6a-4b3e-bbde-5c4af6d4e995
WM3942_8752.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/12b5bb60-4d19-46dd-9dc7-2f6d1d74859c_WM3942_8752.RNA-Seq	dg.4DFC/12b5bb60-4d19-46dd-9dc7-2f6d1d74859c
WM3942_CPLX__8881.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/73baac10-26b0-4200-a05f-03a66210f567_WM3942_CPLX__8881.RNA-Seq	dg.4DFC/73baac10-26b0-4200-a05f-03a66210f567
WM3942_CPLX__8881.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/b2b3382c-1db9-4ca9-9b34-7a4a282fbd25_WM3942_CPLX__8881.RNA-Seq	dg.4DFC/b2b3382c-1db9-4ca9-9b34-7a4a282fbd25
WM3942_CPLX__8883.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/a5c26b2a-2c11-425b-a6f5-b770e714e326_WM3942_CPLX__8883.RNA-Seq	dg.4DFC/a5c26b2a-2c11-425b-a6f5-b770e714e326
WM3942_CPLX__8883.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/4154dddd-4db1-4b86-976e-cfaf345c86b3_WM3942_CPLX__8883.RNA-Seq	dg.4DFC/4154dddd-4db1-4b86-976e-cfaf345c86b3
WM3942_CPLX__8884.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/c2c26951-4b7e-47da-b85d-5bd0a79d2852_WM3942_CPLX__8884.RNA-Seq	dg.4DFC/c2c26951-4b7e-47da-b85d-5bd0a79d2852
WM3942_CPLX__8884.RNA-Seq	GRCh37	Illumina TruSeq Stranded mRNA	RNA-Seq	Paired-End	Transcriptomic	Poly-A Enriched Genomic Library	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e69b1c2c-ef67-4ee3-b9c5-ae099cd2fc5b_WM3942_CPLX__8884.RNA-Seq	dg.4DFC/e69b1c2c-ef67-4ee3-b9c5-ae099cd2fc5b
wm3942.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d436f7a3-aeb5-4982-8f08-17c44cbefabb_wm3942.WES	dg.4DFC/d436f7a3-aeb5-4982-8f08-17c44cbefabb
wm3942.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/53ea6ccc-5657-4886-b127-0d818b845209_wm3942.WES	dg.4DFC/53ea6ccc-5657-4886-b127-0d818b845209
wm3942CPLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/3680ffc5-ff5a-41a4-b591-1194708d79f4_wm3942CPLX.WES	dg.4DFC/3680ffc5-ff5a-41a4-b591-1194708d79f4
wm3942CPLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/c451de7c-e00b-45b5-b1a9-59fa6122ca25_wm3942CPLX.WES	dg.4DFC/c451de7c-e00b-45b5-b1a9-59fa6122ca25
wm3942n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/91b9ba6f-9888-40f9-99d9-bdbfb7098dbb_wm3942n.WES	dg.4DFC/91b9ba6f-9888-40f9-99d9-bdbfb7098dbb
wm3942n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/70054783-03de-4374-bc09-ad020a192e4b_wm3942n.WES	dg.4DFC/70054783-03de-4374-bc09-ad020a192e4b
wm3963-2n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/dd7b7e0f-d53e-44e9-b8e8-a868df1d0aec_wm3963-2n.WES	dg.4DFC/dd7b7e0f-d53e-44e9-b8e8-a868df1d0aec
wm3963-2n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/173f80bb-04fd-48e3-97ae-52f5011b942f_wm3963-2n.WES	dg.4DFC/173f80bb-04fd-48e3-97ae-52f5011b942f
wm3973.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d8377647-fa81-4fc9-afb3-36a1c799fde1_wm3973.WES	dg.4DFC/d8377647-fa81-4fc9-afb3-36a1c799fde1
wm3973.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/30cf7334-e392-4b9a-9dff-b9252b5ecb5a_wm3973.WES	dg.4DFC/30cf7334-e392-4b9a-9dff-b9252b5ecb5a
wm3973n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/d31fdbeb-6d97-4585-b501-37a2c43860e1_wm3973n.WES	dg.4DFC/d31fdbeb-6d97-4585-b501-37a2c43860e1
wm3973n.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/495ee737-2371-4a65-a032-f419fe9abef6_wm3973n.WES	dg.4DFC/495ee737-2371-4a65-a032-f419fe9abef6
wm3973PLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/38e6d55a-d275-4fb9-86c4-8500d9331f00_wm3973PLX.WES	dg.4DFC/38e6d55a-d275-4fb9-86c4-8500d9331f00
wm3973PLX.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/e5a52078-43c8-40c6-ab05-dd8dd397f7cd_wm3973PLX.WES	dg.4DFC/e5a52078-43c8-40c6-ab05-dd8dd397f7cd
wm3983.WES	GRCh37	Nextera DNA Exome FC-144-1004	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/f6011d57-8de7-47b9-9820-34ccc71c5695_wm3983.WES	dg.4DFC/f6011d57-8de7-47b9-9820-34ccc71c5695
