type	pdx_id	model_id	mouse_strain	sample_type_for_implantation	implantation_type	implantation_site	tumor_confirmed_not_to_be_mus_or_ebv_origin	is_tumor_from_untreated_patient	passage_number	passages_tested	validation_technique	id	study.id	sample.id
pdx	6949-JMM-0065_FP.pdx	JG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				1e082677-e0d1-5e10-bb5e-84f7bcf52a0d		bdbd8dc5-28c5-5235-b344-23eafbb13749
pdx	6949-JMM-0100.pdx	HG-Lx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				1e887990-a36b-5913-8420-0f239f373897		a21512da-fda6-5fb9-81ee-ed3704fecde2
pdx	6949-JMM-0050.pdx	NP039x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				24b75f05-e860-550b-9f0c-a4ee26c20168		aeae91ff-6315-509d-9318-a3821c914447
pdx	6949-JMM-0072_2.pdx	NP053x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				24f10913-760e-5975-a013-faf95391a377		2215150f-6f1c-5c38-9958-610460ae639d
pdx	6949-JMM-0055_FP.pdx	Obelix-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				25a50a00-035a-5d0c-974e-4c73bb8ca7be		75771db0-d0bd-5cda-98e0-0ed4e347ab1f
pdx	6949-JMM-0042.pdx	NP018x_RH07-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				2fe9fa81-25ad-5e63-8458-ff994544f1b8		5156591b-3772-51f6-b5cd-5fe9b7519f5b
pdx	6949-JMM-0064_2.pdx	HG-Lx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				32832598-c0e9-5eba-948e-e647aa97acb4		b4a9d21b-d9de-53aa-a51a-06d10ebab8b1
pdx	6949-JMM-0078.pdx	NP018x_RH07-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				346478d9-f001-5b23-9f16-64ad52fafc5a		5e3ee284-1226-5695-b415-d64deb4b73b5
pdx	6949-JMM-0069_2.pdx	COG-N-470x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				35862f2a-e596-53d2-b42c-1afe993ac1af		3ac14883-ebdb-569e-970f-511b7251bbc1
pdx	6949-JMM-0087.pdx	NP040x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				36f899b9-c1c8-5503-a50a-978a5887841a		305b64c2-b48e-5388-a1db-af672870a758
pdx	6949-JMM-0051_FP.pdx	NP040x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				384e581a-0c03-5bf6-938d-d0c9a8ee2a1d		e28786cc-66f7-52b4-9eb1-858c3106d8ae
pdx	6949-JMM-0061_2.pdx	YDLRx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				3d51ae0d-8540-5acc-a206-28a8e3798b9b		7f4a96fb-2163-5dc5-b057-a493dd6b718c
pdx	6949-JMM-0070_2.pdx	LS_Luke-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				3f7d44a8-b56e-5f4e-9365-03a8d61f7c18		d36aa274-7de3-5c13-b647-aede3b9e37e5
pdx	6949-JMM-0066.pdx	JG-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				410b78e2-fab9-58a7-93fa-9b8577504cc4		c6063b1b-0b43-5f41-918a-d82c297ad4a9
pdx	6949-JMM-0053_FP.pdx	Obelix-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4249f86e-4412-51bc-b87a-f087240b90c8		fa482387-83a5-5755-b46f-e1efbfb119c8
pdx	6949-JMM-0094.pdx	Adam-Lx_ALK-L-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				42cefea5-a58f-57c1-aecc-87049d1a4355		ff041046-96ac-5678-87db-4799c2fede1c
pdx	6949-JMM-0096.pdx	Adam-Fx_ALK-F-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				436d448e-2026-584f-84be-62b308f3ca5a		31705e81-d75e-5593-9f26-3ccf5fcb5092
pdx	6949-JMM-0101.pdx	JG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4b51f690-abcb-537f-861d-9894e6bbe6a5		52b67bb6-6795-5e90-b236-8e79477bde2e
pdx	6949-JMM-0048_FP.pdx	NP036x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4ca18a52-2c4b-5377-866a-c6cf10d71baa		10d3b8c8-8d22-54de-aaa4-96eb63b95012
pdx	6949-JMM-0038.pdx	NP012x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4d5e5f15-2d6e-5b14-b600-e4ef6000c4be		296fdb4f-bca5-5dba-b092-28cd680e572e
pdx	6949-JMM-0052.pdx	NP043x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4d8e8fd5-e86d-50ea-bc14-e500e43f3d7d		52603315-0301-5cf7-a8c4-97b3e427b0d2
pdx	6949-JMM-0039_FP.pdx	NP015x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				4f369336-8626-54d2-a5b0-1fea9ce7811e		e42c0c6b-1f54-5c92-9e3d-f5908240e951
pdx	6949-JMM-0060_FP.pdx	Adam-Fx_ALK-F-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				507c3c3c-0b97-523c-8e71-8bf88623ee73		f96d6920-0115-5f57-8b4d-530f3e3c9051
pdx	6949-JMM-0057.pdx	N0619x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				553226a8-4d7c-53a2-9edb-1756b011008b		23831eb6-e72b-5ada-86cc-3e65cd3ca03b
pdx	6949-JMM-0069.pdx	COG-N-470x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				56d14090-68b8-55da-9792-bf06eb8a62f6		223dd69f-8ffb-5cfa-8209-533a3250c692
pdx	6949-JMM-0064_FP.pdx	HG-Lx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				577bc1e8-2132-58ae-ad65-0d3278b388b8		aa8c7cb8-814c-58e9-b87e-2f99fd6f1b33
pdx	6949-JMM-0081.pdx	NP021x_RH07-5x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				57961b9b-d9cd-5f48-822f-010ae924bae7		3fae1e07-fb7d-5e17-816d-1d35d13158c5
pdx	6949-JMM-0071_FP.pdx	NP049x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				58da5c37-2bb4-5e83-80aa-ae14b36e5206		08fb047c-0c55-50a3-a0d5-76a9323e70a9
pdx	6949-JMM-0089.pdx	Obelix-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				5a70114f-7adf-53b9-96f4-648b916c8085		c7132376-35d9-5d8d-9a9e-a47df40adaa3
pdx	6949-JMM-0092.pdx	KWK-6062x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				5b2d9f6d-7b33-5ecf-b901-5389db66c310		81efc9be-e61f-52ba-811c-15d07692706e
pdx	6949-JMM-0060.pdx	Adam-Fx_ALK-F-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				610baf1f-f045-5269-ae9f-6c108d035f40		c648825d-e5a9-5420-98ff-f8f057705730
pdx	6949-JMM-0080.pdx	NP020x_RH07-4x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				64b72f1f-f3d4-5397-8477-26260a1e6eca		f8c4b195-899b-55d4-911d-318b67dd2897
pdx	6949-JMM-0104.pdx	COG-N-573x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				65e2a47e-70ff-542d-a7e7-4289ed2c20e5		a276b5fc-4ae5-56a7-a549-e575365fe270
pdx	6949-JMM-0044_FP.pdx	NP020x_RH07-4x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				670dd58d-314a-5a5a-bf6d-4852d7b076a4		8754cf53-5461-50f6-bcde-ef31eb5bc5c5
pdx	6949-JMM-0108.pdx	NP053x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				6bd8099e-8533-5108-a8ed-4a432a8db73d		62a6dc81-1cd8-5fe4-8fb6-0a92fbf38c8e
pdx	6949-JMM-0038_FP.pdx	NP012x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				6d579c7a-8415-5219-a43b-58cf0dffdc8e		087614e7-36c8-5f81-96ec-d476dafa78e0
pdx	6949-JMM-0102.pdx	JG-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				6f624a76-b85b-5154-af3a-2b71c38220a5		115bd068-5bd4-514a-8fc4-1399906a733e
pdx	6949-JMM-0054.pdx	Obelix-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				6f62c476-0213-53e9-b20c-03cc65b9d0b7		3af5bd00-df50-5a73-ab87-0f2463aaf789
pdx	6949-JMM-0062.pdx	YDLFx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				6fb5d190-16f3-5394-82bb-d84faee2f697		2adfaad3-bb7e-5c75-aea1-d431e856279e
pdx	6949-JMM-0037.pdx	Brooke-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				70b1c39b-15ad-585d-8207-39aa75cfcfd2		bb1d2506-015e-52a9-a50b-acf7f9d7ad97
pdx	6949-JMM-0066_FP.pdx	JG-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				74e7cf87-102e-5fda-a82d-bdad4c86b34a		1f2879ef-2dbc-5d08-ad02-c366028245d9
pdx	6949-JMM-0055.pdx	Obelix-Fx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				7516ca0d-2e47-558e-a12f-784f02eef2eb		4ee6ccc3-12ac-5990-a68f-3124e116ef5f
pdx	6949-JMM-0065_2.pdx	JG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				751f2fc2-91d6-59d8-92c5-91fe5754335a		f4c399f7-7ce7-5db1-acec-7950a99426fc
pdx	6949-JMM-0054_FP.pdx	Obelix-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				76d84ad0-dadb-50fa-bad0-14b62946b796		32220dea-4341-5106-a51e-a2b95f085907
pdx	6949-JMM-0085.pdx	NP037x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				789344fb-09f9-5746-87da-d44b409d8735		da8264de-1f03-59e9-afd6-aaced55c0682
pdx	6949-JMM-0040_FP.pdx	NP016x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				79083aa4-8d62-588f-a5f8-f9f17102232a		8f6af3c7-c9c8-52e9-b5e2-05a39d473e71
pdx	6949-JMM-0041_FP.pdx	NP017x_RH07-1x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				7a1ea775-eb89-50f3-be7f-e2a1794c810b		c0efd517-99ee-5110-88ef-d03ba9f870c6
pdx	6949-JMM-0041.pdx	NP017x_RH07-1x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				7a46dd70-9e3a-589f-9dd6-b4db770cffc6		f1427c17-53ca-5519-981e-8408d1620e05
pdx	6949-JMM-0068_2.pdx	COG-N-573x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				80397997-12c8-5dd1-a856-0d8fce6f7ce5		5b78a2ee-4957-5719-b526-25a31b57a309
pdx	6949-JMM-0058_FP.pdx	Adam-Lx_ALK-L-PDX	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				82b882dc-3566-50b0-8d7d-5da48f35120e		638bbdd5-f240-583b-9603-7c19387fc117
pdx	6949-JMM-0099.pdx	HG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				8792f53e-ca7c-590c-813a-09b92ee90594		448413ec-2d1b-5ae4-a056-d33252687b9c
pdx	6949-JMM-0044.pdx	NP020x_RH07-4x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				87a8028c-cc3a-522a-8f14-82f2823bd57d		fb6c3f27-4943-5631-881b-463e06f3bdc3
pdx	6949-JMM-0074.pdx	NP012x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				8e888211-b369-583f-9e6f-a4f30a0e8275		66e7b2ff-9131-539b-86fd-f69612d76120
pdx	6949-JMM-0061_FP.pdx	YDLRx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				8ea179f3-3b49-5280-b4c8-a87e07780cd8		e718c997-7882-5ef2-9ea4-7889acd6d428
pdx	6949-JMM-0063_FP.pdx	HG-Rx	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				8ef85cbe-1f28-581b-a582-1a9eceb78057		5e59b996-59e4-54da-a0a9-97bc436fb21c
pdx	6949-JMM-0042_FP.pdx	NP018x_RH07-2x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				8f42ba9e-e5f0-5019-b5dc-67b489c67377		66d0c26a-1c37-5746-b2eb-5241fb4af605
pdx	6949-JMM-0071.pdx	NP049x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		No				90d55878-ad3e-5df6-963a-ce66fb3476c7		66f3530d-10ed-5e77-8f3b-fb93252ccbaa
pdx	6949-JMM-0057_2.pdx	N0619x	NSG, NOD.Cg-Prkdcscid Il2rgtm1Wjl/Sz    (establishment), CB17 SCID CB17/Icr-Prkdcscid/IcrIcoCrl (passage)	Not Reported	injection;surgical	subcutaneous		Not Reported				97cddf37-5dc6-5c51-b8d8-378f9d4f5646		16015bf8-7fde-53c0-9076-688261287a48
