type	cytogenomic_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	cytogenomic_platform	crdc_id	id	sample.id
cytogenomic_file	6949-JMM-0072.pdx.samp_tumorSep6949-JMM-0072.png	tumorSep6949-JMM-0072.png	Copy Number Variation	png	Plot showing tumor separated BAF	446409	c4badf1994d5e4be4120ca1db23cfb3f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/tumorSep6949-JMM-0072.png	dg.4DFC/0cf43ce4-fbed-45b8-a4d9-8d2ed837c6ff	Illumina iScan		068bba69-f16b-5d9b-99a3-39999ec855cf	90fba26c-e84b-5ea0-86ee-b1aa96ae78f4
cytogenomic_file	6949-JMM-0066.pdx.samp_sample.QC.txt	sample.QC.txt	Copy Number Variation	txt	ASCAT sample QC	7005	68f977b8c0cb0ec4541155eade3c6653	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/sample.QC.txt	dg.4DFC/c52ea26e-951d-4156-8189-86887e5b8f52	Illumina iScan		06c872cd-301d-587f-b653-1ea091e8f7a1	60fd37d2-a72d-51f0-a8df-1acec187d9d0
cytogenomic_file	6949-JMM-0066.pdx.samp_6949-JMM-0066.rawprofile.png	6949-JMM-0066.rawprofile.png	Copy Number Variation	png	Plot showing raw ASCAT CNV profile	59860	a39e348695702957a82e66f5a6a5c6da	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0066.rawprofile.png	dg.4DFC/987a4912-b9e1-4f47-a8b5-d1fdc094ee77	Illumina iScan		0788f44f-b843-58a7-9bb4-b79c95ef6c52	60fd37d2-a72d-51f0-a8df-1acec187d9d0
cytogenomic_file	6949-JMM-0039.pdx.samp_6949-JMM-0039.ASPCF.png	6949-JMM-0039.ASPCF.png	Copy Number Variation	png	Plot showing B allele frequency and LogR ratior following Allele-Specific Piecewise Constant Fitting (ASPCF) correction	463075	569cbad7a59998d16a48799ade2e0f4b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0039.ASPCF.png	dg.4DFC/77eff365-0885-4fb7-897f-a6ad65775a62	Illumina iScan		07f39e61-8bc9-5100-a8e3-70d1236f216b	81766a78-e4b9-5ab9-b568-fbef4a3ba4aa
cytogenomic_file	6949-JMM-0070.pdx.samp_bcftools_convert_filtered.LRR	bcftools_convert_filtered.LRR	Copy Number Variation	txt	Raw LogR ratio file with failed samples removed	106123762	80aab84df1d2212d2e9b2c2aafda1504	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/bcftools_convert_filtered.LRR	dg.4DFC/ca338f80-a574-492d-83e1-9285414d2617	Illumina iScan		08b25a58-175e-5459-a8ff-1d10e4871667	920deb4e-ecb5-57c9-a42d-a557013c30ce
cytogenomic_file	6949-JMM-0071.pdx.samp_6949-JMM-0071.ASCATprofile.png	6949-JMM-0071.ASCATprofile.png	Copy Number Variation	png	Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH.	58292	495dde8baaa5298e5f07a3cfbfaced2d	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0071.ASCATprofile.png	dg.4DFC/21a6da97-4d5c-4c13-947a-2e7e66e93cd7	Illumina iScan		08dd493d-b0e6-5d06-868c-4dea5bf57e48	13195e94-1048-5308-99a7-1248e97a8a45
cytogenomic_file	6949-JMM-0061.pdx.samp_6949-JMM-0061.BAF.PCFed.txt	6949-JMM-0061.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1860479	5572e3f06eea5c2044f5fe8ef7a7e21f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0061.BAF.PCFed.txt	dg.4DFC/8870c15e-4e22-4395-8e2d-866775f71bd7	Illumina iScan		097b586b-4b93-5b8b-8ec9-bb6a017d56ca	b55d967e-f079-5f92-b940-a925b791c667
cytogenomic_file	6949-JMM-0052.pdx.samp_sample.QC.txt	sample.QC.txt	Copy Number Variation	txt	ASCAT sample QC	7005	68f977b8c0cb0ec4541155eade3c6653	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/sample.QC.txt	dg.4DFC/c52ea26e-951d-4156-8189-86887e5b8f52	Illumina iScan		09e5f028-bfd9-579f-861c-4227d83dc3e3	40701aba-19cf-5e87-81ac-22fc63edc1b6
cytogenomic_file	6949-JMM-0045.pdx.samp_ASCAT.nonaberrantarrays.txt	ASCAT.nonaberrantarrays.txt	Copy Number Variation	txt	Non aberrant array information	28	8216cb4602f8884f311f09ec5b9a840f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/ASCAT.nonaberrantarrays.txt	dg.4DFC/b43254e6-c890-48da-9ce5-30f1c2f6fe63	Illumina iScan		0a05142d-6cbd-5cca-97a0-1c8301ebaa90	75f45309-edbb-5fac-81c5-9d5c66ca0be5
cytogenomic_file	6949-JMM-0046.pdx.samp_6949-JMM-0046.segments_raw.extend.ensgene_cnvbreak.txt	6949-JMM-0046.segments_raw.extend.ensgene_cnvbreak.txt	Copy Number Variation	txt	Ensembl v102 genes annotated with ASCAT CNV segments	18480678	6a15b5bc790221146160a1fe519cec09	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0046.segments_raw.extend.ensgene_cnvbreak.txt	dg.4DFC/3a15a5fb-bf2c-42a2-9948-42bb451e7da1	Illumina iScan		0ac9b50b-76cf-51c1-be91-9e2f2d5a8f8f	ed0e87f0-478b-52a6-8248-dd76b12832ab
cytogenomic_file	6949-JMM-0057.pdx.samp_sample.QC.txt	sample.QC.txt	Copy Number Variation	txt	ASCAT sample QC	7005	68f977b8c0cb0ec4541155eade3c6653	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/sample.QC.txt	dg.4DFC/c52ea26e-951d-4156-8189-86887e5b8f52	Illumina iScan		0aee77ad-ddc9-5a35-91b0-b066c6399536	c98ef365-d003-50de-a963-51e193d2522b
cytogenomic_file	6949-JMM-0068.pdx.samp_6949-JMM-0068_segmentsgenomeplot.copydiffploidy.png	6949-JMM-0068_segmentsgenomeplot.copydiffploidy.png	Copy Number Variation	png	Plot showing ASCAT CNV profile showing copy change from ploidy and regions of loss of heterozygosity	44853	b99dc749733902c1fddcfe069b25cbfa	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0068_segmentsgenomeplot.copydiffploidy.png	dg.4DFC/be84a8d5-24d8-4da3-95fd-db53df668fa0	Illumina iScan		0b550efa-e270-519d-a6e7-b343e6f970c5	d0610a8b-1ad9-5143-8041-c827309b05f6
cytogenomic_file	6949-JMM-0065.pdx.samp_6949-JMM-0065.ASCATprofile.png	6949-JMM-0065.ASCATprofile.png	Copy Number Variation	png	Plot showing ASCAT CNV profile. Containins the allele-specific copy-number of all assayed loci (copy-number on the Y-axis vs. the genomic location on the X-axis; for illustrative purposes only, both lines are slightly shifted such that they do not overlap; only probes heterozygous in the germline are shown). These ASCAT profiles allow accurate derivation of gains (which can be further subdivided into, e.g., duplications, triplications, and amplifications), losses (of one or more copies), copy-number-neutral events, and LOH.	58737	20b071b9229f35b4afea0d44376d7844	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0065.ASCATprofile.png	dg.4DFC/46fef5a5-0014-46db-a1eb-c5bb751dc82a	Illumina iScan		0b60bb68-f5fc-55f3-aee4-8c3f662bf3c8	39559fdf-b1f2-507c-bb7c-fea4978bcbfe
cytogenomic_file	6949-JMM-0040.pdx.samp_bcftools_convert_filtered.BAF	bcftools_convert_filtered.BAF	Copy Number Variation	txt	Raw B allele frequency (BAF) file with failed samples removed	103717804	4b9444fd2a15ebc3d4fad186ab30794f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/bcftools_convert_filtered.BAF	dg.4DFC/ec4e1988-8ec7-4981-8713-2720f03bb722	Illumina iScan		0b667e99-bc10-59f3-85d6-b2c3bfc08477	c11158eb-74a9-51dc-a73a-432d4949eb39
cytogenomic_file	6949-JMM-0062.pdx.samp_6949-JMM-0062.sunrise.png	6949-JMM-0062.sunrise.png	Copy Number Variation	png	Plot showing ASCAT model fit	61778	8b5e9bc677071bf1d62b0040d1b6c3d9	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0062.sunrise.png	dg.4DFC/ee272802-1958-4433-98b5-f577c0e597b7	Illumina iScan		0c02ab98-9dfb-5ce0-a3ae-df91a8e2d94f	00f68664-e6d0-5e83-a55b-70ad8c9b0ba2
cytogenomic_file	6949-JMM-0055.pdx.samp_6949-JMM-0055.BAF.PCFed.txt	6949-JMM-0055.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1517213	80d8b6264e6402fcda0fdefbe0a38ac7	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0055.BAF.PCFed.txt	dg.4DFC/88ea1bed-6c2a-4345-bef7-96682eb22b6e	Illumina iScan		0c3e2773-6509-5189-9622-cfc7113e0d5a	545a36f7-405f-5bee-a489-852332468ada
cytogenomic_file	6949-JMM-0053.pdx.samp_6949-JMM-0053.LogR.PCFed.txt	6949-JMM-0053.LogR.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected LogR ratio	9396390	a668f8ca0d6e0fa1543dd44500215624	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0053.LogR.PCFed.txt	dg.4DFC/4c68e582-5279-4d09-ab1f-23755851e7b5	Illumina iScan		0c6f575b-08a0-5f29-a3c4-3dda43bc5d44	d22db9db-cb9b-5584-a4a6-63a55bf5078e
cytogenomic_file	6949-JMM-0057.pdx.samp_6949-JMM-0057.BAF.PCFed.txt	6949-JMM-0057.BAF.PCFed.txt	Copy Number Variation	txt	Allele-Specific Piecewise Constant Fitting (ASPCF) corrected B allele frequency (BAF)	1500183	bd9926827e93d93f75b3916d83fc77f9	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0057.BAF.PCFed.txt	dg.4DFC/1850587f-af04-49f1-8540-7d47c8ce56a6	Illumina iScan		0e474778-4b92-50e6-a87b-1bcbff1c1d2f	c98ef365-d003-50de-a963-51e193d2522b
cytogenomic_file	6949-JMM-0038.pdx.samp_bcftools_convert_filtered.LRR	bcftools_convert_filtered.LRR	Copy Number Variation	txt	Raw LogR ratio file with failed samples removed	106123762	80aab84df1d2212d2e9b2c2aafda1504	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/bcftools_convert_filtered.LRR	dg.4DFC/ca338f80-a574-492d-83e1-9285414d2617	Illumina iScan		0edb53cc-9581-54c5-a563-2323d67a6f9f	7ef88573-3fe5-58cb-bc3f-765628d1d0a5
cytogenomic_file	6949-JMM-0055.pdx.samp_6949-JMM-0055.segments_raw.extend.ensgene_cnvbreak.txt	6949-JMM-0055.segments_raw.extend.ensgene_cnvbreak.txt	Copy Number Variation	txt	Ensembl v102 genes annotated with ASCAT CNV segments	18699468	1709f4a1946f28ec3fdb518957d6352a	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/cnvarray/6949-JMM-0055.segments_raw.extend.ensgene_cnvbreak.txt	dg.4DFC/b25dd622-54a6-4e8a-bcfe-b1b067f2a8fc	Illumina iScan		0f44abaa-c8b3-5931-b60c-5d9cbe4b8d4f	545a36f7-405f-5bee-a489-852332468ada
