type	methylation_array_file_id	file_name	data_category	file_type	file_description	file_size	md5sum	file_mapping_level	file_access	acl	authz	file_url	dcf_indexd_guid	methylation_platform	reporter_label	crdc_id	id	sample.id
methylation_array_file	6949-JMM-0068.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		18da35cd-80a3-5f46-b24a-9853a6a058f0	d0610a8b-1ad9-5143-8041-c827309b05f6
methylation_array_file	6949-JMM-0049.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		1a172de9-ffd6-56df-8ee9-703b578d538d	1a4d0301-d800-527a-b0c4-b2a4dae99db1
methylation_array_file	6949-JMM-0060.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		1bc402a1-654d-5542-944d-eef19d8e4c9d	1787ad09-1ca9-522f-8b43-7ffe2d546465
methylation_array_file	6949-JMM-0066.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		1cf072ef-f68f-5013-9b52-2c725ad04ea4	60fd37d2-a72d-51f0-a8df-1acec187d9d0
methylation_array_file	6949-JMM-0061.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		1edf412d-d748-5de5-9a96-af6838e7f31d	b55d967e-f079-5f92-b940-a925b791c667
methylation_array_file	6949-JMM-0045.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		22a3f103-992d-530f-af6c-1e4dc07a6395	75f45309-edbb-5fac-81c5-9d5c66ca0be5
methylation_array_file	6949-JMM-0070.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		241bf909-bbba-5f90-8097-188aacf00236	920deb4e-ecb5-57c9-a42d-a557013c30ce
methylation_array_file	6949-JMM-0043.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		265244a7-6cb4-535e-8443-edaaf26ec662	79cf5fb4-6152-5ada-b2b7-8f206227b698
methylation_array_file	6949-JMM-0045.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		26b00f30-6d6b-5cbd-b248-6786ab8f5614	75f45309-edbb-5fac-81c5-9d5c66ca0be5
methylation_array_file	6949-JMM-0056.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		28e0a591-1db7-59e7-96a7-2e18ce8d76ab	36bbb3e1-0de2-5705-a296-bb4f08d1b646
methylation_array_file	6949-JMM-0054.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		295e4b5d-ba31-5a6e-8d19-92483a1a8c51	e4130f7d-87c3-5cb0-bf81-94920da45028
methylation_array_file	6949-JMM-0038.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		2a176015-fd9f-5962-aa99-305e774b5aa1	7ef88573-3fe5-58cb-bc3f-765628d1d0a5
methylation_array_file	6949-JMM-0066.pdx.samp_240328_bVal_mVal_Distribution.pdf	240328_bVal_mVal_Distribution.pdf	Methylation Array	pdf	Plot summarzing raw b and m value distributions	200826	120e2ea37510cf3119bc74ec83bf6894	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bVal_mVal_Distribution.pdf	dg.4DFC/4201c3c3-320d-4aa0-856b-57f751fb5a3b	Illumina iScan	Not Provided		2a6a0873-179c-5e18-8f68-c98df70c971c	60fd37d2-a72d-51f0-a8df-1acec187d9d0
methylation_array_file	6949-JMM-0037.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		2cbac915-83be-50d3-80dc-160114721096	fc4b4ac2-6ec0-5d53-aadd-cad6608dd80c
methylation_array_file	6949-JMM-0055.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		2d0c63ef-4f36-5729-9234-8910e937dceb	545a36f7-405f-5bee-a489-852332468ada
methylation_array_file	6949-JMM-0038.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		2d66b2a9-adcb-5322-8f2e-d6710c68d258	7ef88573-3fe5-58cb-bc3f-765628d1d0a5
methylation_array_file	6949-JMM-0044.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		30e3fada-1744-58e4-99fc-635d32c95654	758102ce-5197-5d6a-99ae-0883d37a1cf1
methylation_array_file	6949-JMM-0041.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		31eb31eb-da2a-5907-9f17-2ceb85732db6	0b138368-d248-5717-9bff-cb4cccc40c6f
methylation_array_file	6949-JMM-0052.pdx.samp_240328_bVal_mVal_Distribution.pdf	240328_bVal_mVal_Distribution.pdf	Methylation Array	pdf	Plot summarzing raw b and m value distributions	200826	120e2ea37510cf3119bc74ec83bf6894	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bVal_mVal_Distribution.pdf	dg.4DFC/4201c3c3-320d-4aa0-856b-57f751fb5a3b	Illumina iScan	Not Provided		362a1a42-5d7c-5c21-930c-cce3891e854d	40701aba-19cf-5e87-81ac-22fc63edc1b6
methylation_array_file	6949-JMM-0056.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		37d85db0-1953-566b-b5f9-ac655809f75d	36bbb3e1-0de2-5705-a296-bb4f08d1b646
methylation_array_file	6949-JMM-0052.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		385debb0-05bb-534f-b9c7-74e3e93a4d03	40701aba-19cf-5e87-81ac-22fc63edc1b6
methylation_array_file	6949-JMM-0065.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		38847ad6-81ad-5ea1-a91e-f9dfe4714e0c	39559fdf-b1f2-507c-bb7c-fea4978bcbfe
methylation_array_file	6949-JMM-0047.pdx.samp_240328_bValue_with_markerAnnotations.tsv	240328_bValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation bValues for all samples that passed QC, along with methylation probe information	967382875	0e53dc84c78392371c71c2f3f3b62a44	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bValue_with_markerAnnotations.tsv	dg.4DFC/aecd63fd-7840-4cfd-bae6-7080dd9dbcdf	Illumina iScan	Not Provided		3ba8ecaa-d62d-5d3d-befb-c84898f90a16	ab5a7dad-4b45-5e47-88ad-a6c2635ecffc
methylation_array_file	6949-JMM-0047.pdx.samp_240328_bVal_mVal_Distribution.pdf	240328_bVal_mVal_Distribution.pdf	Methylation Array	pdf	Plot summarzing raw b and m value distributions	200826	120e2ea37510cf3119bc74ec83bf6894	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bVal_mVal_Distribution.pdf	dg.4DFC/4201c3c3-320d-4aa0-856b-57f751fb5a3b	Illumina iScan	Not Provided		3bac1ad6-c3ed-5c56-b7ad-df1f5c287759	ab5a7dad-4b45-5e47-88ad-a6c2635ecffc
methylation_array_file	6949-JMM-0067.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		3c58bd8d-ff8f-56c6-82e7-503c900b2f67	6d88e91b-d41b-52b3-b5f6-2edf3eb8a895
methylation_array_file	6949-JMM-0058.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		3c9180d0-19ed-56db-9e3a-36794b1e73bb	12e02345-3c15-5241-b69e-e6626298c02a
methylation_array_file	6949-JMM-0057.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		3d451ecd-8e7e-5f36-962e-05189cc60b38	c98ef365-d003-50de-a963-51e193d2522b
methylation_array_file	6949-JMM-0071.pdx.samp_240328_Normalization_preprocessFunnorm.pdf	240328_Normalization_preprocessFunnorm.pdf	Methylation Array	pdf	Plot summarzing b and m value distributions post functional normalization	51321	2410c9eeae4fa1b7be2ea0872dd17f3b	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Normalization_preprocessFunnorm.pdf	dg.4DFC/4ba664e9-ed0d-4383-a3e1-70bd3a095cb0	Illumina iScan	Not Provided		3d4984fb-400f-5214-b1b0-6d874ed6ec89	13195e94-1048-5308-99a7-1248e97a8a45
methylation_array_file	6949-JMM-0046.pdx.samp_240328_bVal_mVal_Distribution.pdf	240328_bVal_mVal_Distribution.pdf	Methylation Array	pdf	Plot summarzing raw b and m value distributions	200826	120e2ea37510cf3119bc74ec83bf6894	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_bVal_mVal_Distribution.pdf	dg.4DFC/4201c3c3-320d-4aa0-856b-57f751fb5a3b	Illumina iScan	Not Provided		3fded735-319d-5eae-9936-39d0bc919730	ed0e87f0-478b-52a6-8248-dd76b12832ab
methylation_array_file	6949-JMM-0071.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		40d26c98-c862-558f-8505-a2aee2912cea	13195e94-1048-5308-99a7-1248e97a8a45
methylation_array_file	6949-JMM-0043.pdx.samp_240328_Detection_pValues.pdf	240328_Detection_pValues.pdf	Methylation Array	pdf	Plot summarzing average sample detection pValues for array	5258	8dcb986d491111dcf365fee203c98048	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_Detection_pValues.pdf	dg.4DFC/7c7ab4a4-6294-4301-a93a-e870831eb26b	Illumina iScan	Not Provided		427292a7-4b25-5cd8-98ff-a0058dd794b1	79cf5fb4-6152-5ada-b2b7-8f206227b698
methylation_array_file	6949-JMM-0069.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		42d319fc-29a4-5630-9242-489fe04a6892	16755c67-004c-53b0-ba2b-fb75a814082a
methylation_array_file	6949-JMM-0043.pdx.samp_240328_mValue_with_markerAnnotations.tsv	240328_mValue_with_markerAnnotations.tsv	Methylation Array	tsv	Methylation mValues for all samples that passed QC, along with methylation probe information	951631852	bf789529e31d1ddf4f904ad4e1b6040f	Sample	Controlled	['phs003163']	['/programs/phs003163']	s3://cds-515-phs003163-pivot-chop/chphiladelphia/jax_lab_files/methylarray/240328_mValue_with_markerAnnotations.tsv	dg.4DFC/6f868b2d-95ef-4c3e-bed6-cb34e5325f0b	Illumina iScan	Not Provided		438d0afe-f578-5a8f-a02c-6e51deb60229	79cf5fb4-6152-5ada-b2b7-8f206227b698
