type	file_name	uuid	file_size	md5sum	file_status	file_location	file_format	sample.sample_id	file_description	file_type
file	T-401188-RNAseq.bam	dd9c0832-a31f-5f9d-9480-f61cc89d7c5c	4325925260	cbe792b7f67a15ea937394f314b927c0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-401188-RNAseq.bam	bam	MGT01-T-401188	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-402421-RNAseq.bam	3c242484-179e-58c8-9bb0-70507a89c5c0	1990649771	2f1195c8096e6c0ac2478832d4f63ebf	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-402421-RNAseq.bam	bam	MGT01-T-402421	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-403802-RNAseq.bam	c4287e66-6718-5b1a-90f7-08e747985787	2230385256	b39bf7bef9d6e5c227f34602d68f02d3	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-403802-RNAseq.bam	bam	MGT01-T-403802	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-406434-RNAseq.bam	63e0ac46-c778-5703-b12a-1f0c385cced7	4139866372	faf7bb746e35639ec8bdafdd4bb6e849	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-406434-RNAseq.bam	bam	MGT01-T-406434	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-5-RNAseq.bam	c35869ca-077f-5797-afbb-7b78a9f87e3a	3614058560	0e719776d0987e569d788aef0c34995e	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-5-RNAseq.bam	bam	MGT01-T-5	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-518-RNAseq.bam	da818978-abed-5cc4-8682-3371c9195565	3671714439	a998f115a10026ce6364653ae83f5435	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-518-RNAseq.bam	bam	MGT01-T-518	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-76-RNAseq.bam	8f56c2d4-3a77-5a7a-965f-f3d7833ef382	4741052241	0437e694d2666f9911ab41b911183e23	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-76-RNAseq.bam	bam	MGT01-T-76	mammary tumor sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-115-RNAseq.bam	74fc8653-3b29-5a5d-a457-bc20764bdb6e	2501110259	f1e831aacbd275cffc6fe31f23cbc107	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-115-RNAseq.bam	bam	MGT01-N-115	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-31005-RNAseq.bam	aeadecea-1670-5982-b3db-100aacc442db	2104705567	ea8b6ec8be516508c4c9ebff5be3afb6	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-31005-RNAseq.bam	bam	MGT01-N-31005	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-32510-RNAseq.bam	e4c13946-6299-52f7-9fa0-c17d43d90238	2932965073	6085be29006cfcec65085cf465846215	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-32510-RNAseq.bam	bam	MGT01-N-32510	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-401188-RNAseq.bam	8cdba233-0198-5e4c-b8dc-6b5471e4d70a	3239302364	3cdc88604a50fbe63a0ebe14f504b73b	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-401188-RNAseq.bam	bam	MGT01-N-401188	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-406434-RNAseq.bam	41022aa3-77b7-5084-9457-66974af32d84	2465028614	cccb24a747339ecba4f443607fa2ae8c	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-406434-RNAseq.bam	bam	MGT01-N-406434	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	N-76-RNAseq.bam	ec44e6ce-5e59-51f2-b135-852bda4d52fd	2637487182	d08da87460f4987f22a4a42782a1a477	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-76-RNAseq.bam	bam	MGT01-N-76	matched normal tissue sample: RNA-seq reads to CanFam3.1	RNA Sequence File
file	T-159-WES.bam	106bd5be-d14e-54f9-8543-1d8bb41fbfb6	13087242838	08bbc431cb809df2c68fbb4b58fe41b7	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-159-WES.bam	bam	MGT01-T-159	mammary tumor sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	T-32510-WES.bam	126a6687-9500-5c69-b3df-e5fcf66c3157	11794433150	b480be339782084c6b02e66259c19f51	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-32510-WES.bam	bam	MGT01-T-32510	mammary tumor sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	T-406434-WES.bam	45d79bfd-4c52-596c-8eac-ac083565a71d	7409834418	ff1e6f2141e5d4ce2b616201a359b8f0	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-406434-WES.bam	bam	MGT01-T-406434	mammary tumor sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	T-5-WES.bam	d9fcf60e-2415-5146-a66e-59d0e3d810f0	13340906669	b1350f199b0dd3f89dc6987918cccc43	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-5-WES.bam	bam	MGT01-T-5	mammary tumor sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	T-76-WES.bam	3c88f54b-c898-5d41-8ee5-c30ba48e093a	12515685624	32278584c75bed5550935de189ecd650	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-76-WES.bam	bam	MGT01-T-76	mammary tumor sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	N-159-WES.bam	19bbb47a-fcec-55de-b025-0e21300e1d93	9638236017	b0c8e0e6cc6ca5b8a1eaa00259e2c945	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-159-WES.bam	bam	MGT01-N-159	matched normal tissue sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	N-32510-WES.bam	58b84d6e-99fa-5c9c-839d-72d03ede2cc6	10651994898	869b726a6a39be4e9c3c80df8a035152	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-32510-WES.bam	bam	MGT01-N-32510	matched normal tissue sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	N-406434-WES.bam	4e906aeb-ce91-56d9-b1ee-935c3c7114be	10294677226	ff539bc8429e8e59e09ed6a82786d816	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-406434-WES.bam	bam	MGT01-N-406434	matched normal tissue sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	N-5-WES.bam	5911ac72-a9f2-53f0-90cb-5ab2afc40ea3	8416123909	60ec86feab72110330be089aeaca5bb9	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-5-WES.bam	bam	MGT01-N-5	matched normal tissue sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	N-76-WES.bam	98ea4fed-7d8d-5e25-8c34-343ee2c28040	10047226428	7ad00c394b1d7b98d20c2a0b725089cc	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-76-WES.bam	bam	MGT01-N-76	matched normal tissue sample: WES reads to CanFam3.1	Whole Exome Sequence File
file	T-32510-WGS.bam	bbfe5c26-e45f-5eb0-9b78-96a88f72b810	24964239975	338d459592235608e5f3bd297ba96592	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-32510-WGS.bam	bam	MGT01-T-32510	mammary tumor sample: WGS reads to CanFam3.1	Whole Genome Sequence File
file	T-406434-WGS.bam	9ce729f2-78c1-5bfa-86df-b4ee6adf497d	24990135689	5cbbcb19af79713e5758413881c89be5	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-406434-WGS.bam	bam	MGT01-T-406434	mammary tumor sample: WGS reads to CanFam3.1	Whole Genome Sequence File
file	T-76-WGS.bam	0bf6715b-82c5-5b73-a38b-106142fc6969	25518117095	b781c0ca9abb52f91d4cdc473de147e8	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/T-76-WGS.bam	bam	MGT01-T-76	mammary tumor sample: WGS reads to CanFam3.1	Whole Genome Sequence File
file	N-32510-WGS.bam	1ee61a19-6f82-54d6-8332-e94b955274da	25257196723	7a7e954dac86f3437cb6dfca9cbd2a3d	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-32510-WGS.bam	bam	MGT01-N-32510	matched normal tissue sample: WGS reads to CanFam3.1	Whole Genome Sequence File
file	N-406434-WGS.bam	e0d6d723-6c95-5c1e-935d-f4241ac94bd8	24521026579	045ae1810084b48e598b49e7d7195a07	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-406434-WGS.bam	bam	MGT01-N-406434	matched normal tissue sample: WGS reads to CanFam3.1	Whole Genome Sequence File
file	N-76-WGS.bam	e3986f77-a6f7-5cbf-9e15-e68dfee21570	22091712112	32e75d02b1b67d6757d64342b02579db	uploaded	s3://nci-cbiit-caninedatacommons-file/Final/CMCP/MGT01/N-76-WGS.bam	bam	MGT01-N-76	matched normal tissue sample: WGS reads to CanFam3.1	Whole Genome Sequence File
