library_id	bases	number_of_reads	avg_read_length	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
G9611A_5190-6213_HCI016_pdx_P2_XXX_WXS_10960X20	2330892375	18647139	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca58a62-c78e-11ee-9e97-47ebed06b375_G9611A_5190-6213_HCI016_pdx_P2_XXX_WXS_10960X20	dg.4DFC/7ca58a62-c78e-11ee-9e97-47ebed06b375
G9611A_5190-6213_HCI016_pdx_P2_XXX_WXS_10960X20	2330892375	18647139	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca5b28a-c78e-11ee-8c53-bb2c25b80b23_G9611A_5190-6213_HCI016_pdx_P2_XXX_WXS_10960X20	dg.4DFC/7ca5b28a-c78e-11ee-8c53-bb2c25b80b23
G9611A_5190-6213_HCI017_pdx_P2_XXX_WXS_10960X19	2460345000	19682760	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca5d738-c78e-11ee-aecc-eb63a03e4376_G9611A_5190-6213_HCI017_pdx_P2_XXX_WXS_10960X19	dg.4DFC/7ca5d738-c78e-11ee-aecc-eb63a03e4376
G9611A_5190-6213_HCI017_pdx_P2_XXX_WXS_10960X19	2460345000	19682760	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca5fd12-c78e-11ee-926d-0bf95f3eb5c6_G9611A_5190-6213_HCI017_pdx_P2_XXX_WXS_10960X19	dg.4DFC/7ca5fd12-c78e-11ee-926d-0bf95f3eb5c6
G9611A_5190-6213_HCI018_pdx_P2_XXX_WXS_10960X21	2204645875	17637167	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca6e7a4-c78e-11ee-aa0e-873466447225_G9611A_5190-6213_HCI018_pdx_P2_XXX_WXS_10960X21	dg.4DFC/7ca6e7a4-c78e-11ee-aa0e-873466447225
G9611A_5190-6213_HCI018_pdx_P2_XXX_WXS_10960X21	2204645875	17637167	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca70f90-c78e-11ee-9121-0727e77f64c6_G9611A_5190-6213_HCI018_pdx_P2_XXX_WXS_10960X21	dg.4DFC/7ca70f90-c78e-11ee-9121-0727e77f64c6
G9611A_5190-6213_HCI019_pdx_P2_XXX_WXS_10960X22	2545076125	20360609	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca735ec-c78e-11ee-be4c-ffb6e8d49dcf_G9611A_5190-6213_HCI019_pdx_P2_XXX_WXS_10960X22	dg.4DFC/7ca735ec-c78e-11ee-be4c-ffb6e8d49dcf
G9611A_5190-6213_HCI019_pdx_P2_XXX_WXS_10960X22	2545076125	20360609	125	GRCh37	Agilent SureSelect Human All Exon + UTR (v5); Library construction is performed using the Agilent Technologies SureSelect XT Reagent Kit, HSQ (cat # G9611A) as described below.  Briefly, genomic DNA (approximately 200 ng to 3 ug) is sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Sheared DNA is converted to blunt-ended fragments with 5'-phosphates and 3'-hydroxyl groups using a combination of enzymes that perform fill-in reactions and exhibit exonuclease activity.  An A-base is added to the blunt-ended DNA as a means to prepare the fragments for adapter ligation and to block concatamer formation during the ligation step.  Adapters containing a T-base overhang are ligated to the A-tailed DNA fragments.  Ligated fragments are PCR-amplified (6 cycles) and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified library is measured on a NanoDrop spectrophotometer and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362)assay to define the size range. Amplified libraries (750 ng) are hybridized with biotinilyated RNA baits from the Agilent Technologies SureSelect(XT) Human All Exon v5 plus UTRs kit  (5190-6213).  Library molecules hybridized to the SureSelect baits are purified using Dynabeads MyOne Streptavidin T1 (Life Technologies cat# 65601).  Index tags are added to the adapters of the captured library by pcr (10 cycles) using Agilent Herculase II Fusion DNA polymerase (600677) and primers from the Agilent Technologies SureSelect XT Reagent Kit and the amplified library is purified using Agencourt AMPure XP beads.  The concentration of the amplified, exome-enriched library is  measured using the Invitrogen Qubit dsDNA HS Assay (Q32851) and an aliquot of the library is resolved on an Agilent 2200 Tape Station using a D1K (cat# 5067-5361 and 5067-5362) or a High Sensitivity D1K (cat# 5067-5363 and 5067-5364) assay to define the size distribution of the sequencing library.  Libraries are adjusted to a concentration of approximately 5 nM and quantitative PCR is performed using the KapaBiosystems Kapa Library Quant Kit (cat# KK4824) to calculate the molarity of adapter ligated library molecules.  The concentration is further adjusted following qPCR to prepare the library for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7ca75f04-c78e-11ee-84f8-cb4e04151705_G9611A_5190-6213_HCI019_pdx_P2_XXX_WXS_10960X22	dg.4DFC/7ca75f04-c78e-11ee-84f8-cb4e04151705
G9611A_5190-9307_HCI001_pdxo_p5_365_WXS_14868X1	1286702125	10293617	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9b2c7a-c78e-11ee-8919-df8f95b85af6_G9611A_5190-9307_HCI001_pdxo_p5_365_WXS_14868X1	dg.4DFC/7c9b2c7a-c78e-11ee-8919-df8f95b85af6
G9611A_5190-9307_HCI001_pdxo_p5_365_WXS_14868X1	1286702125	10293617	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9b5146-c78e-11ee-949d-b711d15838b9_G9611A_5190-9307_HCI001_pdxo_p5_365_WXS_14868X1	dg.4DFC/7c9b5146-c78e-11ee-949d-b711d15838b9
G9611A_5190-9307_HCI001_tumor_patient_redo2_WXS_17688X1	5325640375	42605123	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9bc702-c78e-11ee-80d8-fbae593cb5ac_G9611A_5190-9307_HCI001_tumor_patient_redo2_WXS_17688X1	dg.4DFC/7c9bc702-c78e-11ee-80d8-fbae593cb5ac
G9611A_5190-9307_HCI001_tumor_patient_redo2_WXS_17688X1	5325640375	42605123	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9bef84-c78e-11ee-b549-13081349269b_G9611A_5190-9307_HCI001_tumor_patient_redo2_WXS_17688X1	dg.4DFC/7c9bef84-c78e-11ee-b549-13081349269b
G9611A_5190-9307_HCI002_pdxo_p7_230_WXS_14868X2	1499911125	11999289	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9cb144-c78e-11ee-91c0-2f0aef6ae512_G9611A_5190-9307_HCI002_pdxo_p7_230_WXS_14868X2	dg.4DFC/7c9cb144-c78e-11ee-91c0-2f0aef6ae512
G9611A_5190-9307_HCI002_pdxo_p7_230_WXS_14868X2	1499911125	11999289	125	GRCh37	Agilent SureSelect XT Human All Exon V6+COSMIC; Genomic DNA (100-3000 ng) was sheared in a 130 ul volume using a Covaris S2 Focused-ultrasonicator with the following settings: Intensity 5.0; Duty Cycle 10%25; Cycles per Burst 200; Treatment Time 6:00 minutes.  Library construction was performed using the Agilent Technologies SureSelect XT Reagent Kit (cat# G9611A) with 6 cycles of pcr.  The concentration of the amplified library was measured using a Qubit dsDNA HS Assay Kit (ThermoFisher Scientific cat# Q32851).  Amplified libraries (750 ng) were enriched for exonic regions using the Agilent Technologies SureSelect(XT) Human All Exon v6+COSMIC kit  (cat# 5190-9307) and pcr amplified (10 cycles) using Agilent Herculase II Fusion DNA polymerase (cat# 600677).  Enriched libraries were qualified on an Agilent Technologies 2200 TapeStation using a High Sensitivity D1000 ScreenTape assay (cat# 5067-5584 and 5067-5585) and the molarity of adapter-modified molecules was defined by quantitative PCR using the Kapa Biosystems Kapa Library Quant Kit (cat#KK4824).  The molarity of individual libraries were normalized to 5 nM and equal volumes were pooled in preparation for Illumina sequence analysis.	WXS	Paired-End	Genomic	PCR	Illumina	Illumina HiSeq 2500	genomic_info	dg.4DFC/7c9cd6c4-c78e-11ee-b1b8-d3703f4781ba_G9611A_5190-9307_HCI002_pdxo_p7_230_WXS_14868X2	dg.4DFC/7c9cd6c4-c78e-11ee-b1b8-d3703f4781ba
