id	sample.id	avg_read_length	checksum_algorithm	checksum_value	coverage	custom_assembly_fasta_file_for_alignment	dcf_indexd_guid	design_description	file_description	file_mapping_level	file_name	file_size	file_type	file_url_in_cds	instrument_model	library_id	library_layout	library_selection	library_source	library_strategy	md5sum	number_of_bp	number_of_reads	platform	reference_genome_assembly	sequence_alignment_software	sequencing_file_id	study	updated	type
phs002371::HD_2111_Live_scATAC_S4_L001_R3_001.fastq.gz	phs002371::HTA4_29_1000						dg.4DFC/03b81d68-5c91-4fcc-bc9f-d42112a59539	Not Available			HD_2111_Live_scATAC_S4_L001_R3_001.fastq.gz	5476410780	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2111_Live_scATAC/HD_2111_Live_scATAC_S4_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	ddc8a1ca7a03d5a6119e5ad3f26788d1			Illumina			HD_2111_Live_scATAC_S4_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2111_Live_scATAC_S4_L002_R1_001.fastq.gz	phs002371::HTA4_29_1000						dg.4DFC/637d20bc-11f0-490a-acc9-963d644ec58d	Not Available			HD_2111_Live_scATAC_S4_L002_R1_001.fastq.gz	5415215627	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2111_Live_scATAC/HD_2111_Live_scATAC_S4_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	17f4998e24793c819a7c7d005819dc53			Illumina			HD_2111_Live_scATAC_S4_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2111_Live_scATAC_S4_L002_R2_001.fastq.gz	phs002371::HTA4_29_1000						dg.4DFC/57138fa6-6b3a-4632-87eb-cb024d3ebe0b	Not Available			HD_2111_Live_scATAC_S4_L002_R2_001.fastq.gz	2888095045	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2111_Live_scATAC/HD_2111_Live_scATAC_S4_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	5725e44e9aed2528a5b4af212b110b3f			Illumina			HD_2111_Live_scATAC_S4_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2111_Live_scATAC_S4_L002_R3_001.fastq.gz	phs002371::HTA4_29_1000						dg.4DFC/d06c2790-bcb6-4cbb-b263-203dd82c0db3	Not Available			HD_2111_Live_scATAC_S4_L002_R3_001.fastq.gz	5453426972	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2111_Live_scATAC/HD_2111_Live_scATAC_S4_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	059b84938d3057ec08fc3d2aeb94d6c1			Illumina			HD_2111_Live_scATAC_S4_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2111_Live_scRNA.bam	phs002371::HTA4_29_1000						dg.4DFC/6ab5bd3e-ad2d-4afc-aaf0-744859b95e50	Not Available			HD_2111_Live_scRNA.bam	21192351057	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2111_Live_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	23697ca7437e2bf34f73050792da8c82			Other			HD_2111_Live_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2117_CD34_scRNA.bam	phs002371::HTA4_26_1003						dg.4DFC/e8d2340f-743e-4cfb-a7ea-f3156ee06b7d	Not Available			HD_2117_CD34_scRNA.bam	20750369188	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2117_CD34_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	f7cde47c4f410f36b71bb850082ae852			Other			HD_2117_CD34_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2117_LinCD38CD34_scRNA.bam	phs002371::HTA4_26_1003						dg.4DFC/089e01ce-3fda-42db-90ae-09ec31a4a00e	Not Available			HD_2117_LinCD38CD34_scRNA.bam	21546122002	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2117_LinCD38CD34_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	30b597aeed2091154e79326b7e37e214			Other			HD_2117_LinCD38CD34_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2117_Live_scRNA.bam	phs002371::HTA4_26_1003						dg.4DFC/55906644-9c91-43c9-8bd8-3fc73319fcf0	Not Available			HD_2117_Live_scRNA.bam	19688489934	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2117_Live_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	8406cabb0f1003665d6ed5b7ffcf1155			Other			HD_2117_Live_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L001_R1_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/96ad730d-81ef-4462-89c6-1136d51d1437	Not Available			HD_2153_CD34_scATAC_S2_L001_R1_001.fastq.gz	2008208189	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	4474112a8b12d7dafef5475754b0e5c0			Illumina			HD_2153_CD34_scATAC_S2_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L001_R2_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/c037f064-bc53-4c8f-8284-e809ae11c01e	Not Available			HD_2153_CD34_scATAC_S2_L001_R2_001.fastq.gz	1089125917	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	4982734453b89ed842f36c50659289d4			Illumina			HD_2153_CD34_scATAC_S2_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L001_R3_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/d4e2eb4b-b588-4a1c-9011-7d75d571fcf5	Not Available			HD_2153_CD34_scATAC_S2_L001_R3_001.fastq.gz	2043247363	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	a466aadb413a21513e5241a9cccb752a			Illumina			HD_2153_CD34_scATAC_S2_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/75fde727-8675-4ce1-bae7-014dc1648cb9	Not Available			HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	1999621569	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	afb03736876322a29b1ffedbbf193046			Illumina			HD_2153_CD34_scATAC_S2_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L002_R2_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/be45ac44-3da1-406f-b9ff-efa5bbb9d174	Not Available			HD_2153_CD34_scATAC_S2_L002_R2_001.fastq.gz	1082580048	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	910ce6faa6e0a09d76629a3783434ef9			Illumina			HD_2153_CD34_scATAC_S2_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scATAC_S2_L002_R3_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/45fe6eab-33e3-4d63-be4f-b87480db8898	Not Available			HD_2153_CD34_scATAC_S2_L002_R3_001.fastq.gz	2033891183	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_CD34_scATAC/HD_2153_CD34_scATAC_S2_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	024127e463d3597ed468a0409c9a8a0b			Illumina			HD_2153_CD34_scATAC_S2_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_CD34_scRNA.bam	phs002371::HTA4_28_1006						dg.4DFC/d17cbb72-2b92-450a-bd7c-fcfa7b562f1b	Not Available			HD_2153_CD34_scRNA.bam	25047578336	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2153_CD34_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	faf0a804a75ec4ccb210934ba21c89e3			Other			HD_2153_CD34_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2153_LinCD34CD38_scRNA.bam	phs002371::HTA4_28_1006						dg.4DFC/b6ea3161-5e8c-4c5e-af3f-ea7b87c6f3fc	Not Available			HD_2153_LinCD34CD38_scRNA.bam	6416691527	bam	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_RNAseq_level_2/HD_2153_LinCD34CD38_scRNA.bam	Not Reported	Not Available	Not Applicable	Unspecified	Transcriptomic Single Cell	RNA-Seq	7fb3bece81e714efa557baaf11b7b644			Other			HD_2153_LinCD34CD38_scRNA.bam	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L001_R1_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/e735c04b-1f20-4fe9-8e25-15b384b88ac2	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L001_R1_001.fastq.gz	487691032	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	5f09b74338f0bb474f067b0e02b96877			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L001_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L001_R2_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/9197a163-e68d-4f66-a801-4a0a7d32300b	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L001_R2_001.fastq.gz	259973440	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L001_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	b3788ca1ef582bde8c2f42cd190b09d2			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L001_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L001_R3_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/55bde33b-fad8-41f3-8c70-86a94b9a5576	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L001_R3_001.fastq.gz	497144439	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L001_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	2100e9491bb0bcd84e69fc8b8bb639ba			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L001_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L002_R1_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/e9e38c09-b17f-4aa6-b3b1-277281794b9f	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L002_R1_001.fastq.gz	486054282	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L002_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	489b712724bca5055359a0a69381be77			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L002_R1_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L002_R2_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/3096fddd-ad8b-4082-9b4f-6ebbe80f487b	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L002_R2_001.fastq.gz	258581612	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L002_R2_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	b47755ab50e607380eddc76403a5334d			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L002_R2_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_LinCD38CD34_scATAC_S3_L002_R3_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/dfb621ad-1d33-4b96-85ef-423de662ab1c	Not Available			HD_2153_LinCD38CD34_scATAC_S3_L002_R3_001.fastq.gz	495279315	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_LinCD38CD34_scATAC/HD_2153_LinCD38CD34_scATAC_S3_L002_R3_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	3ff2855d6d4e59f3905df6dd60ee7cef			Illumina			HD_2153_LinCD38CD34_scATAC_S3_L002_R3_001.fastq.gz	phs002371		sequencing_file
phs002371::HD_2153_Live_scATAC_S1_L001_R1_001.fastq.gz	phs002371::HTA4_28_1006						dg.4DFC/b98e84c7-b1bd-4963-8f12-a8f5a3de49eb	Not Available			HD_2153_Live_scATAC_S1_L001_R1_001.fastq.gz	3343143630	fastq	s3://cds-243-phs002371/v23.7.1.seq/htan-dcc-chop/single_cell_ATACseq_level_1_CLEAN/HD_2153_Live_scATAC/HD_2153_Live_scATAC_S1_L001_R1_001.fastq.gz	Illumina NovaSeq 6000	Not Available	Not Applicable	Unspecified	Genomic Single Cell	ATAC-seq	a4f969abc48c274bad3f9f43d28d1979			Illumina			HD_2153_Live_scATAC_S1_L001_R1_001.fastq.gz	phs002371		sequencing_file
