library_id	bases	number_of_reads	avg_read_length	coverage	design_description	library_strategy	library_layout	library_source	library_selection	platform	type	genomic_info_id	file.file_id	reference_genome_assembly	instrument_model
10281X13_435_6	3010153803	29803503	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1bf2ed73-8cc1-4396-b975-2b934688f939_10281X13_435_6	dg.4DFC/1bf2ed73-8cc1-4396-b975-2b934688f939	Not specified in data	Not specified in data
10281X13_746_3	2764758446	27373846	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/76d5842c-ba7d-4173-8b4c-b30694db1930_10281X13_746_3	dg.4DFC/76d5842c-ba7d-4173-8b4c-b30694db1930	Not specified in data	Not specified in data
10281X13_746_3	2764758446	27373846	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1ce38c70-ccf8-4461-aa81-b8403c5e189a_10281X13_746_3	dg.4DFC/1ce38c70-ccf8-4461-aa81-b8403c5e189a	Not specified in data	Not specified in data
10281X4	3110883830	30800830	101	117.600666923989	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/160df2db-3693-4252-8c12-d0da12f5285f_10281X4	dg.4DFC/160df2db-3693-4252-8c12-d0da12f5285f	Not specified in data	Not specified in data
10281X4	3110883830	30800830	101	117.600666923989	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/88311322-d258-4a20-8549-316ef8dcc4f2_10281X4	dg.4DFC/88311322-d258-4a20-8549-316ef8dcc4f2	Not specified in data	Not specified in data
10281X4_435_4	3109585980	30787980	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b29dd606-c72c-4900-97e1-1cda2eb4a0e1_10281X4_435_4	dg.4DFC/b29dd606-c72c-4900-97e1-1cda2eb4a0e1	Not specified in data	Not specified in data
10281X4_435_4	3109585980	30787980	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b5a5069c-7b82-4f37-8a1c-b589c635d34c_10281X4_435_4	dg.4DFC/b5a5069c-7b82-4f37-8a1c-b589c635d34c	Not specified in data	Not specified in data
10281X4_443_3	3460776615	34265115	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c3c75c18-f29b-402f-b5bb-14fa149f5b59_10281X4_443_3	dg.4DFC/c3c75c18-f29b-402f-b5bb-14fa149f5b59	Not specified in data	Not specified in data
10281X4_443_3	3460776615	34265115	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/de1591b6-8c0d-4b48-b26b-11a6632abad1_10281X4_443_3	dg.4DFC/de1591b6-8c0d-4b48-b26b-11a6632abad1	Not specified in data	Not specified in data
10281X4_746_1	3110883830	30800830	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/002d530f-422b-4f91-b815-0bc7905f5bb5_10281X4_746_1	dg.4DFC/002d530f-422b-4f91-b815-0bc7905f5bb5	Not specified in data	Not specified in data
10281X4_746_1	3110883830	30800830	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b4f72dbd-1945-4f83-a613-e4b386b436bb_10281X4_746_1	dg.4DFC/b4f72dbd-1945-4f83-a613-e4b386b436bb	Not specified in data	Not specified in data
10281X14	3078163365	30476865	101	77.622796787507	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e0302a5c-5621-4ab1-ab91-289ed64492ad_10281X14	dg.4DFC/e0302a5c-5621-4ab1-ab91-289ed64492ad	Not specified in data	Not specified in data
10281X14	3078163365	30476865	101	77.622796787507	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/232af3db-9d17-4f35-91ad-e4786491e526_10281X14	dg.4DFC/232af3db-9d17-4f35-91ad-e4786491e526	Not specified in data	Not specified in data
10281X14_435_6	3061034270	30307270	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e77556cd-1046-4205-b702-3bdfb4696884_10281X14_435_6	dg.4DFC/e77556cd-1046-4205-b702-3bdfb4696884	Not specified in data	Not specified in data
10281X14_435_6	3061034270	30307270	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ddd5265f-c876-4ac1-9551-e8d19d120926_10281X14_435_6	dg.4DFC/ddd5265f-c876-4ac1-9551-e8d19d120926	Not specified in data	Not specified in data
10281X14_746_3	3078163365	30476865	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/44969da3-1dad-49ce-be79-7c3d63f4c720_10281X14_746_3	dg.4DFC/44969da3-1dad-49ce-be79-7c3d63f4c720	Not specified in data	Not specified in data
10281X14_746_3	3078163365	30476865	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/c3ce474d-c001-401d-8438-53a3d1ffd729_10281X14_746_3	dg.4DFC/c3ce474d-c001-401d-8438-53a3d1ffd729	Not specified in data	Not specified in data
10281X15	3851721153	38135853	101	104.790327265971	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/24d399c3-e549-464b-90b6-5e584e715f1b_10281X15	dg.4DFC/24d399c3-e549-464b-90b6-5e584e715f1b	Not specified in data	Not specified in data
10281X15	3851721153	38135853	101	104.790327265971	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e09f4993-a80b-491f-836c-a13c1d522bdc_10281X15	dg.4DFC/e09f4993-a80b-491f-836c-a13c1d522bdc	Not specified in data	Not specified in data
10281X15_435_6	4384147198	43407398	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/eb08a89b-d0ca-47b8-8e11-bf9d0268a0b4_10281X15_435_6	dg.4DFC/eb08a89b-d0ca-47b8-8e11-bf9d0268a0b4	Not specified in data	Not specified in data
10281X15_435_6	4384147198	43407398	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/463ed67a-bd56-4469-9299-59a766250491_10281X15_435_6	dg.4DFC/463ed67a-bd56-4469-9299-59a766250491	Not specified in data	Not specified in data
10281X15_746_3	3851721153	38135853	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f70d1eb9-aa90-4a92-b546-cf3db35eb6e1_10281X15_746_3	dg.4DFC/f70d1eb9-aa90-4a92-b546-cf3db35eb6e1	Not specified in data	Not specified in data
10281X15_746_3	3851721153	38135853	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/bbf2b113-0375-4410-90bc-22aed57c0665_10281X15_746_3	dg.4DFC/bbf2b113-0375-4410-90bc-22aed57c0665	Not specified in data	Not specified in data
10281X11	2969438481	29400381	101	91.1553332877631	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/6064e2ca-480a-47a2-a078-8601f1c14eee_10281X11	dg.4DFC/6064e2ca-480a-47a2-a078-8601f1c14eee	Not specified in data	Not specified in data
10281X11	2969438481	29400381	101	91.1553332877631	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/0290ad6a-54b7-447b-89a3-6b9a8f80bdd0_10281X11	dg.4DFC/0290ad6a-54b7-447b-89a3-6b9a8f80bdd0	Not specified in data	Not specified in data
10281X11_435_5	3166136890	31347890	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f3c938e7-7ad1-424c-8302-28d5dfe1a2da_10281X11_435_5	dg.4DFC/f3c938e7-7ad1-424c-8302-28d5dfe1a2da	Not specified in data	Not specified in data
10281X11_435_5	3166136890	31347890	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/61ea6a99-f96e-4b77-9767-cce07cec9ab6_10281X11_435_5	dg.4DFC/61ea6a99-f96e-4b77-9767-cce07cec9ab6	Not specified in data	Not specified in data
10281X11_746_2	2969438481	29400381	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/ee765676-0fda-4fd0-98fd-69accebbd150_10281X11_746_2	dg.4DFC/ee765676-0fda-4fd0-98fd-69accebbd150	Not specified in data	Not specified in data
10281X11_746_2	2969438481	29400381	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9a6f840a-6221-46b7-9399-2df1df012137_10281X11_746_2	dg.4DFC/9a6f840a-6221-46b7-9399-2df1df012137	Not specified in data	Not specified in data
10281X17	2551157081	25258981	101	138.130597428945	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a3a6a9a9-147e-4c2e-bb98-475f63e84a84_10281X17	dg.4DFC/a3a6a9a9-147e-4c2e-bb98-475f63e84a84	Not specified in data	Not specified in data
10281X17	2551157081	25258981	101	138.130597428945	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/84520de7-73d2-4936-b8e1-2178cdedbbc4_10281X17	dg.4DFC/84520de7-73d2-4936-b8e1-2178cdedbbc4	Not specified in data	Not specified in data
10281X17_435_6	2963458675	29341175	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/effb4f2b-fe63-45b4-b0cb-315ed9139a07_10281X17_435_6	dg.4DFC/effb4f2b-fe63-45b4-b0cb-315ed9139a07	Not specified in data	Not specified in data
10281X17_435_6	2963458675	29341175	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/54bb4dd1-8347-4f62-9966-05a300047b87_10281X17_435_6	dg.4DFC/54bb4dd1-8347-4f62-9966-05a300047b87	Not specified in data	Not specified in data
10281X17_746_3	2551157081	25258981	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/e8790d4e-c23f-44d9-9e1e-5dc64c186c1b_10281X17_746_3	dg.4DFC/e8790d4e-c23f-44d9-9e1e-5dc64c186c1b	Not specified in data	Not specified in data
10281X17_746_3	2551157081	25258981	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f5a58067-bb08-4e13-a1d0-b975c210b935_10281X17_746_3	dg.4DFC/f5a58067-bb08-4e13-a1d0-b975c210b935	Not specified in data	Not specified in data
11511X5_253_5	6297623125	50380985	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/f6327932-17d4-4eb0-b85f-14a3de0da422_11511X5_253_5	dg.4DFC/f6327932-17d4-4eb0-b85f-14a3de0da422	Not specified in data	Not specified in data
11511X5_253_5	6297623125	50380985	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/57588b1d-942a-41e6-84c2-164cb4857f7d_11511X5_253_5	dg.4DFC/57588b1d-942a-41e6-84c2-164cb4857f7d	Not specified in data	Not specified in data
10281X6	1980654642	19610442	101	96.4790226345597	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/973616a8-f5b0-427d-9dbd-732751492c0e_10281X6	dg.4DFC/973616a8-f5b0-427d-9dbd-732751492c0e	Not specified in data	Not specified in data
10281X6	1980654642	19610442	101	96.4790226345597	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/dde66c9a-62f0-40d8-896a-e96edaf55939_10281X6	dg.4DFC/dde66c9a-62f0-40d8-896a-e96edaf55939	Not specified in data	Not specified in data
10281X6_435_4	1995683038	19759238	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/b95c5689-23e0-46c5-9bf3-9c36d122faeb_10281X6_435_4	dg.4DFC/b95c5689-23e0-46c5-9bf3-9c36d122faeb	Not specified in data	Not specified in data
10281X6_435_4	1995683038	19759238	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/88d58eb0-ad72-465d-b21f-eb51c13ff67a_10281X6_435_4	dg.4DFC/88d58eb0-ad72-465d-b21f-eb51c13ff67a	Not specified in data	Not specified in data
10281X6_443_3	2206740819	21848919	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/0a55f34e-9aea-4b6a-9b6f-f45f58771cdd_10281X6_443_3	dg.4DFC/0a55f34e-9aea-4b6a-9b6f-f45f58771cdd	Not specified in data	Not specified in data
10281X6_443_3	2206740819	21848919	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/83092104-bbfc-4f60-a7e3-823e756410fa_10281X6_443_3	dg.4DFC/83092104-bbfc-4f60-a7e3-823e756410fa	Not specified in data	Not specified in data
10281X6_746_1	1980654642	19610442	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/7bb95267-6937-42e5-978b-663e885951a8_10281X6_746_1	dg.4DFC/7bb95267-6937-42e5-978b-663e885951a8	Not specified in data	Not specified in data
10281X6_746_1	1980654642	19610442	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/dc8ff13f-2a08-4211-9e4c-2a361b805015_10281X6_746_1	dg.4DFC/dc8ff13f-2a08-4211-9e4c-2a361b805015	Not specified in data	Not specified in data
11009X2_118_1	1645073875	13160591	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/9bd783a2-eddd-466f-96c5-7d6cb76e1971_11009X2_118_1	dg.4DFC/9bd783a2-eddd-466f-96c5-7d6cb76e1971	Not specified in data	Not specified in data
11009X2_118_1	1645073875	13160591	125	0.0	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4ae4ad97-3a36-4af1-a17e-cb83362fe4a1_11009X2_118_1	dg.4DFC/4ae4ad97-3a36-4af1-a17e-cb83362fe4a1	Not specified in data	Not specified in data
10294X2	2380094997	23565297	101	74.2511777203055	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/a3b32978-b2f4-494a-8245-8d8a5eceb64d_10294X2	dg.4DFC/a3b32978-b2f4-494a-8245-8d8a5eceb64d	Not specified in data	Not specified in data
10294X2	2380094997	23565297	101	74.2511777203055	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/60dd5b6d-3481-4f47-8a2f-442499edba90_10294X2	dg.4DFC/60dd5b6d-3481-4f47-8a2f-442499edba90	Not specified in data	Not specified in data
10294X2_436_2	2603415188	25776388	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/34d98615-9fec-4a94-9eb5-f561ada849c4_10294X2_436_2	dg.4DFC/34d98615-9fec-4a94-9eb5-f561ada849c4	Not specified in data	Not specified in data
10294X2_436_2	2603415188	25776388	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/96c4aedf-1a7f-4f4b-b45c-fb6c3af32224_10294X2_436_2	dg.4DFC/96c4aedf-1a7f-4f4b-b45c-fb6c3af32224	Not specified in data	Not specified in data
10294X2_746_4	2380094997	23565297	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/975ad719-037a-4fb9-8113-f0d73ef7920c_10294X2_746_4	dg.4DFC/975ad719-037a-4fb9-8113-f0d73ef7920c	Not specified in data	Not specified in data
10294X2_746_4	2380094997	23565297	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/4e940621-a3ac-4552-9064-5052c406e6a7_10294X2_746_4	dg.4DFC/4e940621-a3ac-4552-9064-5052c406e6a7	Not specified in data	Not specified in data
10294X8	2727921221	27009121	101	115.90540424273	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/93140317-6758-4695-93e5-31e8eaddb9ff_10294X8	dg.4DFC/93140317-6758-4695-93e5-31e8eaddb9ff	Not specified in data	Not specified in data
10294X8	2727921221	27009121	101	115.90540424273	Illumina HiSeq 2500	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/59cd8345-4c68-4284-aec7-0f5671877c3c_10294X8	dg.4DFC/59cd8345-4c68-4284-aec7-0f5671877c3c	Not specified in data	Not specified in data
10294X8_436_3	3139024753	31079453	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/17836bec-2e33-46d3-b57d-293bcd0c9b77_10294X8_436_3	dg.4DFC/17836bec-2e33-46d3-b57d-293bcd0c9b77	Not specified in data	Not specified in data
10294X8_436_3	3139024753	31079453	101	0.0	Illumina HiSeq 2000	WXS	Paired-End	Genomic	Hybrid Selection	Illumina	genomic_info	dg.4DFC/1c0e46d3-d776-40e7-ae84-5967155b6729_10294X8_436_3	dg.4DFC/1c0e46d3-d776-40e7-ae84-5967155b6729	Not specified in data	Not specified in data
