library_id	reference_genome_assembly	design_description	library_strategy	library_layout	library_source	library_selection	platform	instrument_model	type	genomic_info_id	file.file_id
TWGD-CPT0418000002-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58d5506-f811-11ee-85bf-d3a67bcb2fc0_TWGD-CPT0418000002-XBma1	dg.4DFC/e58d5506-f811-11ee-85bf-d3a67bcb2fc0
TWGD-CPT0418000002-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58d7e64-f811-11ee-83dd-e77f9b003c83_TWGD-CPT0418000002-XBma1	dg.4DFC/e58d7e64-f811-11ee-83dd-e77f9b003c83
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58da5e2-f811-11ee-bc0e-4bb900ef53f9_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58da5e2-f811-11ee-bc0e-4bb900ef53f9
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58dcda6-f811-11ee-8317-5f67c873811d_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58dcda6-f811-11ee-8317-5f67c873811d
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58df56a-f811-11ee-a762-437687a4ee74_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58df56a-f811-11ee-a762-437687a4ee74
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58e1d92-f811-11ee-9ac4-376572b9a3b8_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58e1d92-f811-11ee-9ac4-376572b9a3b8
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58e4466-f811-11ee-98c8-0302628c1d44_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58e4466-f811-11ee-98c8-0302628c1d44
TWGD-CPT0418000002-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58e6b8a-f811-11ee-b72b-778874cb3573_TWGD-CPT0418000002-Y1N2_1Bma1	dg.4DFC/e58e6b8a-f811-11ee-b72b-778874cb3573
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58e925e-f811-11ee-825c-cb42b8afc40f_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58e925e-f811-11ee-825c-cb42b8afc40f
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58ebaae-f811-11ee-8feb-b3486a86d5f9_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58ebaae-f811-11ee-8feb-b3486a86d5f9
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58ee240-f811-11ee-9acd-1fbbff5b32bb_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58ee240-f811-11ee-9acd-1fbbff5b32bb
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58f09c8-f811-11ee-bb5c-ef6b38b39e55_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58f09c8-f811-11ee-bb5c-ef6b38b39e55
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58f3042-f811-11ee-9874-3b821ff58011_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58f3042-f811-11ee-9874-3b821ff58011
TWGD-CPT0406220001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58f5860-f811-11ee-a1fc-a739835b4111_TWGD-CPT0406220001-Y1N1_1Bma1	dg.4DFC/e58f5860-f811-11ee-a1fc-a739835b4111
TWGD-CPT0406220001-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58f7f66-f811-11ee-b41f-bbd4c41fd1fe_TWGD-CPT0406220001-Y1N2_1Bma1	dg.4DFC/e58f7f66-f811-11ee-b41f-bbd4c41fd1fe
TWGD-CPT0406220001-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58fa5d6-f811-11ee-9f27-0bff11384f05_TWGD-CPT0406220001-Y1N2_1Bma1	dg.4DFC/e58fa5d6-f811-11ee-9f27-0bff11384f05
TWGD-CPT0406220001-Y1N2_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58fcc5a-f811-11ee-8c83-430fb096d179_TWGD-CPT0406220001-Y1N2_1Bma1	dg.4DFC/e58fcc5a-f811-11ee-8c83-430fb096d179
TWGD-CPT0416720002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e58ff4a0-f811-11ee-a52d-079af049781b_TWGD-CPT0416720002-Y1N1_1Bma1	dg.4DFC/e58ff4a0-f811-11ee-a52d-079af049781b
TWGD-CPT0416720002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5901ba6-f811-11ee-a0d2-4ffb6fe03284_TWGD-CPT0416720002-Y1N1_1Bma1	dg.4DFC/e5901ba6-f811-11ee-a0d2-4ffb6fe03284
TWGD-CPT0416720002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5904414-f811-11ee-9a86-2b83cdfa8784_TWGD-CPT0416720002-Y1N1_1Bma1	dg.4DFC/e5904414-f811-11ee-9a86-2b83cdfa8784
TWGD-CPT0416640002-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5906b56-f811-11ee-ac33-3f7ac39cb667_TWGD-CPT0416640002-XBma1	dg.4DFC/e5906b56-f811-11ee-ac33-3f7ac39cb667
TWGD-CPT0416640002-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e590966c-f811-11ee-9262-c72bf80a35cd_TWGD-CPT0416640002-XBma1	dg.4DFC/e590966c-f811-11ee-9262-c72bf80a35cd
TWGD-CPT0416640002-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e590bed0-f811-11ee-ac81-2f27377d2841_TWGD-CPT0416640002-XBma1	dg.4DFC/e590bed0-f811-11ee-ac81-2f27377d2841
TWGD-CPT0418130000-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e590e554-f811-11ee-ab2d-d37febd0a10d_TWGD-CPT0418130000-XBma1	dg.4DFC/e590e554-f811-11ee-ab2d-d37febd0a10d
TWGD-CPT0418130000-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5910c14-f811-11ee-b47a-97771c49ef39_TWGD-CPT0418130000-XBma1	dg.4DFC/e5910c14-f811-11ee-b47a-97771c49ef39
TWGD-CPT0418130000-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5913464-f811-11ee-9b26-b78269820f1a_TWGD-CPT0418130000-XBma1	dg.4DFC/e5913464-f811-11ee-9b26-b78269820f1a
TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5915bba-f811-11ee-8332-bf97303ea112_TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	dg.4DFC/e5915bba-f811-11ee-8332-bf97303ea112
TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e59182b6-f811-11ee-acd8-b79aa05ea846_TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	dg.4DFC/e59182b6-f811-11ee-acd8-b79aa05ea846
TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e591a926-f811-11ee-bd36-af35786f1ef2_TWGD-CPT0406000001-CPT0406000001Y1N1_1Bma1	dg.4DFC/e591a926-f811-11ee-bd36-af35786f1ef2
TWGD-CPT0417930001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e591d4b4-f811-11ee-8466-bbc7abd5d86d_TWGD-CPT0417930001-Y1N1_1Bma1	dg.4DFC/e591d4b4-f811-11ee-8466-bbc7abd5d86d
TWGD-CPT0417930001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e591fca0-f811-11ee-933f-7bf112a0a851_TWGD-CPT0417930001-Y1N1_1Bma1	dg.4DFC/e591fca0-f811-11ee-933f-7bf112a0a851
TWGD-CPT0417930001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5922522-f811-11ee-9e94-e3cbbd19186e_TWGD-CPT0417930001-Y1N1_1Bma1	dg.4DFC/e5922522-f811-11ee-9e94-e3cbbd19186e
TWHG-CPT0406200002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5924c3c-f811-11ee-a575-836898bb13c5_TWHG-CPT0406200002-Y1N1_1Bma1	dg.4DFC/e5924c3c-f811-11ee-a575-836898bb13c5
TWHG-CPT0406200002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5927400-f811-11ee-9a04-ab06cb3d7a9b_TWHG-CPT0406200002-Y1N1_1Bma1	dg.4DFC/e5927400-f811-11ee-9a04-ab06cb3d7a9b
TWHG-CPT0406200002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5929bba-f811-11ee-9b01-831424636234_TWHG-CPT0406200002-Y1N1_1Bma1	dg.4DFC/e5929bba-f811-11ee-9b01-831424636234
TWGD-CPT0418080001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e592c2de-f811-11ee-bda2-8b3aa766c3f3_TWGD-CPT0418080001-Y1N1_1Bma1	dg.4DFC/e592c2de-f811-11ee-bda2-8b3aa766c3f3
TWGD-CPT0418080001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e592ea16-f811-11ee-8898-53b03a98b63f_TWGD-CPT0418080001-Y1N1_1Bma1	dg.4DFC/e592ea16-f811-11ee-8898-53b03a98b63f
TWGD-CPT0418080001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5931248-f811-11ee-85a5-3fd4849857d8_TWGD-CPT0418080001-Y1N1_1Bma1	dg.4DFC/e5931248-f811-11ee-85a5-3fd4849857d8
TWGD-CPT0405850003-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5933a02-f811-11ee-8888-4b05475adcc8_TWGD-CPT0405850003-Y1N1_1Bma1	dg.4DFC/e5933a02-f811-11ee-8888-4b05475adcc8
TWGD-CPT0405850003-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e59360ea-f811-11ee-9df2-87c421d2a1ba_TWGD-CPT0405850003-Y1N1_1Bma1	dg.4DFC/e59360ea-f811-11ee-9df2-87c421d2a1ba
TWGD-CPT0405850003-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5938836-f811-11ee-9651-63b413578331_TWGD-CPT0405850003-Y1N1_1Bma1	dg.4DFC/e5938836-f811-11ee-9651-63b413578331
TWGD-CPT0406030002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e593b1f8-f811-11ee-b5df-77bc0674599b_TWGD-CPT0406030002-Y1N1_1Bma1	dg.4DFC/e593b1f8-f811-11ee-b5df-77bc0674599b
TWGD-CPT0406030002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e593d99e-f811-11ee-85ce-17019356f3ea_TWGD-CPT0406030002-Y1N1_1Bma1	dg.4DFC/e593d99e-f811-11ee-85ce-17019356f3ea
TWGD-CPT0406030002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e59400e0-f811-11ee-9f45-2ff3aa083d82_TWGD-CPT0406030002-Y1N1_1Bma1	dg.4DFC/e59400e0-f811-11ee-9f45-2ff3aa083d82
TWGD-CPT0405660003-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5942a34-f811-11ee-b5f2-c3aeff3fb9f8_TWGD-CPT0405660003-XBma1	dg.4DFC/e5942a34-f811-11ee-b5f2-c3aeff3fb9f8
TWGD-CPT0405660003-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e594522a-f811-11ee-b0d1-8381e9d86a11_TWGD-CPT0405660003-XBma1	dg.4DFC/e594522a-f811-11ee-b0d1-8381e9d86a11
TWGD-CPT0405660003-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e59479c6-f811-11ee-af05-e32682cd37da_TWGD-CPT0405660003-XBma1	dg.4DFC/e59479c6-f811-11ee-af05-e32682cd37da
TWGD-CPT0416680001-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e594a0e0-f811-11ee-8b3b-a35fc44d869c_TWGD-CPT0416680001-XBma1	dg.4DFC/e594a0e0-f811-11ee-8b3b-a35fc44d869c
TWGD-CPT0416680001-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e594c8cc-f811-11ee-9dff-d329479728b4_TWGD-CPT0416680001-XBma1	dg.4DFC/e594c8cc-f811-11ee-9dff-d329479728b4
TWGD-CPT0416680001-XBma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e594f018-f811-11ee-ba92-0b65877b16f9_TWGD-CPT0416680001-XBma1	dg.4DFC/e594f018-f811-11ee-ba92-0b65877b16f9
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e59518e0-f811-11ee-b451-afe455b1351a_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e59518e0-f811-11ee-b451-afe455b1351a
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5953f28-f811-11ee-a81d-1f508cded572_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e5953f28-f811-11ee-a81d-1f508cded572
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e595691c-f811-11ee-9866-1323440bb17d_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e595691c-f811-11ee-9866-1323440bb17d
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5958fa0-f811-11ee-bd2f-d31454236aff_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e5958fa0-f811-11ee-bd2f-d31454236aff
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e595b656-f811-11ee-ab11-c798c7b6f435_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e595b656-f811-11ee-ab11-c798c7b6f435
TWGD-CPT0405870002-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e595dcf8-f811-11ee-a82f-07e706ca3b2c_TWGD-CPT0405870002-Y1N1_1Bma1	dg.4DFC/e595dcf8-f811-11ee-a82f-07e706ca3b2c
TWGD-CPT0406330001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5960520-f811-11ee-af99-df815c86e200_TWGD-CPT0406330001-Y1N1_1Bma1	dg.4DFC/e5960520-f811-11ee-af99-df815c86e200
TWGD-CPT0406330001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5962f32-f811-11ee-a05f-771e20aec47c_TWGD-CPT0406330001-Y1N1_1Bma1	dg.4DFC/e5962f32-f811-11ee-a05f-771e20aec47c
TWGD-CPT0406330001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5965728-f811-11ee-b002-8b68559a0041_TWGD-CPT0406330001-Y1N1_1Bma1	dg.4DFC/e5965728-f811-11ee-b002-8b68559a0041
TWGD-CPT0406330001-Y1N1_1Bma1	GRCh38	Accessible DNA is cut by adapter-loaded Tn5	snATAC-seq	Paired-end	GENOMIC	other	ILLUMINA	Illumina NovaSeq 6000	genomic_info	dg.4DFC/e5967ec4-f811-11ee-b454-c3b63c00d05e_TWGD-CPT0406330001-Y1N1_1Bma1	dg.4DFC/e5967ec4-f811-11ee-b454-c3b63c00d05e
